iris,taux_pauvrete_pre,com
290190149,,29019
290190150,14.419245293865043,29019
290190151,25.943361139332442,29019
290190152,14.262684018931038,29019
290190153,,29019
290190154,9.478876259918508,29019
290190156,,29019
290190157,10.494240722025438,29019
290190158,10.281222038444676,29019
290190161,,29019
290190164,16.1962539741163,29019
290190165,21.607727516739587,29019
290190166,6.82678072051324,29019
290190168,13.441361089869767,29019
290390101,6.883579450863891,29039
290390102,10.398397024573041,29039
290390104,14.986302399183986,29039
290390105,10.8839925670295,29039
290390107,8.316111278690913,29039
290390108,8.768676291628056,29039
292320101,16.13336893130434,29232
292320102,17.462662330471435,29232
292320103,20.88246978749959,29232
292320104,8.361642684680495,29232
292320106,9.319066147859925,29232
292320107,,29232
292320108,14.651087641909795,29232
292320109,,29232
292320110,,29232
292320111,9.22671353251318,29232
292320112,7.6989286503710845,29232
292320113,,29232
292320114,14.785964946201219,29232
292320115,,29232
292320116,,29232
292320117,13.136889698775489,29232
292320118,9.847493086825766,29232
292320119,42.17668133712585,29232
292320120,29.456027052074464,29232
292320121,38.592667534063864,29232
292320122,16.415865036304258,29232
292320123,15.89375848239222,29232
292320130,12.42024952372168,29232
292320131,11.4522821576763,29232
292320132,12.73558305417621,29232
292320133,11.483138027390202,29232
292320134,,29232
292320135,7.0568752053052455,29232
2A0040101,23.72787384490286,2A004
2A0040102,17.18819564940063,2A004
2A0040103,20.25376065104031,2A004
2A0040201,21.012516028286043,2A004
2A0040202,19.10821880354503,2A004
2A0040203,,2A004
2A0040301,9.918261213083383,2A004
2A0040302,12.05129597463827,2A004
2A0040401,9.649812600678777,2A004
2A0040402,8.43967969256702,2A004
2A0040501,18.090285913675796,2A004
2A0040502,14.201591662580244,2A004
2A0040503,18.2483323585376,2A004
2A0040601,23.711553788432067,2A004
2A0040602,18.179047882102093,2A004
2A0040701,26.25742783959397,2A004
2A0040702,21.88089356706669,2A004
2A0040703,19.349618045120135,2A004
2A0040801,13.505795425946266,2A004
2A0040802,20.643264363201492,2A004
2A0040803,,2A004
2A0040901,,2A004
2A0040902,10.45298666127528,2A004
2A0040903,17.446805494573933,2A004
2A2470101,30.370981543220015,2A247
2A2470102,22.485083907512898,2A247
2A2470201,25.82048406057285,2A247
2A2470202,17.320584406645334,2A247
2B0330101,37.723963456961634,2B033
2B0330102,32.522939778454216,2B033
2B0330201,22.12258193949697,2B033
2B0330202,18.142476308536143,2B033
2B0330301,31.417939742909038,2B033
2B0330302,27.463755747250513,2B033
2B0330401,32.065799990718325,2B033
2B0330402,24.112688565043097,2B033
2B0330501,32.04595004850209,2B033
2B0330502,28.78934696661149,2B033
2B0330601,16.59794184962607,2B033
2B0330603,15.379631948043446,2B033
2B0330604,15.472644281303667,2B033
2B0330701,19.873133809270566,2B033
2B0330702,17.76761005880221,2B033
300070101,32.19117840222703,30007
300070102,25.200061518044425,30007
300070103,29.69849863777074,30007
300070104,62.607446893117014,30007
300070105,21.2027756360833,30007
300070106,13.541412373216124,30007
300070107,20.15969464721744,30007
300070108,18.252966891131212,30007
300070109,41.422879640121884,30007
300070110,35.7743757411776,30007
300070111,36.796428753895256,30007
300070112,63.923142727448074,30007
300070113,27.265706305830985,30007
300070114,23.92243581872155,30007
300070115,14.61917345979137,30007
300280101,29.72262600185672,30028
300280102,21.536556427291796,30028
300280103,27.887667968189486,30028
300280104,,30028
300280105,57.84632953466856,30028
300280106,8.920947919756447,30028
300280107,8.552021076869227,30028
300280108,,30028
300320101,20.488468671417177,30032
300320102,13.309861710025354,30032
300320103,53.765283195885104,30032
300320104,33.315594270758304,30032
300320105,30.149558870618296,30032
301890101,34.71378612275543,30189
301890102,37.45379443565063,30189
301890103,21.933512595883457,30189
301890201,17.167639048206684,30189
301890202,32.998484094642585,30189
301890204,25.673037188169246,30189
301890301,18.54139808401483,30189
301890302,22.910912683474503,30189
301890303,14.0231449965963,30189
301890304,16.46302011095342,30189
301890403,24.30073264064485,30189
301890501,29.512514934995068,30189
301890503,28.19383581743952,30189
301890601,17.408060153045266,30189
301890602,15.643535716967628,30189
301890604,42.418003148175025,30189
301890701,28.98556640592184,30189
301890702,23.245440278054858,30189
301890703,23.096857450793966,30189
301890704,21.63646348160352,30189
301890708,22.214341016844543,30189
301890801,17.31024840485222,30189
301890803,29.15782411871771,30189
301890804,22.70787581863082,30189
301890901,65.41275407248219,30189
301890902,64.50062951574313,30189
301890903,66.39283136083918,30189
301890904,70.25999104892941,30189
301891001,57.4690773913828,30189
301891003,74.92571015375532,30189
