iris,com,libcom,taux_pauvrete,revenu_median,annee
751156001,75115,Paris 15e Arrondissement,20.5964771817454,18253.125,2013
751156002,75115,Paris 15e Arrondissement,,34295.3333333333,2013
751156003,75115,Paris 15e Arrondissement,10.1361573373676,31061.0,2013
751156004,75115,Paris 15e Arrondissement,11.4224467922217,28987.3333333333,2013
751156005,75115,Paris 15e Arrondissement,,33435.7142857143,2013
751156006,75115,Paris 15e Arrondissement,,29696.5,2013
751156007,75115,Paris 15e Arrondissement,13.3155792276964,26659.0,2013
751156008,75115,Paris 15e Arrondissement,,25402.0,2013
751156009,75115,Paris 15e Arrondissement,,30892.0,2013
751156010,75115,Paris 15e Arrondissement,14.3951261966928,25363.3333333333,2013
751156012,75115,Paris 15e Arrondissement,10.5103865731187,32832.5,2013
751156013,75115,Paris 15e Arrondissement,10.0169419737399,33402.0,2013
751156014,75115,Paris 15e Arrondissement,13.9870223503965,22212.8571428571,2013
751156015,75115,Paris 15e Arrondissement,14.495254529767,26378.6666666667,2013
751156016,75115,Paris 15e Arrondissement,15.3922789539228,26869.3333333333,2013
751156017,75115,Paris 15e Arrondissement,10.6633906633907,28145.0,2013
751156018,75115,Paris 15e Arrondissement,10.2448210922787,29388.6666666667,2013
751156019,75115,Paris 15e Arrondissement,7.01255013585199,34100.0,2013
751156020,75115,Paris 15e Arrondissement,7.48905819419679,34507.3333333333,2013
751166101,75116,Paris 16e Arrondissement,15.4650402962318,21188.6666666667,2013
751166102,75116,Paris 16e Arrondissement,15.6273764258555,26624.6666666667,2013
751166103,75116,Paris 16e Arrondissement,14.8504273504274,27403.3333333333,2013
751166104,75116,Paris 16e Arrondissement,14.282244352684,22065.7142857143,2013
751166105,75116,Paris 16e Arrondissement,,34174.3333333333,2013
751166106,75116,Paris 16e Arrondissement,9.20334667151691,33847.0,2013
751166107,75116,Paris 16e Arrondissement,10.4756346658885,38145.1,2013
751166108,75116,Paris 16e Arrondissement,10.4819277108434,24474.0,2013
751166109,75116,Paris 16e Arrondissement,9.30466237942122,40724.0,2013
751166110,75116,Paris 16e Arrondissement,10.8819485366333,34293.6666666667,2013
751166111,75116,Paris 16e Arrondissement,,38435.0,2013
751166112,75116,Paris 16e Arrondissement,,48103.2142857143,2013
751166113,75116,Paris 16e Arrondissement,,40235.2,2013
751166114,75116,Paris 16e Arrondissement,15.6935270805812,27656.0,2013
751166115,75116,Paris 16e Arrondissement,11.7410714285714,31676.6666666667,2013
751166116,75116,Paris 16e Arrondissement,,41356.0,2013
751166117,75116,Paris 16e Arrondissement,9.02720527617477,38366.1538461538,2013
751166118,75116,Paris 16e Arrondissement,9.85711327396977,43325.3333333333,2013
751166119,75116,Paris 16e Arrondissement,,43162.8260869565,2013
751166120,75116,Paris 16e Arrondissement,,45779.5,2013
751166121,75116,Paris 16e Arrondissement,12.4542961608775,39559.0322580645,2013
751166122,75116,Paris 16e Arrondissement,,48283.8888888889,2013
751166123,75116,Paris 16e Arrondissement,8.91915641476274,44512.3076923077,2013
751166124,75116,Paris 16e Arrondissement,,36882.5,2013
751166125,75116,Paris 16e Arrondissement,10.1514434453384,43232.6666666667,2013
751166126,75116,Paris 16e Arrondissement,7.81159139368095,48156.0,2013
751166127,75116,Paris 16e Arrondissement,9.82170785111042,33945.7142857143,2013
751166128,75116,Paris 16e Arrondissement,10.6914693724164,37499.696969697,2013
751166129,75116,Paris 16e Arrondissement,,33274.0,2013
751166130,75116,Paris 16e Arrondissement,11.3106796116505,34106.8,2013
751166201,75116,Paris 16e Arrondissement,,44964.1935483871,2013
751166202,75116,Paris 16e Arrondissement,9.32802829354553,37559.5,2013
751166203,75116,Paris 16e Arrondissement,10.0503717917966,46856.6666666667,2013
751166204,75116,Paris 16e Arrondissement,8.31840796019901,45154.1666666667,2013
751166205,75116,Paris 16e Arrondissement,,47582.3333333333,2013
751166206,75116,Paris 16e Arrondissement,,45117.6666666667,2013
751166207,75116,Paris 16e Arrondissement,14.5065789473684,42283.4782608696,2013
751166208,75116,Paris 16e Arrondissement,11.2906897336672,51320.0,2013
751166209,75116,Paris 16e Arrondissement,,47880.5555555556,2013
751166210,75116,Paris 16e Arrondissement,,51992.0,2013
751166211,75116,Paris 16e Arrondissement,9.9690697121104,41720.6666666667,2013
751166212,75116,Paris 16e Arrondissement,,38440.5555555556,2013
751166213,75116,Paris 16e Arrondissement,9.41905168731311,45631.5,2013
751166214,75116,Paris 16e Arrondissement,,42587.1428571429,2013
751166215,75116,Paris 16e Arrondissement,9.15773997059441,38948.0,2013
751166216,75116,Paris 16e Arrondissement,,41082.8571428571,2013
751166217,75116,Paris 16e Arrondissement,9.72162740899358,45432.0,2013
751166218,75116,Paris 16e Arrondissement,,45625.3333333333,2013
751166219,75116,Paris 16e Arrondissement,9.99803574936162,44272.0,2013
751166220,75116,Paris 16e Arrondissement,10.3901797457256,40558.0,2013
751166221,75116,Paris 16e Arrondissement,,45390.9375,2013
751166301,75116,Paris 16e Arrondissement,10.906612133606,40697.0,2013
751166302,75116,Paris 16e Arrondissement,10.1226993865031,38575.5555555556,2013
751166303,75116,Paris 16e Arrondissement,12.6615553121577,42121.6666666667,2013
751166304,75116,Paris 16e Arrondissement,11.5863927248232,43310.7692307692,2013
751166305,75116,Paris 16e Arrondissement,12.8625842367419,41951.6,2013
751166306,75116,Paris 16e Arrondissement,12.9968736042876,45203.5714285714,2013
751166307,75116,Paris 16e Arrondissement,10.4183590576767,47036.1904761905,2013
751166308,75116,Paris 16e Arrondissement,12.7426955702168,36224.6666666667,2013
751166309,75116,Paris 16e Arrondissement,11.3980909601348,45617.0,2013
751166310,75116,Paris 16e Arrondissement,,46318.3870967742,2013
751166311,75116,Paris 16e Arrondissement,,44294.6794871795,2013
751166401,75116,Paris 16e Arrondissement,,43788.4615384615,2013
751166402,75116,Paris 16e Arrondissement,14.3414888079125,32936.6666666667,2013
751166403,75116,Paris 16e Arrondissement,12.8265602322206,38273.3333333333,2013
751166404,75116,Paris 16e Arrondissement,,38072.6666666667,2013
751166405,75116,Paris 16e Arrondissement,,39838.0,2013
751166406,75116,Paris 16e Arrondissement,,40693.75,2013
751166407,75116,Paris 16e Arrondissement,13.6554269417883,37230.0,2013
751166409,75116,Paris 16e Arrondissement,11.2831339432325,37519.5,2013
751176501,75117,Paris 17e Arrondissement,10.2939147233338,38228.0,2013
751176502,75117,Paris 17e Arrondissement,,43190.9523809524,2013
751176503,75117,Paris 17e Arrondissement,,36060.3571428571,2013
751176504,75117,Paris 17e Arrondissement,10.1992966002345,37548.8461538462,2013
751176505,75117,Paris 17e Arrondissement,12.0563674321503,27023.3333333333,2013
751176506,75117,Paris 17e Arrondissement,10.8804744525547,34754.0,2013
751176507,75117,Paris 17e Arrondissement,,38750.6666666667,2013
751176508,75117,Paris 17e Arrondissement,6.65310865775712,44733.75,2013
751176509,75117,Paris 17e Arrondissement,,42897.3333333333,2013
751176510,75117,Paris 17e Arrondissement,8.45166809238665,38220.0,2013
751176511,75117,Paris 17e Arrondissement,9.19125929263348,38602.8571428571,2013
751176512,75117,Paris 17e Arrondissement,9.69912905779889,34437.6388888889,2013
751176513,75117,Paris 17e Arrondissement,,37670.6666666667,2013
751176514,75117,Paris 17e Arrondissement,,36575.6666666667,2013
751176515,75117,Paris 17e Arrondissement,14.110254213082,23912.7777777778,2013
751176601,75117,Paris 17e Arrondissement,,39693.0,2013
751176602,75117,Paris 17e Arrondissement,9.38975662913186,39738.5,2013
751176603,75117,Paris 17e Arrondissement,8.43679880329095,50104.4,2013
751176604,75117,Paris 17e Arrondissement,8.63857717552403,41057.3333333333,2013
751176605,75117,Paris 17e Arrondissement,,42211.7857142857,2013
751176606,75117,Paris 17e Arrondissement,,49166.25,2013
751176607,75117,Paris 17e Arrondissement,,44086.1904761905,2013
751176608,75117,Paris 17e Arrondissement,,54936.1190476191,2013
751176609,75117,Paris 17e Arrondissement,,48083.3333333333,2013
751176610,75117,Paris 17e Arrondissement,,44478.5714285714,2013
751176611,75117,Paris 17e Arrondissement,7.51485494582314,44998.0,2013
751176612,75117,Paris 17e Arrondissement,6.85418687358552,46533.3333333333,2013
751176613,75117,Paris 17e Arrondissement,,38248.3888888889,2013
751176614,75117,Paris 17e Arrondissement,14.5422689443714,23047.3333333333,2013
751176615,75117,Paris 17e Arrondissement,19.7218879529349,19264.0,2013
751176616,75117,Paris 17e Arrondissement,23.8521168753727,16902.2580645161,2013
751176701,75117,Paris 17e Arrondissement,14.0533778148457,28497.619047619,2013
751176702,75117,Paris 17e Arrondissement,11.4677972945689,34031.1111111111,2013
751176703,75117,Paris 17e Arrondissement,13.8633058652448,29892.0,2013
751176704,75117,Paris 17e Arrondissement,9.11245152951314,33784.1666666667,2013
751176705,75117,Paris 17e Arrondissement,,33328.0,2013
751176706,75117,Paris 17e Arrondissement,,33890.0,2013
751176707,75117,Paris 17e Arrondissement,,35284.7619047619,2013
751176708,75117,Paris 17e Arrondissement,13.3007022770802,31559.0,2013
751176709,75117,Paris 17e Arrondissement,11.6222760290557,30986.0,2013
751176710,75117,Paris 17e Arrondissement,10.510067114094,32680.0,2013
751176711,75117,Paris 17e Arrondissement,10.2860010035123,30323.9130434783,2013
751176712,75117,Paris 17e Arrondissement,,33451.3793103448,2013
751176713,75117,Paris 17e Arrondissement,,35490.0,2013
751176714,75117,Paris 17e Arrondissement,35.2383248934973,15471.0344827586,2013
751176715,75117,Paris 17e Arrondissement,9.21003369524523,35581.0,2013
751176716,75117,Paris 17e Arrondissement,12.5487139516758,29188.8888888889,2013
751176801,75117,Paris 17e Arrondissement,16.307789740342,25611.4285714286,2013
751176802,75117,Paris 17e Arrondissement,11.8055555555556,29750.5555555556,2013
751176803,75117,Paris 17e Arrondissement,15.6657483930211,27760.0,2013
751176804,75117,Paris 17e Arrondissement,14.5722472370037,27789.4444444444,2013
751176805,75117,Paris 17e Arrondissement,19.9894792214624,22172.2222222222,2013
751176806,75117,Paris 17e Arrondissement,20.5391330984837,22727.3333333333,2013
751176807,75117,Paris 17e Arrondissement,22.051074179165,23099.3333333333,2013
751176808,75117,Paris 17e Arrondissement,16.9446041786467,24982.0,2013
751176809,75117,Paris 17e Arrondissement,19.9882075471698,21708.0952380952,2013
751176810,75117,Paris 17e Arrondissement,13.9021221307926,29136.0869565217,2013
751176811,75117,Paris 17e Arrondissement,19.1917180967549,23871.0,2013
751176812,75117,Paris 17e Arrondissement,28.5237140948564,18439.0,2013
751176813,75117,Paris 17e Arrondissement,25.4338719329743,18092.5,2013
751176814,75117,Paris 17e Arrondissement,26.9392851568597,17662.0,2013
751176815,75117,Paris 17e Arrondissement,25.7697456492637,19012.6666666667,2013
751176816,75117,Paris 17e Arrondissement,34.3921808185706,14700.0,2013
751176817,75117,Paris 17e Arrondissement,,14875.5,2013
751186901,75118,Paris 18e Arrondissement,16.5354330708661,25986.5,2013
751186902,75118,Paris 18e Arrondissement,19.9953767914933,24465.2380952381,2013
751186903,75118,Paris 18e Arrondissement,13.2373303793963,27620.0,2013
751186904,75118,Paris 18e Arrondissement,14.3559674673728,28924.0,2013
751186905,75118,Paris 18e Arrondissement,16.4998146088246,26056.3333333333,2013
751186906,75118,Paris 18e Arrondissement,16.0443407234539,25510.0,2013
751186907,75118,Paris 18e Arrondissement,13.0495659479137,27212.0,2013
751186908,75118,Paris 18e Arrondissement,15.0280183392766,27124.8333333333,2013
751186909,75118,Paris 18e Arrondissement,,29172.6666666667,2013
751186910,75118,Paris 18e Arrondissement,,33493.0,2013
751186911,75118,Paris 18e Arrondissement,,39794.5,2013
751186912,75118,Paris 18e Arrondissement,10.8015430775825,30474.0,2013
751186913,75118,Paris 18e Arrondissement,,29284.0,2013
751186914,75118,Paris 18e Arrondissement,,27247.0,2013
751186915,75118,Paris 18e Arrondissement,23.0245231607629,19963.0,2013
751186916,75118,Paris 18e Arrondissement,16.2618595825427,23150.0,2013
751186917,75118,Paris 18e Arrondissement,10.6901544401544,29135.3333333333,2013
751186918,75118,Paris 18e Arrondissement,12.7048564125695,27040.8695652174,2013
751186919,75118,Paris 18e Arrondissement,15.0959488272921,26433.3333333333,2013
751186920,75118,Paris 18e Arrondissement,23.2817478379609,19913.4375,2013
751186921,75118,Paris 18e Arrondissement,20.4747774480712,22203.0,2013
751186922,75118,Paris 18e Arrondissement,9.67082860385925,29509.0,2013
751186923,75118,Paris 18e Arrondissement,20.4465014974136,20421.4285714286,2013
751186924,75118,Paris 18e Arrondissement,25.6144183506281,17949.75,2013
751186925,75118,Paris 18e Arrondissement,33.0076465590484,15278.56,2013
751186926,75118,Paris 18e Arrondissement,41.72,13186.496,2013
751186927,75118,Paris 18e Arrondissement,39.6109271523179,13553.3333333333,2013
751186928,75118,Paris 18e Arrondissement,35.2711666016387,13807.0,2013
751187001,75118,Paris 18e Arrondissement,19.1656340355225,23531.5384615385,2013
751187002,75118,Paris 18e Arrondissement,16.0177526729877,27042.6666666667,2013
751187003,75118,Paris 18e Arrondissement,16.4318067438349,27496.6666666667,2013
751187004,75118,Paris 18e Arrondissement,14.4388398486759,27313.125,2013
751187005,75118,Paris 18e Arrondissement,13.4740682825124,26416.0,2013
751187006,75118,Paris 18e Arrondissement,15.2220888355342,25001.5384615385,2013
751187007,75118,Paris 18e Arrondissement,18.6408383613846,23640.625,2013
751187008,75118,Paris 18e Arrondissement,,32143.0,2013
751187009,75118,Paris 18e Arrondissement,15.1628664495114,27115.0,2013
751187010,75118,Paris 18e Arrondissement,17.5581395348837,24370.0,2013
751187011,75118,Paris 18e Arrondissement,10.7050952135872,27425.6,2013
751187012,75118,Paris 18e Arrondissement,10.4334226988382,30188.0,2013
751187013,75118,Paris 18e Arrondissement,9.32746196957566,29325.5,2013
751187014,75118,Paris 18e Arrondissement,24.764803541782,21153.8095238095,2013
751187015,75118,Paris 18e Arrondissement,14.8925410872314,25286.6666666667,2013
751187016,75118,Paris 18e Arrondissement,16.7265756050803,24704.7619047619,2013
751187017,75118,Paris 18e Arrondissement,36.7865390960079,16130.3225806452,2013
751187018,75118,Paris 18e Arrondissement,25.0511665984445,18917.3333333333,2013
751187019,75118,Paris 18e Arrondissement,20.9513203945275,20973.3333333333,2013
751187020,75118,Paris 18e Arrondissement,23.7851662404092,20723.3333333333,2013
751187021,75118,Paris 18e Arrondissement,21.4011368873867,24893.8888888889,2013
751187022,75118,Paris 18e Arrondissement,14.2100283822138,26485.0,2013
751187023,75118,Paris 18e Arrondissement,,15202.5,2013
751187024,75118,Paris 18e Arrondissement,20.7840236686391,21795.5,2013
751187025,75118,Paris 18e Arrondissement,26.7596566523605,20385.5,2013
751187026,75118,Paris 18e Arrondissement,26.7167817960179,18363.0303030303,2013
751187027,75118,Paris 18e Arrondissement,36.3636363636364,14386.6666666667,2013
751187101,75118,Paris 18e Arrondissement,29.8515667949423,17560.0,2013
751187102,75118,Paris 18e Arrondissement,44.2344563133388,12817.7966101695,2013
751187103,75118,Paris 18e Arrondissement,44.8067902613357,13320.2941176471,2013
751187104,75118,Paris 18e Arrondissement,38.0631077594761,15123.0,2013
751187105,75118,Paris 18e Arrondissement,42.7397922203431,14178.0,2013
751187106,75118,Paris 18e Arrondissement,34.6105263157895,14915.7894736842,2013
751187107,75118,Paris 18e Arrondissement,33.8191755864268,16014.4827586207,2013
751187108,75118,Paris 18e Arrondissement,35.3298259813841,15213.6666666667,2013
751187109,75118,Paris 18e Arrondissement,38.1374722838137,14861.3333333333,2013
751187110,75118,Paris 18e Arrondissement,30.7567655161238,16634.5,2013
751187201,75118,Paris 18e Arrondissement,34.7406772396057,15148.3870967742,2013
751187202,75118,Paris 18e Arrondissement,36.974972796518,15542.0,2013
751187203,75118,Paris 18e Arrondissement,27.793374508703,18095.5,2013
751187204,75118,Paris 18e Arrondissement,31.2937412517497,17958.0,2013
751187205,75118,Paris 18e Arrondissement,30.7915993537964,17484.5,2013
751187206,75118,Paris 18e Arrondissement,26.2696673969329,17463.0,2013
751187207,75118,Paris 18e Arrondissement,33.0093155123532,15955.0,2013
751187208,75118,Paris 18e Arrondissement,35.9728149201833,14842.5,2013
751187209,75118,Paris 18e Arrondissement,40.9130688448075,13354.0,2013
751197301,75119,Paris 19e Arrondissement,23.106261256489,19213.6363636364,2013
751197302,75119,Paris 19e Arrondissement,24.5212099516735,18287.0,2013
751197303,75119,Paris 19e Arrondissement,23.1145653425446,19923.1785714286,2013
751197304,75119,Paris 19e Arrondissement,20.4690392923267,21456.0,2013
751197305,75119,Paris 19e Arrondissement,17.733352509708,23290.0,2013
751197306,75119,Paris 19e Arrondissement,29.6579156722355,14755.0,2013
751197307,75119,Paris 19e Arrondissement,36.5038560411311,13972.0,2013
751197308,75119,Paris 19e Arrondissement,51.8317904274178,11684.8,2013
751197309,75119,Paris 19e Arrondissement,26.6372220530003,17991.6,2013
751197310,75119,Paris 19e Arrondissement,26.9268774703557,16405.1851851852,2013
751197311,75119,Paris 19e Arrondissement,20.9862385321101,20464.0,2013
751197312,75119,Paris 19e Arrondissement,32.1995972253301,15526.0,2013
751197313,75119,Paris 19e Arrondissement,24.1533775309084,20277.5,2013
751197314,75119,Paris 19e Arrondissement,30.2813384384884,16112.0,2013
751197315,75119,Paris 19e Arrondissement,26.0718789407314,18412.6470588235,2013
751197316,75119,Paris 19e Arrondissement,30.7293796864349,16674.0,2013
751197317,75119,Paris 19e Arrondissement,31.4412635735439,15250.1639344262,2013
751197402,75119,Paris 19e Arrondissement,25.2319713495035,18954.5833333333,2013
751197403,75119,Paris 19e Arrondissement,30.7914262159934,17056.1538461538,2013
751197404,75119,Paris 19e Arrondissement,28.2459157351677,18387.1206896552,2013
751197405,75119,Paris 19e Arrondissement,39.4854386278363,14522.6666666667,2013
751197406,75119,Paris 19e Arrondissement,29.2396571002609,15956.875,2013
751197407,75119,Paris 19e Arrondissement,35.0676378772112,14907.6,2013
751197408,75119,Paris 19e Arrondissement,29.5416896742131,15122.0,2013
751197409,75119,Paris 19e Arrondissement,31.5154038301415,15476.9491525424,2013
751197410,75119,Paris 19e Arrondissement,30.4143862392494,14806.8888888889,2013
751197411,75119,Paris 19e Arrondissement,15.4554588077696,24150.5714285714,2013
751197501,75119,Paris 19e Arrondissement,22.3265741728922,20652.8,2013
751197502,75119,Paris 19e Arrondissement,18.5498863871101,20704.2857142857,2013
751197503,75119,Paris 19e Arrondissement,24.146110056926,18567.6923076923,2013
751197504,75119,Paris 19e Arrondissement,27.4611398963731,15485.0,2013
751197505,75119,Paris 19e Arrondissement,19.500244977952,20635.2173913043,2013
751197506,75119,Paris 19e Arrondissement,12.8503562945368,26794.7619047619,2013
751197507,75119,Paris 19e Arrondissement,17.421233783426,22912.0,2013
751197508,75119,Paris 19e Arrondissement,19.2313825546165,21209.0,2013
751197509,75119,Paris 19e Arrondissement,25.9630200308166,16456.4285714286,2013
751197510,75119,Paris 19e Arrondissement,17.9993016759777,20750.6666666667,2013
751197511,75119,Paris 19e Arrondissement,20.6757663906914,19687.619047619,2013
751197512,75119,Paris 19e Arrondissement,33.2867913990505,14182.3255813953,2013
751197513,75119,Paris 19e Arrondissement,27.5656324582339,16446.5,2013
751197514,75119,Paris 19e Arrondissement,8.51751105066304,33067.5,2013
751197515,75119,Paris 19e Arrondissement,13.0155210643016,27963.0,2013
751197516,75119,Paris 19e Arrondissement,37.6525031552377,13834.6153846154,2013
751197517,75119,Paris 19e Arrondissement,31.2325581395349,15230.0,2013
751197518,75119,Paris 19e Arrondissement,38.3258258258258,14134.8333333333,2013
751197519,75119,Paris 19e Arrondissement,29.080118694362,15572.4137931034,2013
751197520,75119,Paris 19e Arrondissement,19.4440544714306,19493.0,2013
751197521,75119,Paris 19e Arrondissement,23.4660925726588,20593.0,2013
751197522,75119,Paris 19e Arrondissement,17.6910664515183,22730.8333333333,2013
751197523,75119,Paris 19e Arrondissement,14.145932345541,24065.2380952381,2013
751197524,75119,Paris 19e Arrondissement,17.2717565403097,22856.0,2013
751197601,75119,Paris 19e Arrondissement,14.5509586276488,24739.0,2013
751197602,75119,Paris 19e Arrondissement,15.0106350653297,26337.0,2013
751197603,75119,Paris 19e Arrondissement,9.45826716075525,29257.619047619,2013
751197604,75119,Paris 19e Arrondissement,19.7508896797153,24259.0,2013
751197605,75119,Paris 19e Arrondissement,26.2789182144021,17146.0,2013
751197606,75119,Paris 19e Arrondissement,27.3109243697479,16986.582278481,2013
751197607,75119,Paris 19e Arrondissement,,30955.0,2013
751197608,75119,Paris 19e Arrondissement,24.0790286067092,19853.1034482759,2013
751197609,75119,Paris 19e Arrondissement,14.297306069458,24589.3333333333,2013
751197610,75119,Paris 19e Arrondissement,34.6410927056088,14484.6666666667,2013
751197611,75119,Paris 19e Arrondissement,16.2872154115587,25348.6666666667,2013
751197612,75119,Paris 19e Arrondissement,16.2590579710145,26684.1666666667,2013
751197613,75119,Paris 19e Arrondissement,19.0934676344245,22349.6774193548,2013
751197614,75119,Paris 19e Arrondissement,11.8162935610432,25614.6666666667,2013
751197615,75119,Paris 19e Arrondissement,18.0104712041885,24699.0,2013
751197616,75119,Paris 19e Arrondissement,26.2923117292049,17225.7692307692,2013
751207701,75120,Paris 20e Arrondissement,27.8789040045986,19121.3333333333,2013
751207702,75120,Paris 20e Arrondissement,20.7343843544203,23060.9523809524,2013
751207703,75120,Paris 20e Arrondissement,30.3642825410928,15955.9090909091,2013
751207704,75120,Paris 20e Arrondissement,24.5181347150259,19659.3333333333,2013
751207705,75120,Paris 20e Arrondissement,30.9843646773838,16384.6428571429,2013
751207706,75120,Paris 20e Arrondissement,24.6117647058824,20756.75,2013
751207707,75120,Paris 20e Arrondissement,20.8938336790496,20911.3333333333,2013
751207708,75120,Paris 20e Arrondissement,38.5244853599284,13812.3076923077,2013
751207709,75120,Paris 20e Arrondissement,43.6675091266498,13224.6666666667,2013
751207710,75120,Paris 20e Arrondissement,29.9661500089079,16502.6666666667,2013
751207711,75120,Paris 20e Arrondissement,28.4502405672322,17133.3333333333,2013
751207712,75120,Paris 20e Arrondissement,21.510736196319,22404.7619047619,2013
751207713,75120,Paris 20e Arrondissement,28.3147562801531,17151.3333333333,2013
751207714,75120,Paris 20e Arrondissement,16.771449704142,25235.0,2013
751207801,75120,Paris 20e Arrondissement,26.4832330180568,15681.0344827586,2013
751207802,75120,Paris 20e Arrondissement,19.3299691617606,23898.0,2013
751207803,75120,Paris 20e Arrondissement,39.869428185502,13416.5306122449,2013
751207804,75120,Paris 20e Arrondissement,34.234424498416,14953.4482758621,2013
751207805,75120,Paris 20e Arrondissement,15.6696125084976,25542.2820512821,2013
751207806,75120,Paris 20e Arrondissement,18.5544904137235,22160.0,2013
751207807,75120,Paris 20e Arrondissement,15.3156146179402,26292.6666666667,2013
751207808,75120,Paris 20e Arrondissement,18.1326651720955,22196.1538461538,2013
751207809,75120,Paris 20e Arrondissement,11.5158924205379,25105.8888888889,2013
751207810,75120,Paris 20e Arrondissement,30.6591722023505,15980.0,2013
751207811,75120,Paris 20e Arrondissement,15.9956474428727,21920.4,2013
751207812,75120,Paris 20e Arrondissement,14.2753972075108,25524.0,2013
751207813,75120,Paris 20e Arrondissement,19.8342957569671,19388.75,2013
751207814,75120,Paris 20e Arrondissement,22.6751592356688,18324.0,2013
751207815,75120,Paris 20e Arrondissement,19.4514455151964,22058.6666666667,2013
751207816,75120,Paris 20e Arrondissement,15.4880187025132,24770.4761904762,2013
751207901,75120,Paris 20e Arrondissement,14.2134246167584,24780.0,2013
751207902,75120,Paris 20e Arrondissement,,29299.0,2013
751207903,75120,Paris 20e Arrondissement,13.7579617834395,26793.3333333333,2013
751207904,75120,Paris 20e Arrondissement,11.1038107752957,27422.8,2013
751207905,75120,Paris 20e Arrondissement,15.8488124942242,26005.0,2013
751207906,75120,Paris 20e Arrondissement,27.4294670846395,17466.0,2013
751207907,75120,Paris 20e Arrondissement,25.9512375323236,19369.08,2013
751207908,75120,Paris 20e Arrondissement,31.2534587714444,15723.5,2013
751207909,75120,Paris 20e Arrondissement,14.6910466582598,26295.2916666667,2013
751207910,75120,Paris 20e Arrondissement,28.9219982471516,16137.6923076923,2013
751207911,75120,Paris 20e Arrondissement,18.8683550079854,22617.8260869565,2013
751207912,75120,Paris 20e Arrondissement,16.2863886703383,23090.0,2013
751207913,75120,Paris 20e Arrondissement,15.2551152551153,28211.0,2013
751207914,75120,Paris 20e Arrondissement,10.3189493433396,27572.0,2013
751207915,75120,Paris 20e Arrondissement,10.9927859841979,26495.3333333333,2013
751207916,75120,Paris 20e Arrondissement,26.3838199513382,19267.3913043478,2013
751208001,75120,Paris 20e Arrondissement,24.0865482751582,16134.6153846154,2013
751208002,75120,Paris 20e Arrondissement,15.4417045726598,25098.0,2013
751208003,75120,Paris 20e Arrondissement,14.7796293412241,22138.0,2013
751208004,75120,Paris 20e Arrondissement,,32390.0,2013
751208005,75120,Paris 20e Arrondissement,17.8671133445003,25644.0,2013
751208006,75120,Paris 20e Arrondissement,13.1338469808278,28592.5,2013
751208007,75120,Paris 20e Arrondissement,24.6005469987045,17795.0,2013
751208008,75120,Paris 20e Arrondissement,31.2728673213942,15383.5,2013
751208009,75120,Paris 20e Arrondissement,32.8535526616404,14799.1304347826,2013
751208010,75120,Paris 20e Arrondissement,26.1711711711712,17362.0,2013
751208011,75120,Paris 20e Arrondissement,33.9238688053627,15239.0,2013
751208012,75120,Paris 20e Arrondissement,24.9908122013965,18373.6875,2013
751208013,75120,Paris 20e Arrondissement,23.7586659171819,19042.0,2013
751208014,75120,Paris 20e Arrondissement,21.4511706391057,20962.6666666667,2013
751208015,75120,Paris 20e Arrondissement,14.2857142857143,26136.5,2013
751208016,75120,Paris 20e Arrondissement,25.1663181904581,20091.0,2013
751208017,75120,Paris 20e Arrondissement,24.0112994350282,21085.7142857143,2013
751208018,75120,Paris 20e Arrondissement,25.1347190146266,18036.1290322581,2013
751208019,75120,Paris 20e Arrondissement,22.4651067323481,18592.7272727273,2013
751208020,75120,Paris 20e Arrondissement,40.7372841810546,13482.7777777778,2013
751208021,75120,Paris 20e Arrondissement,35.7496080086841,14650.0,2013
751208022,75120,Paris 20e Arrondissement,19.5420831989681,20601.7391304348,2013
751208023,75120,Paris 20e Arrondissement,19.5974341959743,20777.619047619,2013
751208024,75120,Paris 20e Arrondissement,13.9186691312384,25044.347826087,2013
751208025,75120,Paris 20e Arrondissement,16.0120311394197,22691.1666666667,2013
751208026,75120,Paris 20e Arrondissement,,26078.8888888889,2013
760570102,76057,Barentin,14.400438036138,18763.8095238095,2013
760570103,76057,Barentin,19.1613588110403,17028.0,2013
760570104,76057,Barentin,5.99816248851555,21902.7777777778,2013
760570105,76057,Barentin,,16986.1538461538,2013
761080101,76108,Bois-Guillaume,,29838.125,2013
761080102,76108,Bois-Guillaume,,31568.6666666667,2013
761080104,76108,Bois-Guillaume,,29171.0,2013
761080105,76108,Bois-Guillaume,,28475.6,2013
761140101,76114,Bolbec,21.3433101728131,17082.0,2013
761140102,76114,Bolbec,17.620503859036,17505.0,2013
761140103,76114,Bolbec,23.8524807641284,17086.9230769231,2013
761140104,76114,Bolbec,26.1242316402459,15783.8461538462,2013
761570101,76157,Canteleu,10.7250538406317,20446.5217391304,2013
761570201,76157,Canteleu,,23220.7692307692,2013
761570301,76157,Canteleu,,12496.6666666667,2013
761570302,76157,Canteleu,44.0014114326041,12674.4444444444,2013
761570401,76157,Canteleu,18.968583283936,17401.3333333333,2013
761570501,76157,Canteleu,15.9987856709168,16883.9130434783,2013
761570502,76157,Canteleu,38.9496717724289,13195.7692307692,2013
762160101,76216,Déville-lès-Rouen,19.0296339337594,17987.6,2013
762160102,76216,Déville-lès-Rouen,14.209320091673,19516.7857142857,2013
762160103,76216,Déville-lès-Rouen,19.4630872483221,18513.5,2013
