code,revenu_median,taux_pauvrete,gini,s80s20,annee
QP056009,13320.0,48.1,0.209,2.8,2019
QP057001,14750.0,38.6,0.253,3.5,2019
QP057002,13740.0,44.7,0.205,2.8,2019
QP057003,12930.0,52.7,0.225,3.2,2019
QP057004,12860.0,50.7,0.252,3.5,2019
QP057005,13090.0,50.8,0.241,3.6,2019
QP057006,12510.0,55.9,0.22,3.2,2019
QP057007,13790.0,44.4,0.241,3.4,2019
QP057008,12440.0,56.8,0.222,3.1,2019
QP057009,12540.0,56.3,0.25,3.5,2019
QP057010,12950.0,52.8,0.177,2.4,2019
QP057011,14380.0,42.1,0.288,4.2,2019
QP057012,14030.0,42.0,0.198,2.7,2019
QP057013,13800.0,47.9,0.286,4.3,2019
QP057014,14350.0,41.3,0.192,2.7,2019
QP057015,14180.0,43.7,0.223,3.1,2019
QP057016,13880.0,44.3,0.215,2.8,2019
QP057017,13920.0,42.5,0.223,3.1,2019
QP057018,12800.0,53.0,0.22,3.1,2019
QP057019,12580.0,56.5,0.224,3.1,2019
QP057020,12920.0,52.0,0.225,3.2,2019
QP057021,12840.0,52.2,0.276,4.1,2019
QP057022,13510.0,47.5,0.262,3.8,2019
QP057023,13450.0,47.8,0.236,3.3,2019
QP057024,14860.0,37.2,0.193,2.6,2019
QP058001,13030.0,51.4,0.242,3.5,2019
QP058002,13030.0,51.7,0.208,2.8,2019
QP058003,13090.0,50.7,0.203,2.7,2019
QP058004,13530.0,45.9,0.216,2.9,2019
QP058005,13570.0,45.3,0.229,3.2,2019
QP059001,15260.0,34.6,0.209,2.7,2019
QP059002,14880.0,38.7,0.216,2.9,2019
QP059003,15460.0,34.4,0.194,2.6,2019
QP059004,11960.0,62.6,0.194,2.6,2019
QP059005,13710.0,45.3,0.201,2.7,2019
QP059006,13870.0,41.7,0.205,2.8,2019
QP059007,14180.0,40.6,0.192,2.7,2019
QP059008,13070.0,50.5,0.224,3.1,2019
QP059009,12290.0,56.8,0.212,2.9,2019
QP059010,14790.0,39.9,0.226,2.9,2019
QP059011,13670.0,44.5,0.232,3.1,2019
QP059012,14900.0,40.6,0.249,3.3,2019
QP059013,13460.0,46.4,0.196,2.6,2019
QP059014,12970.0,51.2,0.238,3.3,2019
QP059015,12320.0,55.9,0.224,3.0,2019
QP059016,11810.0,63.2,0.208,2.8,2019
QP059017,11750.0,61.6,0.201,2.7,2019
QP059018,12810.0,52.4,0.231,3.2,2019
QP059019,13490.0,47.5,0.227,3.1,2019
QP059020,13980.0,43.3,0.234,3.2,2019
QP059021,14430.0,40.5,0.226,3.1,2019
QP059022,13440.0,47.2,0.207,2.8,2019
QP059023,14020.0,44.2,0.288,4.2,2019
QP059024,13180.0,49.7,0.229,3.2,2019
QP059025,15330.0,32.0,0.223,3.0,2019
QP059026,14900.0,36.5,0.245,3.6,2019
QP059027,14700.0,37.4,0.222,3.0,2019
QP059028,13400.0,47.1,0.216,3.0,2019
QP059029,12890.0,53.2,0.197,2.6,2019
QP059030,13340.0,47.9,0.213,2.9,2019
QP059031,13790.0,45.3,0.226,3.1,2019
QP059032,15490.0,35.7,0.211,2.9,2019
QP059033,14280.0,41.1,0.209,2.8,2019
QP059034,15150.0,35.0,0.233,3.2,2019
QP059035,15330.0,34.9,0.21,2.8,2019
QP059036,14240.0,41.7,0.201,2.8,2019
QP059037,14810.0,39.0,0.201,2.7,2019
QP059038,14560.0,38.7,0.206,2.8,2019
QP059039,14160.0,40.5,0.182,2.5,2019
QP059040,14050.0,42.0,0.188,2.5,2019
QP059041,14570.0,39.1,0.202,2.7,2019
QP059042,14950.0,39.8,0.306,4.5,2019
QP059043,15280.0,36.4,0.251,3.5,2019
QP059044,13440.0,47.4,0.245,3.3,2019
QP059045,14900.0,35.8,0.195,2.7,2019
QP059046,14560.0,39.0,0.351,5.6,2019
QP059047,14430.0,40.6,0.249,3.4,2019
QP059048,14120.0,42.6,0.222,3.0,2019
QP059049,15120.0,31.8,0.199,2.7,2019
QP059050,13490.0,47.0,0.233,3.2,2019
QP059051,13430.0,47.3,0.213,2.9,2019
QP059052,13460.0,47.7,0.217,2.9,2019
QP059053,15760.0,26.5,0.194,2.6,2019
QP059054,14670.0,37.3,0.204,2.9,2019
QP059055,14390.0,39.9,0.204,2.8,2019
QP059056,13590.0,45.6,0.211,2.8,2019
QP059057,13590.0,44.5,0.181,2.4,2019
QP059058,15990.0,28.9,0.21,2.9,2019
QP059059,15090.0,38.3,0.198,2.7,2019
QP059060,13630.0,46.4,0.212,2.9,2019
QP059061,12920.0,52.0,0.222,3.1,2019
QP059062,13890.0,43.1,0.217,3.0,2019
QP059063,15290.0,37.3,0.281,4.1,2019
QP059064,13520.0,46.8,0.203,2.8,2019
QP059065,14000.0,44.5,0.274,3.8,2019
QP059066,13360.0,48.4,0.209,2.9,2019
QP059067,14250.0,42.4,0.221,3.1,2019
QP059068,14500.0,39.0,0.218,3.0,2019
QP059069,14240.0,41.8,0.205,2.7,2019
QP059070,13930.0,41.5,0.191,2.5,2019
QP059071,14290.0,41.2,0.213,2.9,2019
QP059072,14760.0,36.8,0.206,2.7,2019
QP059073,12860.0,52.1,0.231,3.1,2019
QP059074,13730.0,46.1,0.272,3.9,2019
QP059075,15070.0,38.4,0.287,4.4,2019
QP059076,14030.0,42.5,0.216,2.9,2019
QP059077,13750.0,44.5,0.2,2.8,2019
QP059078,15270.0,37.6,0.221,3.0,2019
QP059079,13860.0,44.5,0.2,2.8,2019
QP059080,14420.0,40.1,0.228,3.2,2019
QP059081,13040.0,51.9,0.219,3.0,2019
QP059082,13110.0,50.3,0.247,3.5,2019
QP059083,13120.0,50.2,0.21,2.8,2019
QP059084,13780.0,44.1,0.206,2.8,2019
QP059085,15130.0,37.1,0.245,3.5,2019
QP059086,14910.0,38.4,0.243,3.5,2019
QP059087,12190.0,57.5,0.22,3.0,2019
QP059088,15630.0,34.2,0.227,3.1,2019
QP059089,13980.0,42.0,0.21,2.9,2019
QP059090,13960.0,44.0,0.232,3.2,2019
QP059091,15060.0,34.4,0.19,2.6,2019
QP060001,13320.0,48.5,0.219,3.1,2019
QP060002,13850.0,44.3,0.213,2.9,2019
QP060003,13950.0,44.4,0.224,3.1,2019
QP060004,14470.0,40.7,0.221,3.1,2019
QP060005,14580.0,39.5,0.217,3.0,2019
QP060006,13570.0,46.0,0.228,3.1,2019
QP060007,14010.0,43.6,0.218,3.0,2019
QP060008,14460.0,39.6,0.19,2.6,2019
QP060009,13620.0,46.3,0.225,3.2,2019
QP060010,13160.0,50.0,0.212,3.0,2019
QP060011,13670.0,45.6,0.213,2.9,2019
QP060012,14740.0,38.4,0.2,2.8,2019
QP060013,13550.0,47.5,0.19,2.6,2019
QP060014,14380.0,37.5,0.199,2.7,2019
QP060015,16240.0,31.5,0.214,3.0,2019
QP060016,15720.0,29.5,0.187,2.5,2019
QP060017,14080.0,41.6,0.212,3.0,2019
QP060018,12640.0,54.3,0.223,3.0,2019
QP061001,13550.0,46.2,0.21,2.9,2019
QP061002,14080.0,42.9,0.225,3.1,2019
QP061003,12020.0,58.7,0.212,2.8,2019
QP061004,13600.0,46.6,0.213,2.9,2019
QP061005,12080.0,61.3,0.208,2.9,2019
QP061006,12030.0,58.5,0.241,3.3,2019
QP061007,12800.0,52.5,0.214,2.9,2019
QP062001,15330.0,27.2,0.217,2.9,2019
QP062002,14820.0,34.9,0.18,2.4,2019
QP062003,14260.0,38.3,0.189,2.6,2019
QP062004,13740.0,45.4,0.247,3.3,2019
QP062005,14280.0,40.2,0.199,2.7,2019
QP062006,14560.0,37.3,0.213,2.9,2019
QP062007,14990.0,34.4,0.204,2.9,2019
QP062008,13560.0,46.1,0.234,3.3,2019
QP062009,15060.0,36.7,0.248,3.5,2019
QP062010,14790.0,37.9,0.241,3.2,2019
QP062011,13630.0,45.7,0.214,2.9,2019
QP062012,13970.0,42.6,0.191,2.6,2019
QP062013,14710.0,38.0,0.206,2.9,2019
QP062014,13260.0,49.3,0.196,2.7,2019
QP062015,14150.0,43.8,0.222,3.0,2019
QP062016,15130.0,32.8,0.205,2.8,2019
QP062017,14260.0,39.3,0.187,2.6,2019
QP062018,14200.0,40.4,0.196,2.7,2019
QP062019,13230.0,49.7,0.21,2.8,2019
QP062020,13690.0,44.7,0.199,2.7,2019
QP062021,14100.0,39.7,0.207,2.9,2019
QP062022,14850.0,36.3,0.191,2.6,2019
QP062023,14170.0,39.5,0.201,2.7,2019
QP062024,13900.0,42.8,0.217,2.9,2019
QP062025,13220.0,49.9,0.223,3.0,2019
QP062026,14020.0,40.3,0.225,2.9,2019
QP062027,13270.0,47.9,0.2,2.7,2019
QP062028,13900.0,42.8,0.214,2.9,2019
QP062029,14500.0,35.9,0.194,2.7,2019
QP062030,13320.0,48.7,0.204,2.8,2019
QP062031,14380.0,39.2,0.183,2.4,2019
QP062032,14970.0,35.0,0.204,2.8,2019
QP062033,14280.0,40.9,0.225,3.2,2019
QP062034,13140.0,50.1,0.196,2.7,2019
QP062035,15130.0,35.3,0.203,2.7,2019
QP062036,12650.0,56.0,0.184,2.5,2019
QP062037,14210.0,40.8,0.276,3.8,2019
QP062038,15430.0,36.4,0.209,2.9,2019
QP062039,14050.0,43.0,0.216,2.9,2019
QP062040,14790.0,37.2,0.195,2.6,2019
QP062041,14860.0,36.5,0.211,2.8,2019
QP062042,12650.0,54.1,0.228,3.1,2019
QP062043,13800.0,45.1,0.207,2.7,2019
QP062044,13290.0,48.8,0.205,2.8,2019
QP062045,14390.0,38.2,0.191,2.6,2019
QP062046,13730.0,44.5,0.184,2.5,2019
QP062047,13580.0,46.3,0.2,2.7,2019
QP062048,14680.0,36.3,0.221,3.0,2019
QP062049,14690.0,41.5,0.199,2.7,2019
QP062050,14460.0,41.2,0.278,4.0,2019
QP062051,13380.0,47.8,0.198,2.7,2019
QP062052,15410.0,37.7,0.22,3.0,2019
QP062053,15200.0,33.3,0.177,2.4,2019
QP062054,13820.0,42.9,0.178,2.4,2019
QP062055,13620.0,45.6,0.22,3.0,2019
QP062056,12190.0,58.0,0.204,2.7,2019
QP062057,14420.0,40.5,0.269,3.8,2019
QP062058,14550.0,40.0,0.26,3.6,2019
QP062059,14240.0,41.7,0.203,2.7,2019
QP062060,12890.0,51.7,0.192,2.6,2019
QP062061,13100.0,50.6,0.221,3.0,2019
QP062062,13420.0,48.4,0.214,2.9,2019
QP062063,15480.0,38.2,0.257,3.5,2019
QP062064,14050.0,41.4,0.204,2.8,2019
QP063001,14190.0,40.2,0.226,3.1,2019
QP063002,12790.0,53.1,0.24,3.4,2019
QP063003,13000.0,51.4,0.225,3.1,2019
QP063004,12770.0,53.7,0.217,3.0,2019
QP063005,13330.0,48.9,0.211,2.9,2019
QP063006,13840.0,44.9,0.207,2.8,2019
QP063007,14420.0,43.7,0.28,4.1,2019
QP064001,15770.0,31.5,0.247,3.5,2019
QP064002,14290.0,39.9,0.199,2.7,2019
QP064003,13610.0,46.6,0.22,3.1,2019
QP064004,12400.0,59.0,0.194,2.7,2019
QP065001,12400.0,56.2,0.208,2.8,2019
QP065002,12800.0,53.1,0.226,3.1,2019
QP065003,14840.0,37.9,0.242,3.4,2019
QP065004,13750.0,44.9,0.19,2.7,2019
QP066001,15400.0,28.8,0.243,3.4,2019
QP066002,14010.0,43.7,0.262,3.7,2019
QP066003,13610.0,46.0,0.265,3.8,2019
QP066004,11390.0,70.5,0.187,2.6,2019
QP066005,11810.0,62.3,0.243,3.4,2019
QP066006,11070.0,68.0,0.247,3.6,2019
QP066007,14240.0,43.7,0.268,3.8,2019
QP066008,12860.0,51.9,0.333,5.2,2019
QP066009,12710.0,52.2,0.185,2.5,2019
QP066010,11270.0,69.9,0.187,2.6,2019
QP067001,16140.0,32.9,0.245,3.4,2019
QP067002,13880.0,44.7,0.266,4.0,2019
QP067003,15630.0,33.3,0.235,3.2,2019
QP067004,13490.0,46.5,0.214,2.9,2019
QP067005,13610.0,43.9,0.209,2.8,2019
QP067006,14000.0,43.6,0.204,2.8,2019
QP067007,16300.0,31.0,0.236,3.3,2019
QP067008,13890.0,45.9,0.221,3.1,2019
QP067009,13180.0,49.5,0.211,2.9,2019
QP067010,13430.0,47.4,0.2,2.8,2019
QP067011,13670.0,46.2,0.224,3.1,2019
QP067012,14390.0,40.9,0.231,3.2,2019
QP067013,14040.0,42.7,0.221,3.1,2019
QP067014,12900.0,51.8,0.222,3.1,2019
QP067015,14600.0,41.3,0.287,4.3,2019
QP067016,13490.0,47.3,0.222,3.1,2019
QP067017,13620.0,45.9,0.215,3.0,2019
QP067018,14920.0,39.1,0.291,4.3,2019
QP067019,12560.0,54.6,0.212,2.9,2019
QP067020,13170.0,49.7,0.233,3.3,2019
QP067021,14080.0,40.5,0.242,3.3,2019
QP068001,13000.0,51.4,0.232,3.2,2019
QP068002,13570.0,45.8,0.228,3.1,2019
QP068003,12650.0,55.2,0.219,3.0,2019
QP068004,13790.0,44.7,0.219,3.0,2019
QP068005,13750.0,45.4,0.27,4.1,2019
QP068006,14120.0,42.2,0.245,3.6,2019
QP068007,14990.0,38.3,0.239,3.4,2019
QP068008,14520.0,39.1,0.225,3.2,2019
QP068009,14600.0,40.3,0.292,4.2,2019
QP068010,14460.0,36.9,0.208,2.8,2019
QP069001,16440.0,32.4,0.216,2.9,2019
QP069002,15200.0,35.3,0.251,3.4,2019
QP069003,16500.0,26.5,0.225,3.0,2019
QP069004,14290.0,43.1,0.274,4.5,2019
QP069005,14360.0,37.9,0.199,2.7,2019
QP069006,14370.0,41.4,0.226,3.0,2019
QP069007,13010.0,51.0,0.23,3.1,2019
QP069008,12990.0,51.6,0.211,3.0,2019
QP069009,13950.0,41.3,0.195,2.7,2019
QP069010,13450.0,47.0,0.222,3.1,2019
QP069011,14670.0,39.6,0.228,3.2,2019
QP069012,12900.0,52.1,0.205,2.8,2019
QP069013,14260.0,42.0,0.234,3.3,2019
QP069014,14400.0,41.8,0.232,3.2,2019
QP069015,13200.0,49.6,0.221,3.1,2019
QP069016,14150.0,42.2,0.215,3.0,2019
QP069017,15780.0,33.3,0.201,2.7,2019
QP069018,13540.0,46.8,0.221,3.1,2019
QP069019,14380.0,41.9,0.237,3.2,2019
QP069020,14160.0,40.6,0.215,3.0,2019
QP069021,13920.0,43.6,0.231,3.3,2019
QP069022,14840.0,37.7,0.244,3.5,2019
QP069023,14370.0,37.5,0.224,3.1,2019
QP069024,12660.0,55.7,0.229,3.2,2019
QP069025,15870.0,32.6,0.267,3.8,2019
QP069026,13980.0,44.4,0.211,2.9,2019
QP069027,14950.0,38.4,0.203,2.8,2019
QP069028,14720.0,38.0,0.216,3.0,2019
QP069029,14750.0,37.7,0.218,2.9,2019
QP069030,14140.0,42.8,0.236,3.3,2019
QP069031,14660.0,39.2,0.212,2.9,2019
QP069032,14600.0,34.8,0.202,2.8,2019
QP069033,13820.0,46.6,0.223,3.0,2019
QP069034,14150.0,42.3,0.218,3.0,2019
QP069035,14560.0,39.7,0.222,3.1,2019
QP069036,14380.0,40.2,0.237,3.3,2019
QP069037,14730.0,37.1,0.234,3.3,2019
QP069038,14870.0,37.3,0.229,3.2,2019
QP069039,13490.0,47.8,0.228,3.1,2019
QP069040,15250.0,36.9,0.247,3.5,2019
QP069041,15310.0,34.1,0.223,2.9,2019
QP069042,15380.0,38.7,0.31,5.3,2019
QP069043,13990.0,43.6,0.214,3.1,2019
QP070001,13470.0,47.1,0.207,2.8,2019
QP070002,13160.0,49.9,0.201,2.7,2019
QP070003,12740.0,52.6,0.208,2.9,2019
QP070004,13960.0,43.0,0.201,2.9,2019
QP070005,13510.0,47.0,0.176,2.4,2019
QP071001,13500.0,46.0,0.192,2.6,2019
QP071002,12680.0,56.9,0.224,3.0,2019
QP071003,13430.0,47.4,0.204,2.8,2019
QP071004,12150.0,58.2,0.22,3.2,2019
QP071005,13100.0,50.3,0.213,3.0,2019
QP071006,13480.0,47.8,0.222,3.2,2019
QP071007,13460.0,46.7,0.195,2.6,2019
QP071008,14470.0,41.3,0.216,3.0,2019
QP071009,13760.0,44.6,0.214,3.0,2019
QP071010,16820.0,28.8,0.225,3.1,2019
QP071011,13720.0,44.7,0.216,3.0,2019
QP071012,14730.0,35.8,0.195,2.7,2019
QP071013,15390.0,32.8,0.193,2.6,2019
QP072001,14020.0,44.2,0.19,2.5,2019
QP072002,14380.0,40.7,0.217,3.0,2019
QP072003,12130.0,58.8,0.204,2.8,2019
QP072004,12760.0,53.1,0.217,3.0,2019
QP072005,12080.0,59.4,0.233,3.4,2019
QP072006,12090.0,55.0,0.234,3.2,2019
QP072007,14050.0,43.2,0.21,2.9,2019
QP073001,14870.0,36.7,0.25,3.4,2019
QP073002,14280.0,41.5,0.213,2.9,2019
QP073003,17630.0,23.0,0.213,3.0,2019
QP073004,13400.0,48.3,0.212,3.0,2019
QP074001,14820.0,38.0,0.266,3.9,2019
QP074002,13060.0,50.8,0.294,4.6,2019
QP074003,15580.0,30.8,0.2,2.8,2019
QP074004,13990.0,39.4,0.229,3.2,2019
QP074005,13700.0,46.5,0.353,6.9,2019
QP074006,15790.0,32.9,0.228,3.1,2019
QP075001,15980.0,32.4,0.255,3.8,2019
QP075002,18400.0,25.4,0.333,5.4,2019
QP075003,15770.0,36.3,0.322,5.3,2019
QP075004,15510.0,33.9,0.285,4.5,2019
QP075005,19140.0,,0.288,5.8,2019
QP075006,17780.0,31.5,0.293,4.4,2019
QP075007,16120.0,31.9,0.245,3.6,2019
QP075008,15610.0,35.3,0.241,3.4,2019
QP075009,16980.0,32.7,0.32,5.0,2019
QP075010,15990.0,33.7,0.276,4.1,2019
QP075011,17250.0,30.4,0.305,4.9,2019
QP075012,16710.0,34.1,0.354,6.2,2019
QP075013,14510.0,39.0,0.237,3.4,2019
QP075014,16510.0,30.9,0.292,4.5,2019
QP075015,16420.0,32.7,0.291,4.5,2019
QP075016,16370.0,31.6,0.282,4.2,2019
QP075017,15800.0,36.3,0.264,3.7,2019
QP075018,16500.0,25.4,0.28,4.0,2019
QP075019,15910.0,32.9,0.251,3.7,2019
QP075020,18110.0,30.4,0.356,6.5,2019
QP076001,13290.0,47.5,0.188,2.6,2019
QP076002,13980.0,41.9,0.201,2.8,2019
QP076003,14170.0,43.0,0.205,2.8,2019
QP076004,14980.0,34.2,0.18,2.5,2019
QP076005,13900.0,44.1,0.205,2.8,2019
QP076006,14400.0,41.2,0.237,3.4,2019
QP076007,13170.0,50.0,0.201,2.7,2019
QP076008,13490.0,47.0,0.203,2.7,2019
QP076009,16160.0,32.5,0.207,2.9,2019
QP076010,13750.0,45.2,0.211,2.9,2019
QP076011,13710.0,45.2,0.212,3.0,2019
QP076012,14210.0,41.9,0.207,2.8,2019
QP076013,13210.0,49.9,0.202,2.8,2019
QP076014,14140.0,43.4,0.232,3.3,2019
QP076015,13720.0,44.1,0.196,2.7,2019
QP076016,13580.0,44.9,0.24,3.3,2019
QP076017,14190.0,43.9,0.206,2.8,2019
QP076018,13440.0,47.1,0.214,2.9,2019
QP076019,13810.0,44.0,0.197,2.7,2019
QP076020,13530.0,45.4,0.204,2.8,2019
QP076021,13340.0,48.8,0.203,2.8,2019
QP076022,12390.0,57.0,0.223,3.2,2019
QP076023,12490.0,57.3,0.212,3.0,2019
QP076024,15470.0,32.7,0.223,3.1,2019
QP076025,14710.0,38.5,0.218,3.0,2019
QP076026,13620.0,45.6,0.211,2.9,2019
QP076027,14030.0,39.6,0.196,2.7,2019
QP076028,14760.0,39.3,0.197,2.8,2019
QP077001,14820.0,37.0,0.21,2.8,2019
QP077002,15580.0,33.6,0.234,3.3,2019
QP077003,14620.0,37.4,0.191,2.6,2019
QP077004,15460.0,33.1,0.204,2.8,2019
QP077005,15610.0,35.5,0.226,3.2,2019
QP077006,16360.0,31.2,0.23,3.2,2019
QP077007,16690.0,30.1,0.241,3.5,2019
QP077008,15130.0,34.7,0.212,3.0,2019
QP077009,15300.0,34.3,0.213,3.0,2019
QP077010,14250.0,42.1,0.227,3.2,2019
QP077011,14690.0,39.5,0.214,2.9,2019
QP077012,15240.0,34.8,0.217,3.0,2019
QP077013,14630.0,39.3,0.227,3.2,2019
QP077014,12290.0,56.9,0.222,3.1,2019
QP077015,14640.0,41.4,0.266,4.1,2019
QP077016,14980.0,36.8,0.235,3.4,2019
QP077017,13350.0,48.4,0.22,3.1,2019
QP077018,16340.0,26.0,0.191,2.7,2019
QP077019,14310.0,41.6,0.222,3.2,2019
QP077020,14170.0,41.1,0.197,2.7,2019
QP077021,16390.0,30.7,0.232,3.3,2019
QP077022,16180.0,30.3,0.226,3.2,2019
QP077023,15960.0,31.9,0.211,3.0,2019
QP077024,16660.0,30.0,0.238,3.4,2019
QP078001,13890.0,44.1,0.227,3.2,2019
QP078002,14130.0,43.6,0.215,2.9,2019
QP078003,13890.0,46.5,0.227,3.3,2019
QP078004,16490.0,31.5,0.24,3.5,2019
QP078005,16060.0,29.0,0.213,2.9,2019
QP078006,15930.0,32.1,0.224,3.1,2019
QP078007,15610.0,33.5,0.228,3.3,2019
QP078008,16320.0,31.2,0.228,3.3,2019
QP078009,15250.0,36.2,0.231,3.2,2019
QP078010,14190.0,41.6,0.199,2.7,2019
QP078011,15040.0,35.1,0.225,3.2,2019
QP078012,15320.0,35.0,0.239,3.4,2019
QP078013,14330.0,40.2,0.208,2.9,2019
QP078014,16490.0,29.7,0.202,2.7,2019
QP078015,16790.0,27.4,0.232,3.2,2019
QP078016,18470.0,,0.213,2.9,2019
QP078017,14920.0,36.6,0.21,3.0,2019
QP078018,15960.0,30.7,0.213,2.9,2019
QP078019,16130.0,31.1,0.225,3.3,2019
QP078020,15810.0,31.1,0.207,2.9,2019
QP078021,14980.0,36.6,0.215,3.0,2019
QP078022,16470.0,28.8,0.239,3.5,2019
QP079001,12030.0,58.9,0.216,3.0,2019
QP079002,13000.0,50.9,0.242,3.5,2019
QP079003,14620.0,39.6,0.304,4.6,2019
QP079004,13320.0,48.1,0.218,3.1,2019
QP079005,13040.0,52.2,0.254,3.8,2019
QP080001,12650.0,55.0,0.2,2.7,2019
QP080002,13650.0,45.6,0.198,2.7,2019
QP080003,12940.0,51.9,0.22,3.1,2019
QP080004,14370.0,41.3,0.235,3.2,2019
QP080005,13710.0,45.3,0.201,2.8,2019
QP080006,14520.0,40.5,0.246,3.6,2019
QP080007,12920.0,52.5,0.189,2.5,2019
QP080008,13770.0,45.6,0.229,3.2,2019
QP080009,15230.0,34.4,0.194,2.6,2019
QP081001,12570.0,57.4,0.217,3.0,2019
QP081002,11710.0,64.0,0.201,2.7,2019
QP081003,12510.0,56.2,0.198,2.7,2019
QP081004,13180.0,49.8,0.216,3.0,2019
QP081005,15680.0,33.7,0.292,4.4,2019
QP081006,11420.0,65.7,0.185,2.5,2019
QP081007,13580.0,46.2,0.241,3.3,2019
QP081008,12370.0,58.1,0.219,2.9,2019
QP081009,14040.0,42.4,0.227,3.2,2019
QP081010,14450.0,42.5,0.243,3.3,2019
QP081011,14140.0,42.3,0.239,3.3,2019
QP082001,15700.0,34.4,0.315,4.9,2019
QP082002,13650.0,45.7,0.244,3.4,2019
QP082003,13800.0,45.7,0.279,4.1,2019
QP082004,13210.0,49.3,0.239,3.2,2019
QP083001,14830.0,36.4,0.199,2.7,2019
QP083002,14090.0,42.8,0.268,4.1,2019
QP083003,14560.0,38.4,0.204,2.8,2019
QP083004,12980.0,52.3,0.274,4.2,2019
QP083005,13340.0,47.8,0.189,2.6,2019
QP083006,14890.0,40.1,0.289,4.4,2019
QP083007,13200.0,49.3,0.216,2.9,2019
QP083008,13290.0,49.3,0.214,2.9,2019
QP083009,14210.0,41.9,0.249,3.6,2019
QP083010,12870.0,52.6,0.201,2.7,2019
QP083011,13420.0,46.8,0.202,2.7,2019
QP083012,11920.0,61.9,0.239,3.4,2019
QP083013,14450.0,41.4,0.26,3.9,2019
QP083014,14770.0,40.7,0.262,3.9,2019
QP083015,11950.0,61.7,0.205,2.9,2019
QP083016,13710.0,45.6,0.291,4.4,2019
QP083017,13440.0,47.3,0.222,3.1,2019
QP083018,12610.0,55.3,0.22,3.0,2019
QP083019,14000.0,43.2,0.232,3.3,2019
QP083020,13890.0,45.0,0.286,4.5,2019
QP083021,13220.0,49.2,0.211,2.9,2019
QP084001,14260.0,42.8,0.229,3.2,2019
QP084002,12550.0,56.0,0.225,3.2,2019
QP084003,12890.0,51.9,0.22,3.1,2019
QP084004,12330.0,57.7,0.201,2.8,2019
QP084005,14800.0,40.9,0.268,3.9,2019
QP084006,12810.0,53.4,0.217,3.0,2019
QP084007,16350.0,31.6,0.253,3.7,2019
QP084008,13090.0,50.7,0.287,4.4,2019
QP084009,12240.0,55.4,0.227,3.1,2019
QP084010,10790.0,72.5,0.193,2.6,2019
QP084011,13020.0,51.3,0.215,3.0,2019
QP084012,12670.0,54.5,0.234,3.3,2019
QP084013,12030.0,59.4,0.236,3.2,2019
QP084014,12650.0,54.6,0.211,3.0,2019
QP084015,13580.0,45.4,0.206,2.8,2019
QP084016,14340.0,42.8,0.241,3.4,2019
QP084017,13530.0,46.2,0.239,3.4,2019
QP084018,12960.0,51.3,0.184,2.5,2019
QP084019,13260.0,48.5,0.243,3.3,2019
QP084020,12480.0,57.0,0.207,2.9,2019
QP084021,13940.0,46.4,0.272,4.4,2019
QP084022,12970.0,51.9,0.247,3.4,2019
QP085001,13900.0,43.4,0.2,2.8,2019
QP085002,13910.0,45.8,0.224,3.1,2019
QP085003,15370.0,31.5,0.226,3.2,2019
QP085004,14220.0,40.3,0.243,3.4,2019
QP086001,12810.0,53.7,0.216,3.0,2019
QP086002,14350.0,40.9,0.312,5.1,2019
QP086003,13120.0,50.8,0.211,2.8,2019
QP086004,12210.0,58.9,0.209,2.8,2019
QP086005,13540.0,46.9,0.241,3.4,2019
QP086006,13390.0,47.5,0.231,3.3,2019
QP087001,12230.0,59.3,0.207,2.9,2019
QP087002,12230.0,58.8,0.222,3.1,2019
QP087003,14090.0,40.6,0.237,3.4,2019
QP087004,13190.0,49.7,0.217,3.0,2019
QP087005,12030.0,60.6,0.232,3.4,2019
QP087006,12390.0,56.3,0.232,3.3,2019
QP087007,14730.0,39.4,0.252,3.6,2019
QP087008,13350.0,49.3,0.232,3.4,2019
QP087009,14850.0,39.9,0.232,3.1,2019
QP088001,12630.0,54.8,0.227,3.2,2019
QP088002,12330.0,56.7,0.233,3.2,2019
QP088003,13220.0,49.3,0.208,2.8,2019
QP088004,13980.0,42.9,0.255,3.7,2019
QP088005,13430.0,47.3,0.21,2.8,2019
QP088006,13580.0,46.1,0.201,2.8,2019
QP089001,14180.0,41.5,0.221,3.1,2019
QP089002,13220.0,49.9,0.219,3.0,2019
QP089003,12350.0,57.3,0.233,3.1,2019
QP089004,13790.0,42.9,0.214,2.9,2019
QP089005,12250.0,57.5,0.21,2.9,2019
QP089006,12740.0,53.9,0.206,2.8,2019
QP089007,14550.0,38.0,0.213,2.9,2019
QP090001,14920.0,34.4,0.234,3.3,2019
QP090002,13110.0,50.1,0.201,2.8,2019
QP090003,14550.0,40.2,0.248,3.5,2019
QP090004,13870.0,44.4,0.236,3.3,2019
QP090005,15750.0,32.5,0.214,3.0,2019
QP091001,16180.0,32.3,0.23,3.1,2019
QP091002,13410.0,48.6,0.231,3.3,2019
QP091003,15430.0,37.1,0.235,3.3,2019
QP091004,15280.0,33.1,0.206,2.9,2019
QP091005,15250.0,36.4,0.247,3.8,2019
QP091006,15620.0,33.8,0.224,3.2,2019
QP091007,15360.0,30.8,0.217,3.0,2019
QP091008,14560.0,41.3,0.223,3.1,2019
QP091009,15620.0,34.4,0.228,3.1,2019
QP091010,15220.0,36.1,0.223,3.2,2019
QP091011,14630.0,38.3,0.21,2.9,2019
QP091012,15620.0,31.9,0.21,2.9,2019
