code,revenu_median,taux_pauvrete,gini,s80s20,annee
QP093021,13740.0,41.1,0.23,3.285,2017
QP093022,14180.0,36.2,0.219,2.98,2017
QP093023,17030.0,28.1,0.315,5.112,2017
QP093024,14580.0,38.0,0.288,4.464,2017
QP093025,13570.0,43.3,0.218,2.965,2017
QP093026,14590.0,35.6,0.26,3.788,2017
QP093027,14760.0,32.5,0.219,3.001,2017
QP093028,13510.0,43.9,0.273,4.152,2017
QP093029,14750.0,35.4,0.245,3.511,2017
QP093030,14140.0,40.7,0.236,3.329,2017
QP093031,14720.0,35.1,0.241,3.421,2017
QP093032,15280.0,34.1,0.227,3.099,2017
QP093033,15550.0,29.2,0.267,3.94,2017
QP093034,13140.0,47.9,0.227,3.123,2017
QP093035,13550.0,43.4,0.254,3.753,2017
QP093036,12120.0,56.6,0.241,3.513,2017
QP093037,15050.0,39.3,0.323,5.435,2017
QP093038,15360.0,33.8,0.302,4.574,2017
QP093039,14880.0,36.6,0.291,4.488,2017
QP093040,13490.0,43.1,0.235,3.386,2017
QP093041,14420.0,40.5,0.345,6.126,2017
QP093042,13660.0,43.8,0.274,4.315,2017
QP093043,14100.0,41.2,0.268,4.269,2017
QP093044,14410.0,39.8,0.28,4.173,2017
QP093045,15670.0,32.8,0.303,4.596,2017
QP093046,14450.0,36.8,0.242,3.444,2017
QP093047,16170.0,30.9,0.292,4.376,2017
QP093048,13790.0,40.7,0.237,3.408,2017
QP093049,14430.0,36.8,0.232,3.31,2017
QP093050,13370.0,44.1,0.245,3.71,2017
QP093051,14170.0,38.5,0.213,2.984,2017
QP093052,15010.0,33.8,0.218,3.056,2017
QP093053,14690.0,34.8,0.218,3.089,2017
QP093054,13950.0,39.7,0.224,3.197,2017
QP093055,13840.0,41.6,0.238,3.386,2017
QP093056,15010.0,31.9,0.221,3.084,2017
QP093057,14780.0,32.3,0.197,2.653,2017
QP093058,14540.0,36.7,0.223,3.09,2017
QP093059,14370.0,40.3,0.258,3.71,2017
QP093060,15010.0,33.8,0.248,3.624,2017
QP093061,15630.0,30.7,0.235,3.438,2017
QP093062,14660.0,34.6,0.243,3.366,2017
QP093063,15150.0,34.7,0.232,3.301,2017
QP094001,13480.0,44.7,0.248,3.451,2017
QP094002,15490.0,33.9,0.264,3.744,2017
QP094003,15390.0,31.3,0.233,3.32,2017
QP094004,14760.0,33.5,0.252,3.574,2017
QP094005,14670.0,35.2,0.226,3.148,2017
QP094006,15860.0,29.1,0.277,4.567,2017
QP094007,15380.0,31.8,0.226,3.191,2017
QP094008,14790.0,37.5,0.276,4.339,2017
QP094009,13140.0,47.8,0.376,7.963,2017
QP094010,14030.0,39.3,0.303,4.634,2017
QP094011,14750.0,33.1,0.21,2.889,2017
QP094012,14830.0,34.4,0.217,2.998,2017
QP094013,14860.0,33.4,0.227,3.209,2017
QP094014,16140.0,29.5,0.253,3.591,2017
QP094015,14840.0,34.2,0.225,3.068,2017
QP094016,17740.0,26.7,0.274,4.12,2017
QP094017,14960.0,32.6,0.2,2.729,2017
QP094018,16350.0,29.8,0.257,3.689,2017
QP094019,14300.0,39.4,0.256,3.62,2017
QP094020,14190.0,37.6,0.228,3.092,2017
QP094021,14290.0,39.2,0.232,3.176,2017
QP094022,14760.0,32.4,0.233,3.332,2017
QP094023,15200.0,34.0,0.229,3.1,2017
QP094024,14650.0,36.1,0.235,3.446,2017
QP094025,9620.0,66.3,0.372,7.01,2017
QP094026,14840.0,33.1,0.207,2.888,2017
QP094027,14470.0,37.5,0.22,3.107,2017
QP094028,14030.0,39.0,0.268,4.05,2017
QP094029,13880.0,43.9,0.244,3.33,2017
QP094030,15340.0,28.6,0.227,3.192,2017
QP094031,15790.0,29.1,0.221,3.134,2017
QP094032,14380.0,37.8,0.231,3.199,2017
QP094033,15350.0,30.5,0.24,3.339,2017
QP094034,15590.0,29.5,0.218,2.919,2017
QP094035,14520.0,37.3,0.227,3.148,2017
QP094036,14690.0,35.8,0.225,3.202,2017
QP094037,13150.0,48.1,0.292,4.789,2017
QP094038,14880.0,35.7,0.242,3.402,2017
QP094039,14720.0,39.2,0.24,3.369,2017
QP094040,14900.0,34.7,0.276,4.353,2017
QP094041,14460.0,36.6,0.235,3.385,2017
QP094042,15980.0,25.0,0.216,2.999,2017
QP095001,16060.0,23.0,0.206,2.884,2017
QP095002,11080.0,62.4,0.26,4.1,2017
QP095003,15590.0,27.3,0.226,3.257,2017
QP095004,13340.0,44.1,0.259,3.722,2017
QP095005,14250.0,38.2,0.226,3.176,2017
QP095006,14880.0,33.3,0.234,3.351,2017
QP095007,13760.0,40.2,0.228,3.115,2017
QP095008,14320.0,34.7,0.211,2.949,2017
QP095009,15050.0,34.7,0.259,3.79,2017
QP095010,14750.0,38.5,0.226,3.024,2017
QP095011,14660.0,34.9,0.213,2.978,2017
QP095012,15720.0,28.8,0.229,3.21,2017
QP095013,14610.0,33.1,0.209,2.894,2017
QP095014,14030.0,37.1,0.22,2.935,2017
QP095015,14280.0,37.8,0.218,3.064,2017
QP095016,15390.0,30.5,0.204,2.765,2017
QP095017,14120.0,38.8,0.228,3.342,2017
QP095018,14190.0,38.8,0.228,3.293,2017
QP095019,15650.0,22.7,0.182,2.569,2017
QP095020,14890.0,34.7,0.238,3.337,2017
QP095021,16340.0,27.8,0.231,3.228,2017
QP095022,14610.0,40.5,0.274,4.48,2017
QP095023,15510.0,32.9,0.222,3.037,2017
QP095024,14310.0,35.0,0.212,2.904,2017
QP095025,14920.0,32.9,0.202,2.77,2017
QP095026,14900.0,31.3,0.214,2.981,2017
QP095027,15120.0,34.3,0.245,3.573,2017
QP095028,13910.0,38.9,0.198,2.634,2017
QP095029,15740.0,31.8,0.204,2.906,2017
QP095030,14960.0,37.8,0.307,4.576,2017
QP095031,14450.0,36.1,0.209,2.902,2017
QP095032,13920.0,40.8,0.233,3.355,2017
QP095033,14420.0,37.6,0.239,3.399,2017
QP095034,15100.0,32.9,0.225,3.174,2017
QP095035,16210.0,28.9,0.201,2.688,2017
QP095036,15030.0,33.0,0.22,3.115,2017
QP095037,15440.0,35.1,0.275,4.238,2017
QP095038,14310.0,38.9,0.239,3.441,2017
QP095039,14630.0,37.3,0.22,3.034,2017
QP095040,14110.0,39.2,0.203,2.798,2017
QP095041,16170.0,25.5,0.222,3.111,2017
QP001001,14180.0,41.4,0.234,3.3,2018
QP001002,13130.0,49.4,0.201,2.8,2018
QP001003,15190.0,36.0,0.352,6.2,2018
QP001004,14570.0,38.5,0.283,4.2,2018
QP001005,13380.0,47.0,0.223,3.0,2018
QP001006,13780.0,44.1,0.194,2.6,2018
QP001007,14330.0,39.1,0.187,2.6,2018
QP001008,12370.0,55.2,0.208,2.8,2018
QP001009,14600.0,38.2,0.227,3.1,2018
QP002001,13140.0,49.7,0.243,3.3,2018
QP002002,14670.0,37.8,0.256,3.6,2018
QP002003,13320.0,47.9,0.213,2.9,2018
QP002004,12380.0,54.7,0.237,3.2,2018
QP002005,13360.0,46.9,0.246,3.4,2018
QP002006,13800.0,44.0,0.253,3.4,2018
QP002007,13400.0,46.7,0.258,3.5,2018
QP002008,13150.0,48.5,0.255,3.4,2018
QP002009,12030.0,58.7,0.212,2.9,2018
QP002010,12630.0,55.5,0.247,3.4,2018
QP002011,11740.0,60.4,0.221,3.0,2018
QP002012,13550.0,45.2,0.201,2.8,2018
QP002013,12210.0,57.0,0.215,3.0,2018
QP002014,11860.0,61.1,0.195,2.6,2018
QP002015,14480.0,40.1,0.21,2.9,2018
QP002016,12750.0,53.3,0.235,3.3,2018
QP002017,12570.0,54.6,0.215,2.9,2018
QP003001,14880.0,38.1,0.263,3.8,2018
QP003002,13010.0,50.2,0.209,2.8,2018
QP003003,13720.0,45.5,0.234,3.2,2018
QP003004,14340.0,41.8,0.262,3.7,2018
QP003005,13250.0,48.5,0.198,2.8,2018
QP003006,11260.0,65.7,0.237,3.2,2018
QP004001,13930.0,43.4,0.283,4.0,2018
QP004002,14690.0,39.9,0.266,3.9,2018
QP004003,12740.0,52.8,0.245,3.3,2018
QP005001,14910.0,41.0,0.254,3.5,2018
QP006001,14310.0,42.9,0.222,3.1,2018
QP006002,15350.0,35.0,0.245,3.5,2018
QP006003,15160.0,34.0,0.207,2.9,2018
QP006004,15650.0,30.1,0.202,2.8,2018
QP006005,14880.0,38.5,0.258,3.8,2018
QP006006,14090.0,39.3,0.189,2.6,2018
QP006007,15370.0,34.5,0.231,3.3,2018
QP006008,15630.0,32.9,0.202,2.8,2018
QP006009,11290.0,78.2,0.21,3.4,2018
QP006010,13070.0,49.5,0.21,2.9,2018
QP006011,12960.0,50.8,0.238,3.3,2018
QP006012,15500.0,35.1,0.291,4.5,2018
QP006013,13960.0,43.0,0.218,3.0,2018
QP006014,13470.0,46.0,0.216,3.0,2018
QP006015,15570.0,32.5,0.255,3.7,2018
QP006016,15060.0,38.5,0.29,4.6,2018
QP007001,13130.0,48.7,0.248,3.4,2018
QP007002,14440.0,42.9,0.248,3.8,2018
QP007003,13280.0,47.6,0.236,3.3,2018
QP007004,12930.0,50.9,0.234,3.3,2018
QP007005,12990.0,50.3,0.221,2.9,2018
QP008001,13100.0,49.9,0.221,3.0,2018
QP008002,11940.0,59.0,0.208,2.8,2018
QP008003,12780.0,52.1,0.214,2.9,2018
QP008004,14280.0,40.9,0.254,3.5,2018
QP008005,13580.0,44.7,0.222,3.0,2018
QP008006,15180.0,38.7,0.268,3.7,2018
QP008007,12730.0,53.5,0.223,3.0,2018
QP008008,13730.0,45.5,0.278,3.8,2018
QP009001,14670.0,37.3,0.267,3.8,2018
QP009002,14810.0,38.8,0.302,4.5,2018
QP009003,13840.0,44.7,0.261,3.7,2018
QP010001,14160.0,41.3,0.273,3.7,2018
QP010002,14250.0,40.0,0.214,3.0,2018
QP010003,12560.0,54.8,0.205,2.8,2018
QP010004,13160.0,48.2,0.202,2.8,2018
QP010005,12770.0,52.3,0.249,3.6,2018
QP010006,11740.0,61.3,0.223,3.2,2018
QP010007,11190.0,64.7,0.218,3.0,2018
QP010008,11800.0,63.7,0.215,3.0,2018
QP010009,12380.0,56.9,0.199,2.6,2018
QP010010,12380.0,57.5,0.224,3.1,2018
QP011001,14600.0,37.8,0.273,4.0,2018
QP011002,11490.0,64.0,0.253,3.6,2018
QP011003,11480.0,67.2,0.223,3.0,2018
QP011004,14160.0,42.3,0.317,4.8,2018
QP011005,12410.0,56.6,0.253,3.5,2018
QP011006,12950.0,51.2,0.229,3.0,2018
QP011007,12290.0,57.0,0.231,3.1,2018
QP011008,13810.0,45.1,0.288,4.2,2018
QP011009,11840.0,60.5,0.225,3.0,2018
QP011010,14790.0,40.0,0.316,4.7,2018
QP012001,13280.0,46.7,0.202,2.8,2018
QP012002,12890.0,50.7,0.268,4.0,2018
QP013001,12300.0,55.0,0.244,3.4,2018
QP013002,14920.0,31.7,0.205,2.8,2018
QP013003,14830.0,39.1,0.227,3.1,2018
QP013004,16180.0,27.3,0.193,2.6,2018
QP013005,12480.0,54.3,0.235,3.3,2018
QP013006,14400.0,42.0,0.241,3.3,2018
QP013007,12390.0,57.1,0.218,2.9,2018
QP013008,13260.0,47.5,0.209,2.9,2018
QP013009,15080.0,35.2,0.223,3.1,2018
QP013010,12600.0,53.4,0.204,2.8,2018
QP013011,12490.0,55.0,0.2,2.7,2018
QP013012,13010.0,50.3,0.206,2.8,2018
QP013013,12950.0,50.8,0.29,4.4,2018
QP013014,14890.0,35.4,0.212,2.9,2018
QP013015,12880.0,51.8,0.205,2.8,2018
QP013016,13970.0,41.1,0.218,3.0,2018
QP013017,13090.0,49.5,0.21,2.9,2018
QP013018,13920.0,42.1,0.197,2.7,2018
QP013019,14450.0,36.9,0.198,2.7,2018
QP013020,14230.0,41.2,0.198,2.7,2018
QP013021,12920.0,50.4,0.214,2.9,2018
QP013022,13120.0,49.8,0.204,2.7,2018
QP013023,13810.0,44.9,0.212,2.9,2018
QP013024,14240.0,40.3,0.218,2.9,2018
QP013025,14720.0,37.8,0.224,3.1,2018
QP013026,16000.0,31.8,0.245,3.5,2018
QP013027,15010.0,37.0,0.246,3.5,2018
QP013028,14310.0,39.7,0.198,2.7,2018
QP013029,12800.0,53.1,0.196,2.7,2018
QP013030,15320.0,34.8,0.217,3.0,2018
QP013031,14040.0,43.3,0.244,3.6,2018
QP013032,12870.0,51.3,0.3,4.7,2018
QP013033,14170.0,43.6,0.236,3.2,2018
QP013034,14210.0,41.5,0.275,3.9,2018
QP013035,12600.0,53.1,0.23,3.2,2018
QP013036,12580.0,54.2,0.253,3.6,2018
QP013037,12900.0,51.5,0.2,2.7,2018
QP013038,13100.0,49.4,0.243,3.3,2018
QP013039,12840.0,52.1,0.218,3.0,2018
QP013040,12280.0,57.8,0.211,2.8,2018
QP013041,14010.0,42.9,0.197,2.6,2018
QP013042,12150.0,58.5,0.225,3.1,2018
QP013043,13350.0,46.3,0.244,3.3,2018
QP013044,12140.0,58.9,0.212,2.9,2018
QP013045,12710.0,53.0,0.223,2.9,2018
QP013046,12680.0,54.1,0.207,2.8,2018
QP013047,13780.0,46.2,0.255,3.5,2018
QP013048,13280.0,48.2,0.235,3.2,2018
QP013049,12240.0,57.0,0.235,3.4,2018
QP013050,12930.0,50.9,0.211,2.9,2018
QP013051,12190.0,56.4,0.239,3.3,2018
QP013052,12530.0,53.9,0.239,3.3,2018
QP013053,12900.0,50.6,0.269,4.1,2018
QP013054,12200.0,57.2,0.22,3.1,2018
QP013055,11740.0,62.3,0.233,3.4,2018
QP013056,13370.0,47.7,0.204,2.8,2018
QP013057,11620.0,60.5,0.261,4.0,2018
QP013058,12210.0,55.8,0.276,4.4,2018
QP013059,14670.0,34.9,0.221,3.0,2018
QP013060,15270.0,39.8,0.27,3.9,2018
QP013061,14350.0,37.5,0.204,2.8,2018
QP013062,14960.0,34.6,0.198,2.7,2018
QP013063,13390.0,46.6,0.205,2.8,2018
QP013064,14050.0,44.4,0.219,3.0,2018
QP013065,13990.0,42.9,0.209,2.9,2018
QP014001,12900.0,51.4,0.208,2.8,2018
QP014002,13620.0,44.7,0.205,2.8,2018
QP014003,12340.0,57.0,0.205,2.9,2018
QP014004,12150.0,57.7,0.224,3.0,2018
QP014005,12970.0,51.0,0.23,3.1,2018
QP014006,15030.0,33.3,0.183,2.5,2018
QP014007,14740.0,39.2,0.217,3.0,2018
QP014008,14100.0,42.0,0.211,2.9,2018
QP014009,13760.0,44.2,0.196,2.7,2018
QP015001,13350.0,45.7,0.252,3.5,2018
QP016001,12140.0,57.2,0.233,3.2,2018
QP016002,13090.0,48.9,0.202,2.8,2018
QP016003,12660.0,52.3,0.239,3.3,2018
QP016004,13920.0,41.2,0.201,2.7,2018
QP016005,12040.0,58.7,0.208,2.9,2018
QP016006,12870.0,51.8,0.227,3.1,2018
QP017001,13690.0,44.4,0.203,2.8,2018
QP017002,13650.0,45.2,0.204,2.8,2018
QP017003,12850.0,52.3,0.21,2.9,2018
QP017004,15110.0,34.4,0.246,3.4,2018
QP017005,13190.0,48.0,0.26,3.6,2018
QP017006,14790.0,33.5,0.234,3.1,2018
QP017007,14660.0,35.6,0.178,2.5,2018
QP018001,13050.0,50.0,0.222,3.0,2018
QP018002,13290.0,48.0,0.223,3.0,2018
QP018003,14000.0,42.6,0.218,3.0,2018
QP018004,12780.0,51.7,0.266,3.7,2018
QP019001,14140.0,38.5,0.203,2.8,2018
QP019002,13200.0,47.9,0.209,2.9,2018
QP019003,14240.0,40.7,0.2,2.7,2018
QP021001,14710.0,34.7,0.181,2.5,2018
QP021002,13770.0,43.7,0.205,2.8,2018
QP021003,13820.0,44.1,0.219,3.0,2018
QP021004,13360.0,47.8,0.203,2.8,2018
QP021005,13440.0,45.6,0.193,2.7,2018
QP021006,14100.0,40.4,0.205,2.9,2018
QP022001,13570.0,44.7,0.177,2.5,2018
QP022002,14140.0,39.6,0.203,2.7,2018
QP022003,13810.0,46.2,0.228,3.3,2018
QP022004,13500.0,45.9,0.207,2.8,2018
QP022005,12740.0,52.9,0.204,2.8,2018
QP022006,13600.0,46.9,0.232,3.4,2018
QP022007,13160.0,49.0,0.196,2.7,2018
QP023001,13060.0,49.8,0.246,3.4,2018
QP024001,14620.0,37.6,0.231,3.2,2018
QP024002,14140.0,41.5,0.26,3.7,2018
QP024003,14240.0,41.8,0.209,2.8,2018
QP024004,12030.0,62.1,0.228,3.1,2018
QP024005,14760.0,37.9,0.231,3.2,2018
QP025001,15590.0,33.3,0.267,3.7,2018
QP025002,12160.0,,0.234,3.0,2018
QP025003,13060.0,49.8,0.198,2.7,2018
QP025004,12770.0,52.9,0.232,3.2,2018
QP025005,13860.0,43.8,0.214,3.0,2018
QP025006,13220.0,48.7,0.227,3.2,2018
QP025007,13420.0,47.3,0.212,2.9,2018
QP025008,14140.0,40.5,0.203,2.8,2018
QP025009,13860.0,40.1,0.192,2.6,2018
QP025010,13920.0,40.2,0.197,2.7,2018
QP025011,14050.0,41.7,0.216,3.0,2018
QP025012,14510.0,38.7,0.2,2.8,2018
QP025013,13870.0,43.5,0.21,3.0,2018
QP026001,14780.0,38.8,0.25,3.5,2018
QP026002,12050.0,57.8,0.202,2.8,2018
QP026003,13140.0,49.4,0.208,2.8,2018
QP026004,14360.0,39.4,0.286,4.2,2018
QP026005,12010.0,62.1,0.192,2.7,2018
QP026006,12390.0,54.5,0.217,3.0,2018
QP026007,12950.0,50.8,0.208,2.8,2018
QP026008,13710.0,45.5,0.221,3.0,2018
QP026009,14290.0,38.0,0.206,2.8,2018
QP026010,13330.0,47.2,0.208,2.8,2018
QP026011,15770.0,32.6,0.222,3.0,2018
QP026012,12890.0,51.8,0.246,3.5,2018
QP027001,13440.0,46.6,0.217,3.0,2018
QP027002,12500.0,55.7,0.215,3.0,2018
QP027003,12360.0,55.4,0.227,3.1,2018
QP027004,12020.0,57.7,0.202,2.8,2018
QP027005,14310.0,41.1,0.2,2.7,2018
QP027006,12910.0,51.3,0.231,3.0,2018
QP027007,13130.0,49.4,0.226,3.2,2018
QP027008,13680.0,44.9,0.219,3.0,2018
QP027009,13800.0,44.5,0.23,3.2,2018
QP027010,14220.0,41.7,0.188,2.5,2018
QP027011,14580.0,38.6,0.203,2.7,2018
QP028001,13670.0,45.8,0.212,2.8,2018
QP028002,14020.0,42.0,0.211,2.9,2018
QP028003,13250.0,47.7,0.195,2.6,2018
QP028004,14410.0,39.5,0.186,2.6,2018
QP028005,12080.0,58.6,0.214,3.0,2018
QP028006,12880.0,51.2,0.2,2.7,2018
QP028007,14010.0,42.8,0.211,2.9,2018
QP028008,12310.0,56.5,0.207,2.8,2018
QP028009,12590.0,54.6,0.225,3.1,2018
QP028010,12470.0,54.5,0.199,2.7,2018
QP029001,13360.0,48.1,0.19,2.6,2018
QP029002,14650.0,37.8,0.217,3.1,2018
QP029003,13080.0,48.9,0.197,2.7,2018
QP029004,14220.0,39.9,0.207,2.9,2018
QP029005,13720.0,45.1,0.195,2.7,2018
QP029006,12910.0,50.9,0.209,2.8,2018
QP029007,13380.0,46.5,0.202,2.8,2018
QP029008,14220.0,41.1,0.25,3.5,2018
QP029009,13030.0,50.2,0.201,2.8,2018
QP02A001,13360.0,45.3,0.184,2.4,2018
QP02A002,16450.0,26.7,0.214,2.9,2018
QP02A003,15650.0,,0.21,2.7,2018
QP02B001,14430.0,38.8,0.213,3.0,2018
QP02B002,17500.0,34.2,0.333,5.5,2018
QP030001,13080.0,49.6,0.247,3.4,2018
QP030002,13920.0,43.2,0.254,3.4,2018
QP030003,11080.0,70.5,0.204,2.8,2018
QP030004,14010.0,43.0,0.279,4.2,2018
QP030005,11500.0,64.4,0.216,3.0,2018
QP030006,12340.0,55.8,0.221,3.1,2018
QP030007,14350.0,40.0,0.224,3.0,2018
QP030008,13040.0,50.0,0.236,3.3,2018
QP030009,12460.0,55.5,0.227,3.1,2018
QP030010,12030.0,59.7,0.222,3.1,2018
QP030011,14940.0,42.0,0.271,3.9,2018
QP030012,12840.0,53.1,0.206,2.8,2018
QP030013,13900.0,43.8,0.238,3.4,2018
QP030014,13020.0,50.5,0.251,3.5,2018
QP030015,12920.0,50.6,0.198,2.7,2018
QP030016,13140.0,49.0,0.239,3.3,2018
QP030017,13060.0,49.2,0.242,3.3,2018
QP030018,14410.0,39.2,0.243,3.4,2018
QP031001,14000.0,41.4,0.199,2.7,2018
QP031002,14940.0,39.6,0.292,4.2,2018
QP031003,14480.0,41.2,0.275,3.9,2018
QP031004,13430.0,47.6,0.229,3.0,2018
QP031005,15680.0,33.9,0.236,3.4,2018
QP031006,13250.0,47.1,0.245,3.5,2018
QP031007,13070.0,49.7,0.23,3.2,2018
QP031008,15630.0,37.3,0.322,6.5,2018
QP031009,13480.0,45.8,0.206,2.8,2018
QP031010,13820.0,45.1,0.24,3.4,2018
QP031011,14250.0,41.8,0.243,3.5,2018
QP031012,13990.0,41.6,0.217,3.0,2018
QP031013,14530.0,39.3,0.225,3.1,2018
QP031014,14120.0,42.0,0.23,3.2,2018
QP031015,14240.0,42.9,0.263,3.7,2018
QP031016,13620.0,45.7,0.243,3.3,2018
QP031017,13900.0,40.8,0.198,2.6,2018
QP031018,13300.0,47.9,0.269,3.9,2018
QP031019,14080.0,41.9,0.224,3.1,2018
QP032001,11820.0,59.6,0.212,2.9,2018
QP033001,14660.0,37.6,0.192,2.7,2018
QP033002,14930.0,37.6,0.19,2.6,2018
QP033003,14540.0,37.2,0.216,2.9,2018
QP033004,13370.0,47.7,0.28,4.1,2018
QP033005,14320.0,38.4,0.211,2.9,2018
QP033006,15170.0,36.0,0.239,3.4,2018
QP033007,12790.0,53.0,0.192,2.7,2018
QP033008,17230.0,32.3,0.334,5.7,2018
QP033009,14010.0,43.5,0.227,3.1,2018
QP033010,14360.0,41.6,0.234,3.2,2018
QP033011,15340.0,36.0,0.229,3.2,2018
QP033012,13820.0,44.0,0.217,3.0,2018
QP033013,14100.0,40.2,0.202,2.8,2018
QP033014,14430.0,39.9,0.205,2.8,2018
QP033015,14550.0,36.8,0.195,2.6,2018
QP033016,14330.0,38.7,0.215,3.0,2018
QP033017,13730.0,45.0,0.211,2.9,2018
QP033018,15540.0,33.6,0.222,3.1,2018
QP033019,15070.0,34.9,0.237,3.3,2018
QP033020,14180.0,40.8,0.204,2.8,2018
QP033021,14050.0,40.7,0.222,3.2,2018
QP033022,14270.0,41.4,0.231,3.3,2018
QP033023,16780.0,27.8,0.228,3.1,2018
QP034001,12130.0,57.2,0.303,4.6,2018
QP034002,11350.0,66.2,0.215,2.9,2018
QP034003,11810.0,62.8,0.213,2.9,2018
QP034004,14070.0,40.9,0.24,3.4,2018
QP034005,11960.0,61.1,0.203,2.8,2018
QP034006,12350.0,58.3,0.226,3.2,2018
QP034007,13010.0,50.3,0.216,2.9,2018
QP034008,12640.0,51.8,0.27,4.0,2018
QP034009,12730.0,55.1,0.258,3.3,2018
QP034010,15450.0,38.9,0.347,6.1,2018
QP034011,13670.0,44.8,0.195,2.6,2018
QP034012,14100.0,41.7,0.218,3.0,2018
QP034013,13500.0,45.1,0.2,2.7,2018
QP034014,12970.0,50.8,0.283,4.0,2018
QP034015,13610.0,45.1,0.279,4.4,2018
QP034016,13230.0,46.0,0.203,2.8,2018
QP034017,11470.0,67.3,0.198,2.7,2018
QP034018,14570.0,39.9,0.259,3.7,2018
QP034019,13700.0,46.2,0.272,3.9,2018
QP034020,13750.0,43.7,0.232,3.3,2018
QP034021,13320.0,47.4,0.259,3.7,2018
QP034022,13210.0,47.9,0.248,3.6,2018
QP035001,14690.0,37.0,0.205,2.8,2018
QP035002,13290.0,48.8,0.236,3.4,2018
QP035003,13760.0,44.4,0.23,3.2,2018
QP035004,13060.0,49.8,0.238,3.4,2018
QP035005,13090.0,49.4,0.231,3.2,2018
QP035006,13270.0,48.2,0.213,2.9,2018
QP035007,13500.0,46.6,0.213,2.9,2018
QP036001,13030.0,50.2,0.202,2.8,2018
QP036002,12340.0,55.5,0.212,2.9,2018
QP036003,15100.0,37.3,0.238,3.3,2018
QP036004,13920.0,43.2,0.215,2.9,2018
QP037001,14700.0,35.8,0.191,2.6,2018
QP037002,12650.0,53.3,0.215,3.0,2018
QP037003,14280.0,39.8,0.243,3.5,2018
QP037004,14420.0,41.2,0.228,3.3,2018
QP037005,12500.0,54.7,0.209,2.9,2018
QP037006,12570.0,54.9,0.19,2.7,2018
QP037007,13630.0,45.9,0.223,3.1,2018
QP037008,13680.0,44.8,0.198,2.8,2018
QP037009,12220.0,57.9,0.215,3.0,2018
QP037010,13730.0,45.4,0.214,3.0,2018
QP037011,13570.0,46.2,0.237,3.3,2018
QP037012,14370.0,40.5,0.197,2.7,2018
QP038001,14000.0,42.3,0.208,2.9,2018
QP038002,14210.0,41.7,0.223,3.0,2018
QP038003,13080.0,49.3,0.226,3.2,2018
QP038004,13770.0,44.4,0.207,2.8,2018
QP038005,14740.0,35.4,0.24,3.4,2018
QP038006,13000.0,50.4,0.217,3.0,2018
QP038007,13920.0,44.2,0.252,3.6,2018
QP038008,13200.0,48.3,0.232,3.2,2018
QP038009,15030.0,42.5,0.326,5.0,2018
QP038010,13560.0,45.9,0.235,3.4,2018
QP038011,15130.0,36.6,0.237,3.3,2018
QP038012,14790.0,35.5,0.191,2.7,2018
QP038013,13080.0,49.2,0.204,2.8,2018
QP038014,14340.0,38.9,0.206,2.8,2018
QP038015,13930.0,41.7,0.195,2.6,2018
QP038016,15100.0,35.3,0.207,2.8,2018
QP038017,15320.0,37.3,0.257,3.4,2018
QP038018,12930.0,50.9,0.259,3.6,2018
QP038019,14090.0,45.0,0.264,3.8,2018
QP038020,15200.0,36.6,0.223,3.1,2018
QP038021,15030.0,33.2,0.206,2.8,2018
QP038022,13670.0,43.9,0.207,2.8,2018
QP038023,13940.0,44.9,0.217,3.0,2018
QP038024,13640.0,46.1,0.254,3.6,2018
QP038025,14330.0,40.0,0.217,2.9,2018
QP038026,14810.0,39.7,0.226,3.1,2018
QP039001,12490.0,56.3,0.21,2.9,2018
QP039002,13320.0,48.4,0.212,2.9,2018
QP039003,13780.0,43.5,0.201,2.8,2018
QP039004,14220.0,43.3,0.227,3.1,2018
QP040001,15280.0,34.3,0.244,3.3,2018
QP040002,13730.0,43.7,0.219,3.0,2018
QP040003,14610.0,36.9,0.24,3.2,2018
QP040004,13420.0,47.7,0.2,2.7,2018
QP040005,14430.0,40.9,0.233,3.3,2018
QP041001,12380.0,55.3,0.217,3.0,2018
QP041002,12780.0,52.2,0.197,2.7,2018
QP041003,12130.0,59.4,0.234,3.2,2018
QP042001,13800.0,42.7,0.196,2.8,2018
QP042002,14640.0,36.3,0.193,2.7,2018
QP042003,12920.0,50.1,0.211,2.9,2018
QP042004,14410.0,38.7,0.203,2.8,2018
QP042005,14840.0,35.9,0.197,2.7,2018
QP042006,12640.0,52.0,0.231,3.1,2018
QP042007,13560.0,42.6,0.201,2.8,2018
QP042008,13940.0,44.6,0.252,4.0,2018
QP042009,14450.0,39.1,0.25,3.5,2018
QP042010,13770.0,45.3,0.243,3.3,2018
QP042011,13900.0,43.5,0.225,3.2,2018
QP042012,13230.0,48.0,0.258,3.8,2018
QP042013,13280.0,48.3,0.209,2.9,2018
QP042014,14530.0,41.4,0.284,4.3,2018
QP042015,12460.0,55.3,0.188,2.6,2018
QP042016,14000.0,40.0,0.201,2.8,2018
QP042017,13230.0,48.9,0.198,2.7,2018
QP042018,12370.0,55.5,0.24,3.4,2018
QP042019,12990.0,50.8,0.232,3.1,2018
QP043001,13790.0,46.7,0.214,2.8,2018
QP043002,14110.0,39.3,0.233,3.1,2018
QP044001,14340.0,41.5,0.228,3.2,2018
QP044002,13250.0,48.3,0.22,3.1,2018
QP044003,13430.0,46.6,0.227,3.3,2018
