code_qpv,iris_controle,distance_pauvrete
QP030010,300280102,30.663443572708204
QP030010,300280106,43.27905208024356
QP030011,302020104,13.791956952704563
QP030011,302020102,26.123659623817524
QP030011,302020103,26.661698562722833
QP030012,300320103,7.465283195885107
QP030012,300320104,12.984405729241693
QP030012,300320105,16.1504411293817
QP030012,300320101,25.81153132858282
QP030012,300320102,32.990138289974645
QP030013,300320103,6.765283195885104
QP030013,300320104,13.684405729241696
QP030013,300320105,16.850441129381704
QP030013,300320101,26.511531328582823
QP030013,300320102,33.69013828997465
QP030015,303410104,2.4676390623590407
QP030015,303410105,31.664257944927623
QP030015,303410103,35.75660430705638
QP030015,303410101,
QP030015,303410102,
QP031001,313950104,11.899488421106
QP031001,313950103,12.135314546943011
QP031001,313950101,14.240968414278463
QP031001,313950102,14.513784570932849
QP031001,313950109,25.06122455620732
QP031002,313950104,8.132821754439334
QP031002,313950103,8.368647880276345
QP031002,313950101,10.474301747611797
QP031002,313950102,10.747117904266183
QP031002,313950109,21.294557889540656
QP031003,314830101,3.0099275973120356
QP031003,314830104,15.312048072079559
QP031003,314830103,15.556290665385585
QP031003,314830107,19.131573382204067
QP031003,314830102,
QP031004,310690101,27.65330261056912
QP031004,310690104,30.471766056886757
QP031004,310690111,30.573684210526316
QP031004,310690105,31.313803248167126
QP031004,310690109,31.637850754398094
QP031005,311490201,11.125215515902806
QP031005,311490402,11.836330796632854
QP031005,311490501,12.886708843538937
QP031005,311490301,14.40206212450645
QP031005,311490101,18.59803753282918
QP031006,315555102,0.3340776529642824
QP031006,315552702,0.3985633670897428
QP031006,315555203,1.0178922496550342
QP031006,315553201,1.6216265148698312
QP031006,315555401,2.5720703937801304
QP031007,315555201,0.016628057308523125
QP031007,315552903,0.4444280750079841
QP031007,315552701,1.8973231533959165
QP031007,315555204,2.542586269873368
QP031007,315553201,3.6450401517968345
QP031008,315552902,0.19298449450853639
QP031008,315553001,3.937198530299007
QP031008,315555301,4.199022117013541
QP031008,315553203,4.443105596035224
QP031008,315553401,5.358098293307847
QP031010,315553201,0.05495984820316835
