IRIS,pop_2013,pop_2018,evol_pop_pct
276810105,1114.128094993539,971.690341440984,-12.784683753386638
276810106,2329.4317302767718,2307.98096525721,-0.9208582823336586
276810110,2347.5262635000418,2181.73914754534,-7.062204948775374
277010101,4021.869786494498,4116.54520922645,2.354015116299246
277010102,2947.261807845348,2861.44870587362,-2.9116212799046637
277010103,3276.912572042597,3339.83999100578,1.9203264530172959
277010104,2722.955833617556,2796.16609389415,2.688631940802777
280850101,1877.6208407010904,1525.33629773199,-18.76228338185466
280850302,2995.85945268606,2968.4704691174,-0.9142279202752124
280850502,1816.4936704503327,1914.8049278345,5.412144230582139
280850701,1832.07064201089,2025.43844708177,10.55460420776344
280850703,1735.7751525066676,1757.695197925,1.2628389907919368
280880101,2122.273810925596,2134.23585666361,0.5636429039661328
280880102,3184.9284084149667,2975.45583633679,-6.576994682980153
280880103,3550.1492635482496,3573.81176919955,0.6665214303595457
280880201,2480.386432645757,2762.46813786855,11.372490250315748
280880202,1888.2620844654384,1632.02839993151,-13.569815686177245
281340202,2118.914872725334,1971.75405639713,-6.945102808161751
