code,nom_qp,insee_com,lib_com
QP001005,Les Courbes De L'Albarine,1004,Ambérieu-en-Bugey
QP001006,La Plaine - La Forge,1283,Oyonnax
QP001007,Pré Des Saules,1031,Bellignat
QP001008,Brillat - Savarin,1034,Belley
QP001001,Grande Reyssouze Terre Des Fleurs,1053,Bourg-en-Bresse
QP001002,Croix Blanche,1053,Bourg-en-Bresse
QP001003,Quartier Jacques Prévert,,
QP001004,Levant - Tattes,,
QP001009,Maladière,1262,Montluel
QP002016,Blanchard,2168,Château-Thierry
QP002017,Vaucrises,2168,Château-Thierry
QP002008,Roosevelt Rebequet,2738,Tergnier
QP002009,Quartier De La Résidence,2173,Chauny
QP002007,Quartier De L'Artilleur,2304,La Fère
QP002005,Champ Roland Et Bords De L'Oise,2381,Hirson
QP002006,Gare Et Verrière,2381,Hirson
QP002010,Montreuil,2408,Laon
QP002011,Champagne Moulin - Roux,2408,Laon
QP002001,Europe,02571; 02691,Omissy; Saint-Quentin
QP002002,Faubourg D'Isle,2691,Saint-Quentin
QP002003,Neuville,2691,Saint-Quentin
QP002004,Vermandois,2691,Saint-Quentin
QP002012,Saint-Crépin Ouest,2722,Soissons
QP002013,Presles,2722,Soissons
QP002014,Chevreux,2722,Soissons
QP002015,Route De Vivières,2810,Villers-Cotterêts
QP003001,Coeur D'Agglo,03095; 03310,Cusset; Vichy
QP003002,Les Ailes,3310,Vichy
QP003004,Rive Gauche,3185,Montluçon
QP003005,Fontbouillant,03185; 03211,Montluçon; Prémilhat
QP003006,Bien-Assis,03101; 03185,Domérat; Montluçon
QP003003,Moulins-Sud,3190,Moulins
QP004001,Centre Ville - Pigeonnier,4070,Digne-les-Bains
QP004002,Centre Ville - Saint-Lazare,4112,Manosque
QP004003,Arc Serrets - Plantiers - Aliziers,4112,Manosque
QP005001,Haut - Gap,5061,Gap
QP006003,Ranguin-Frayère,06029; 06030,Cannes; Le Cannet
QP006004,Genêts - Oliviers - Saint-Pierre,06029; 06030,Cannes; Le Cannet
QP006001,Las Planas,6088,Nice
QP006008,Centre,6033,Carros
QP006009,Résidence Sociale Nicéa,,
QP006010,Les Moulins - Le Point Du Jour,06088; 06123,Nice; Saint-Laurent-du-Var
QP006011,Les Sagnes,6088,Nice
QP006012,Centre,6088,Nice
QP006013,Paillon,6088,Nice
QP006014,Ariane - Le Manoir,06088; 06114; 06149,Nice; Saint-André-de-la-Roche; La Trinité
QP006015,Palais Des Expositions,,
QP006016,Centre,6157,Vence
QP006007,La Condamine,6054,Drap
QP006005,Grand Centre,6069,Grasse
QP006006,Les Fleurs De Grasse,6069,Grasse
QP006002,Coeur De Ville - Hauts De Vallauris,6155,Vallauris
QP007004,Les Hauts De Ville,7010,Annonay
QP007001,Le Contrat Ville Des Quartiers D'Avenir D'Aubenas,7019,Aubenas
QP007005,Nouvel Horizon,7186,Privas
QP007002,Coeur De Ville,7319,Le Teil
QP007003,Sud Avenir,7319,Le Teil
QP008001,Manchester,8105,Charleville-Mézières
QP008002,Ronde Couture,8105,Charleville-Mézières
QP008003,La Houillère,8105,Charleville-Mézières
QP008004,La Couronne,8105,Charleville-Mézières
QP008005,Torcy Cités,8409,Sedan
QP008006,Torcy Centre,8409,Sedan
QP008007,Le Lac - Centre Ancien,8409,Sedan
QP008008,Coeur De Vie,8362,Rethel
QP009002,Centre Ancien,9122,Foix
QP009003,Centre Ancien - La Gloriette,9225,Pamiers
QP009001,Coeur De Ville,9261,Saint-Girons
QP010001,Gare,10387,Troyes
QP010002,Bords De Seine,10387,Troyes
QP010003,Chantereigne Montvilliers Beau-Toquat,10081; 10265; 10387,La Chapelle-Saint-Luc; Les Noës-près-Troyes; Troyes
QP010004,Debussy,10297,Pont-Sainte-Marie
QP010005,Maugout,10333,Saint-André-les-Vergers
QP010006,Chartreux,10060; 10343; 10387,Bréviandes; Saint-Julien-les-Villas; Troyes
QP010007,Jules Guesde,10387,Troyes
QP010008,Sénardes,10387,Troyes
QP010009,Point Du Jour,10387,Troyes
QP010010,Quartier Des Lumières - Alfred Boucher,10323,Romilly-sur-Seine
QP011002,La Conte - Ozanam,11069,Carcassonne
QP011003,Le Viguier - Saint-Jacques,11069,Carcassonne
QP011004,Bastide Pont-Vieux,11069,Carcassonne
QP011005,Fleming La Reille,11069,Carcassonne
QP011006,Grazailles,11069,Carcassonne
QP011010,Centre Ville,11203,Lézignan-Corbières
QP011001,Quartier Aude,11206,Limoux
QP011007,Narbonne Ouest,11262,Narbonne
QP011008,Narbonne Centre,11262,Narbonne
QP011009,Narbonne Est,11262,Narbonne
QP012001,Quatre Saisons,12176,Onet-le-Château
QP012002,La Bastide,12300,Villefranche-de-Rouergue
QP013004,Notre-Dame,,
QP013014,Jas-De-Bouffan,13001,Aix-en-Provence
QP013015,Beisson,13001,Aix-en-Provence
QP013016,Encagnane,13001,Aix-en-Provence
QP013017,Corsy,13001,Aix-en-Provence
QP013018,Secteur Centre,13117,Vitrolles
QP013019,La Frescoule,13117,Vitrolles
QP013010,Griffeuille,13004,Arles
QP013011,Barriol,13004,Arles
QP013012,Le Trébon,13004,Arles
QP013013,Centre Historique - Ferrages,13108,Tarascon
QP013020,Le Charrel,13005,Aubagne
QP013041,Les Escourtines,13055; 13070,Marseille; La Penne-sur-Huveaune
QP013002,Quartier Centre Ville,13014,Berre-l'Étang
QP013028,Quartier Béalet-Bessons-Mariélie,13014,Berre-l'Étang
QP013029,Les Canourgues,13103,Salon-de-Provence
QP013030,La Monaque,13103,Salon-de-Provence
QP013006,Roquecoquille,13027,Châteaurenard
QP013026,Centre Ancien,,
QP013027,Centre Historique,13067,Orgon
QP013061,Le Prépaou,13047,Istres
QP013062,La Carraire,13063,Miramas
QP013063,La Maille,13063,Miramas
QP013001,Florida Parc,13054,Marignane
QP013003,Saint Henri,13055,Marseille
QP013005,La Viste,13055,Marseille
QP013007,La Gavotte - Peyret,13106,Septèmes-les-Vallons
QP013008,Château Saint Loup,13055,Marseille
QP013009,La Capelette,13055,Marseille
QP013031,Centre ville,13054,Marignane
QP013032,Centre Ville Canet Arnavaux Jean Jaurès,13055,Marseille
QP013033,La Cravache Le Trioulet,13055,Marseille
QP013034,La Cayolle,13055,Marseille
QP013035,La Sauvagère,13055,Marseille
QP013036,Benza,13055,Marseille
QP013037,Saint Thys,13055,Marseille
QP013038,Air Bel,13055,Marseille
QP013039,La Rouguière,13055,Marseille
QP013040,Valbarelle Néréïdes Bosquet,13055,Marseille
QP013042,Malpassé Corot,13055,Marseille
QP013043,Balustres Cerisaie,13055,Marseille
QP013044,Frais Vallon Le Clos La Rose,13055,Marseille
QP013045,Le Petit Séminaire,13055,Marseille
QP013046,La Marie,13055,Marseille
QP013047,Les Olives,13055,Marseille
QP013048,La Simiane La Paternelle,13055,Marseille
QP013049,Bon Secours Les Rosiers Marine Bleue Grand Saint Barthélémy Saint Jérôme,13055,Marseille
QP013050,Le Castellas Les Micocouliers Saint Joseph,13055,Marseille
QP013051,La Castellane La Bricarde Plan D'Aou Saint Antoine,13055,Marseille
QP013052,Consolat Ruisseau Mirabeau,13055,Marseille
QP013053,La Calade Campagne Lévèque,13055,Marseille
QP013054,Les Aygalades,13055,Marseille
QP013055,Kalliste La Granière La Solidarité,13055,Marseille
QP013056,La Savine,13055,Marseille
QP013057,Les Tilleuls La Maurelette,13055,Marseille
QP013058,La Cabucelle,13055,Marseille
QP013059,La Visitation - Bassens,13055,Marseille
QP013060,Saint André,13055,Marseille
QP013064,La Soude Bengale,13055,Marseille
QP013065,Caillols La Moularde,13055,Marseille
QP013021,Mas de Pouane,13056,Martigues
QP013022,Notre Dame Des Marins,13056,Martigues
QP013023,Canto Perdrix,13056,Martigues
QP013024,Les Aigues Douces,13077,Port-de-Bouc
QP013025,Les Comtes,13077,Port-de-Bouc
QP014001,Chemin Vert,14118,Caen
QP014002,Grâce De Dieu,14118; 14271,Caen; Fleury-sur-Orne
QP014003,Guérinière,14118; 14341,Caen; Ifs
QP014004,Pierre Heuzé,14118,Caen
QP014005,Calvaire Saint Pierre,14118,Caen
QP014006,Centre Ville,,
QP014007,Grande Delle - Val - Belles Portes - Grand Parc - Haute Folie,14327,Hérouville-Saint-Clair
QP014008,Canteloup - Marronniers - Honfleur,14333,Honfleur
QP014009,Hauteville,14366,Lisieux
QP015001,Aurillac Sud,15014,Aurillac
QP016001,Basseau - Grande Garenne,16015,Angoulême
QP016002,Ma Campagne,16015,Angoulême
QP016003,Bel Air - La Grand Font,16015,Angoulême
QP016004,L'Etang Des Moines,16113,La Couronne
QP016005,Champ De Manoeuvre,16374,Soyaux
QP016006,Crouin,16102,Cognac
QP017004,Centre Ville - Avant-Garde,17299,Rochefort
QP017005,Le Petit Marseille,17299,Rochefort
QP017001,Mireuil,17300,La Rochelle
QP017002,Villeneuve-Les-Salines,17300,La Rochelle
QP017007,Port-Neuf,17300,La Rochelle
QP017006,Eco quartier l'Yeuse-La Robinière,17306,Royan
QP017003,Bellevue - Boiffiers,17415,Saintes
QP018001,Bourges Nord,18033,Bourges
QP018002,Val D'Auron - Bourges,18033,Bourges
QP018003,Le Vernet - Saint Amand Montrond,18197,Saint-Amand-Montrond
QP018004,Clos Du Roy - Centre Ville - Vierzon,18279,Vierzon
QP019001,Rivet,19031,Brive-la-Gaillarde
QP019002,Tujac,19031,Brive-la-Gaillarde
QP019003,Les Chapélies,19031,Brive-la-Gaillarde
QP021001,Saint Jacques,,
QP021002,Le Mail,21166,Chenôve
QP021003,Fontaine D'Ouche,21231,Dijon
QP021004,Les Grésilles,21231,Dijon
QP021005,Le Bief Du Moulin,21355,Longvic
QP021006,Le Belvédère,21617,Talant
QP022007,La Fontaine Des Eaux,22050,Dinan
QP022001,Ar Santé - Les Fontaines,22113,Lannion
QP022002,Ker Uhel,22113,Lannion
QP022003,Iroise,,
QP022004,Croix Saint-Lambert - Ville Oger,22278,Saint-Brieuc
QP022005,Le Plateau - Europe - Balzac,22278,Saint-Brieuc
QP022006,Point Du Jour,22278,Saint-Brieuc
QP023001,L'Albatros,23096,Guéret
QP024001,Rive Gauche,24037,Bergerac
QP024002,Quartier Des Deux Rives,24037,Bergerac
QP024003,Quartier Nord,24037,Bergerac
QP024004,Chamiers,24138,Coulounieix-Chamiers
QP024005,La Boucle De L'Isle,24138; 24322,Coulounieix-Chamiers; Périgueux
QP025007,Les Champs Montants,25031,Audincourt
QP025008,Champvallon,25057,Bethoncourt
QP025009,Les Fougères,25284,Grand-Charmont
QP025010,Chiffogne,25388,Montbéliard
QP025011,Petite Hollande,25388,Montbéliard
QP025012,Les Evoironnes,25547,Sochaux
QP025013,Les Buis,25580,Valentigney
QP025002,Grette,,
QP025003,Orchamps - Palente,25056,Besançon
QP025004,Planoise,25056,Besançon
QP025005,Montrapon,25056,Besançon
QP025006,Clairs Soleils,25056,Besançon
QP025001,Le Grand Longs Traits,25462,Pontarlier
QP026011,Coeur De Loriol,26325,Saint-Rambert-d'Albon
QP026002,Quartiers Ouest,26198,Montélimar
QP026003,Nocaze,26198,Montélimar
QP026004,Centre Ancien,26198,Montélimar
QP026010,Le Roc,26235,Pierrelatte
QP026001,Centre Ancien,26281,Romans-sur-Isère
QP026005,Quartier Est,26281,Romans-sur-Isère
QP026006,Polygone,26362,Valence
QP026007,Les Hauts De Valence,26362,Valence
QP026008,Valensoles,26362,Valence
QP026009,Chamberlière,26362,Valence
QP026012,Clairval,26166,Loriol-sur-Drôme
QP027009,Le Bourg Le Comte,27056,Bernay
QP027003,La Madeleine,27229,Évreux
QP027004,Nétreville,27229,Évreux
QP027005,Navarre,27229,Évreux
QP027006,Maison-Rouge,27375,Louviers
QP027007,Acacias - La Londe - Les Oiseaux,27375,Louviers
QP027008,Centre Ville,27701,Val-de-Reuil
QP027010,L'Europe,27467,Pont-Audemer
QP027011,La Passerelle,27467,Pont-Audemer
QP027001,Valmeux - Blanchères,27681,Vernon
QP027002,Boutardes,27681,Vernon
QP028002,Quartier Des Clos,28085,Chartres
QP028003,Vieux Puits,28218,Lucé
QP028004,Bruxelles - Arcades - Béguines,28218,Lucé
QP028005,Tallemont - Bretagne,28229,Mainvilliers
QP028009,Camus - Schweitzer,28088,Châteaudun
QP028001,Les Vauvettes,28404,Vernouillet
QP028006,Les Bâtes Tabellionne,28134; 28404,Dreux; Vernouillet
QP028007,Les Rochelles - Barthou,28134,Dreux
QP028008,Dunant - Kennedy,28134,Dreux
QP028010,Le Val,28280,Nogent-le-Rotrou
QP029003,Kerourien,29019,Brest
QP029004,Bellevue,29019,Brest
QP029005,Keredern,29019,Brest
QP029006,Lambezellec Bourg,29019,Brest
QP029007,Pontanezen,29019,Brest
QP029008,Queliverzan Pontaniou,29019,Brest
QP029009,Kerangoff Loti,29019,Brest
QP029001,Kerandon,29039,Concarneau
QP029002,Kermoysan,29232,Quimper
QP030001,Près Saint Jean - Cévennes - Tamaris - Cauvel-la Royale - Rochebelle - Centre ville,30007,Alès
QP030002,Centre Ville,30010,Anduze
QP030010,Escanaux - Coronelle - Citadelle - Vigan Braquet,30028,Bagnols-sur-Cèze
QP030011,Centre Ville,30202,Pont-Saint-Esprit
QP030012,La Moulinelle,30032,Beaucaire
QP030013,Centre Ville,30032,Beaucaire
QP030016,Centre Ville - Arboux,30051; 30132; 30307,Branoux-les-Taillades; La Grand-Combe; Les Salles-du-Gardon
QP030017,Trescol - La Levade,30051; 30132; 30307,Branoux-les-Taillades; La Grand-Combe; Les Salles-du-Gardon
QP030003,Pissevin - Valdegour,30189,Nîmes
QP030004,Gambetta-Richelieu,30189,Nîmes
QP030005,Chemin-Bas D'Avignon - Clos D'Orville,30189,Nîmes
QP030006,Mas De Mingue,30189,Nîmes
QP030007,Route De Beaucaire,30189,Nîmes
QP030008,Némausus-Jonquilles - Haute Magaille - Oliviers,30189,Nîmes
QP030009,Sabatot - Centre Ancien,30258,Saint-Gilles
QP030014,L'Ecusson,30227,Saint-Ambroix
QP030018,Quartier Prioritaire D'Uzès,30334,Uzès
QP030015,Les Costières,30341,Vauvert
QP031004,Barradels,31069,Blagnac
QP031005,Val D'Aran - Poitou - Pyrénées,31149,Colomiers
QP031006,Pradettes,31555,Toulouse
QP031007,Grand Mirail,31555,Toulouse
QP031008,Arènes,31555,Toulouse
QP031009,Bourbaki,,
QP031010,Empalot,31555,Toulouse
QP031011,Les Izards - La Vache,31555,Toulouse
QP031012,Cépière Beauregard,31555,Toulouse
QP031013,Saint Exupéry,31555,Toulouse
QP031014,Soupetard,31555,Toulouse
QP031015,Rangueil,,
QP031016,En Jacca,31149,Colomiers
QP031017,Vivier Maçon,31157,Cugnaux
QP031018,Négreneys,,
QP031019,La Gloire,31555,Toulouse
QP031001,Saint Jean,31395,Muret
QP031002,Centre Ouest,31395,Muret
QP031003,Coeur De Ville,31483,Saint-Gaudens
QP032001,Grand Garros,32013,Auch
QP033001,Quartier Champ De Course,33069; 33162,Le Bouscat; Eysines
QP033002,Yser - Pont De Madame,33281,Mérignac
QP033005,Quartier De L'Avenir,33032,Bassens
QP033006,Carle Vernet -Terres Neuves,33039; 33063,Bègles; Bordeaux
QP033007,Le Lac,33063,Bordeaux
QP033008,Saint-Michel,33063,Bordeaux
QP033009,Benauge - Henri Sellier - Léo Lagrange,33063; 33119,Bordeaux; Cenon
QP033010,Grand-Parc,33063,Bordeaux
QP033011,Bacalan,33063,Bordeaux
QP033012,Palmer - Saraillère - 8 Mai 45 - Dravemont,33119; 33167,Cenon; Floirac
QP033013,Grand Caillou,33162,Eysines
QP033014,Jean-Jaurès,33167,Floirac
QP033015,Barthez,33192,Gradignan
QP033016,Carriet,33249,Lormont
QP033017,Génicart Est,33249,Lormont
QP033018,Alpilles-Vincennes-Bois Fleuri,33249,Lormont
QP033019,Beaudésert,33281,Mérignac
QP033020,Châtaigneraie - Arago,33318,Pessac
QP033021,Saige,33318,Pessac
QP033022,Thouars,33522,Talence
QP033023,Paty Monmousseau,33039,Bègles
QP033003,Quartier Du centre,33138,Coutras
QP033004,Quartier Bourg,33324; 33402,Pineuilh; Sainte-Foy-la-Grande
QP034019,Centre Ville,34003,Agde
QP034020,Centre Ville,34028,Bédarieux
QP034001,Centre Ville,34032,Béziers
QP034002,Iranget Grangette,34032,Béziers
QP034003,Devèze,34032,Béziers
QP034016,Les Deux Pins,34108,Frontignan
QP034017,Ile De Thau,34301,Sète
QP034018,Centre Ville - Ile Sud,34301,Sète
QP034004,Celleneuve,34172,Montpellier
QP034005,Mosson,34172,Montpellier
QP034006,Petit Bard Pergola,34172,Montpellier
QP034007,Pas Du Loup - Val De Croze,34172,Montpellier
QP034008,Cévennes,34172,Montpellier
QP034009,Gély,34172,Montpellier
QP034010,Figuerolles,34172,Montpellier
QP034011,Lemasson,34172,Montpellier
QP034012,Près D'Arènes,34172,Montpellier
QP034013,Pompignane,34172,Montpellier
QP034014,Aiguelongue,34172,Montpellier
QP034015,Vert-Bois,,
QP034022,Centre Ville,34142,Lodève
QP034021,Centre Et Périphérie,34145,Lunel
QP035007,Bellevue,,
QP035002,Villejean,35238,Rennes
QP035003,Les Clôteaux - Champs Manceaux,35238,Rennes
QP035004,Maurepas,35238,Rennes
QP035005,Le Blosne,35238,Rennes
QP035006,Cleunay,35238,Rennes
QP035001,La Découverte,35288,Saint-Malo
QP036001,Beaulieu,36044,Châteauroux
QP036002,Saint Jean - Saint Jacques,36044,Châteauroux
QP036003,Vaugirard - Saint Christophe,36044,Châteauroux
QP036004,Nation Bernardines,36088,Issoudun
QP037001,La Verrerie,37003,Amboise
QP037012,Patte D'Oie - Malétrenne - Plaisance,37003,Amboise
QP037002,Rabière,37122,Joué-lès-Tours
QP037003,Niqueux Bruère - Marcel Pagnol,37195,La Riche
QP037004,Rabaterie,37233,Saint-Pierre-des-Corps
QP037005,Fontaines,37261,Tours
QP037006,Rochepinard,37261,Tours
QP037007,Rives Du Cher,37261,Tours
QP037008,Europe,37261,Tours
QP037009,Sanitas,37261,Tours
QP037010,Maryse Bastié,37261,Tours
QP037011,Bords De Loire,37261,Tours
QP038002,Champaret,38053,Bourgoin-Jallieu
QP038013,Champfleuri,38053,Bourgoin-Jallieu
QP038014,Saint Hubert,38193,L'Isle-d'Abeau
QP038015,Saint Bonnet,38553,Villefontaine
QP038016,Les Roches,38553,Villefontaine
QP038021,Barbières,38087,Chasse-sur-Rhône
QP038022,Plan Des Aures,38318,Pont-Évêque
QP038023,Estressin,38544,Vienne
QP038024,Vallée De Gère,38544,Vienne
QP038025,Les Genêts Cancane Charlemagne,38318; 38544,Pont-Évêque; Vienne
QP038026,Malissol,38544,Vienne
QP038020,Belmont Moulin Villette,,
QP038001,La Luire - Viscose,38151,Échirolles
QP038003,Essarts - Surieux,38151,Échirolles
QP038004,Village Sud,38151,Échirolles
QP038005,Alpes Mail Cachin,38169,Fontaine
QP038006,Mistral Lys Rouge Camine,38185,Grenoble
QP038007,Villeneuve - Village Olympique,38185,Grenoble
QP038008,Teisseire Abbaye Jouhaux Châtelet,38185,Grenoble
QP038009,Alma - Très Cloîtres - Chenoise,38185,Grenoble
QP038010,Iles De Mars Olympiades,38317,Le Pont-de-Claix
QP038011,Renaudie - Champberton - La Plaine,38421,Saint-Martin-d'Hères
QP038018,Vieux Péages - Les Ayencins,38298; 38344,Le Péage-de-Roussillon; Roussillon
QP038019,Route De Sablons,38298; 38344,Le Péage-de-Roussillon; Roussillon
QP038017,La Plaine,,
QP038012,Brunetière,38563,Voiron
QP039001,Mesnils Pasteur,39198,Dole
QP039002,Marjorie - Les Mouillères,39300,Lons-le-Saunier
QP039003,Les Avignonnets,39478,Saint-Claude
QP039004,Chabot - Le Miroir,39478,Saint-Claude
QP040001,Le Sablar,40088,Dax
QP040002,Cuyès,40088,Dax
QP040003,Le Gond,40088,Dax
QP040004,Le Peyrouat,40192,Mont-de-Marsan
QP040005,La Moustey,40281,Saint-Pierre-du-Mont
QP041001,Kennedy - Coty - Croix Chevallier - Sarrazines,41018,Blois
QP041003,Les Favignolles,41194,Romorantin-Lanthenay
QP041002,Les Rottes,41269,Vendôme
QP042002,La Chapelle,42005,Andrézieux-Bouthéon
QP042003,La Romière,42044,Le Chambon-Feugerolles
QP042004,Montrambert Méline,42044; 42183,Le Chambon-Feugerolles; La Ricamarie
QP042005,Le Dorlay - Les Pins - La Bachasse,42103; 42271,La Grand-Croix; Saint-Paul-en-Jarez
QP042006,Montcel - Centre Ville,42183,La Ricamarie
QP042007,Grand Pont,42186,Rive-de-Gier
QP042008,Centre Ville,42186,Rive-de-Gier
QP042009,Centre Ville,42207,Saint-Chamond
QP042010,St Julien - Crêt De L'Oeillet,42207,Saint-Chamond
QP042011,Cotonne Montferré,42218,Saint-Étienne
QP042012,Tarentaize Beaubrun,42218,Saint-Étienne
QP042013,Montreynaud,42218,Saint-Étienne
QP042014,Crêt De Roc - Soleil,42218,Saint-Étienne
QP042015,Quartiers Sud-Est,42218,Saint-Étienne
QP042016,Terrenoire,42218,Saint-Étienne
QP042001,Beauregard,42147,Montbrison
QP042017,Bourgogne,42187,Roanne
QP042018,Le Parc,42187,Roanne
QP042019,Mayollet,42187,Roanne
QP043001,Val Vert,43157,Le Puy-en-Velay
QP043002,Guitard,43157,Le Puy-en-Velay
QP044004,La Ville Aux Roses,44036,Châteaubriant
QP044005,Bellevue,44109; 44162,Nantes; Saint-Herblain
QP044006,Les Dervallières,44109,Nantes
QP044007,Le Breil,44109,Nantes
QP044008,Bout Des Landes - Bout Des Pavés - Chêne Des anglais,44109,Nantes
QP044009,La Boissière,44109,Nantes
QP044010,Port Boyer,44109,Nantes
QP044011,Le Clos Toreau,44109,Nantes
QP044012,Le Ranzay,44109,Nantes
QP044013,Malakoff,44109,Nantes
QP044014,Bottière Pin Sec,44109,Nantes
QP044015,La Halvêque,44109,Nantes
QP044016,La Petite Sensive,44109,Nantes
QP044017,Plaisance,44114,Orvault
QP044018,Château,44143,Rezé
QP044019,Le Sillon De Bretagne,44162,Saint-Herblain
QP044001,Ville Ouest,44184,Saint-Nazaire
QP044002,Petit Caporal,44184,Saint-Nazaire
QP044003,Robespierre - Prézégat,44184,Saint-Nazaire
QP045002,Vésine,45068,Châlette-sur-Loing
QP045003,Le Plateau,45068; 45208; 45338,Châlette-sur-Loing; Montargis; Villemandeur
QP045004,La Chaussée,45208,Montargis
QP045005,Le Bourg - Chautemps,45068; 45208,Châlette-sur-Loing; Montargis
QP045001,Les Chaises,45285,Saint-Jean-de-la-Ruelle
QP045006,Le Clos De La Grande Salle,45147,Fleury-les-Aubrais
QP045007,Andrillons Ormes Du mail,45147,Fleury-les-Aubrais
QP045008,Lignerolles,45147,Fleury-les-Aubrais
QP045009,Dauphine,45234,Orléans
QP045010,La Source,45234,Orléans
QP045011,Argonne,45234,Orléans
QP045012,Blossières,45234,Orléans
QP045013,Pont Bordeaux,45284,Saint-Jean-de-Braye
QP045014,Les 3 Fontaines,45285,Saint-Jean-de-la-Ruelle
QP045016,Champ De La Ville,45155,Gien
QP045017,Montoire,45155,Gien
QP045018,Quartiers Nord,45252,Pithiviers
QP045019,Saint Aignan,45252,Pithiviers
QP045015,Le Hameau,45315,Sully-sur-Loire
QP046001,Terre Rouge,46042,Cahors
QP047001,Rodrigues - Barleté,47001,Agen
QP047002,Montanou,47001,Agen
QP047003,Pin,47001,Agen
QP047006,Baylac Gravette,47157,Marmande
QP047007,Coeur De ville,47310,Tonneins
QP047004,Bastide Au Bord Du Lot,47252,Sainte-Livrade-sur-Lot
QP047005,Bastide,47323,Villeneuve-sur-Lot
QP049001,Belle Beille,49007,Angers
QP049002,Roseraie,49007,Angers
QP049003,Savary,49007,Angers
QP049004,Grand Pigeon,49007,Angers
QP049005,Monplaisir,49007,Angers
QP049006,Hauts De Saint Aubin,49007,Angers
QP049007,Beauval Bedier Morellerie,49007,Angers
QP049008,Le Grand Bellevue,49353,Trélazé
QP049009,Bretagne Bostangis,49099,Cholet
QP049010,Jean Monnet,49099,Cholet
QP049011,Favreau Les Mauges,49099,Cholet
QP049012,Colline Villeneuve,49099,Cholet
QP049013,Chemin Vert - Hauts Quartiers,49328,Saumur
QP050001,La Turfaudière,50025,Avranches
QP050005,Les Provinces,50129,Cherbourg-en-Cotentin
QP050006,Maupas - Hautmarais - Brêche Du Bois,50129,Cherbourg-en-Cotentin
QP050007,Fourches - Charcot,50129,Cherbourg-en-Cotentin
QP050004,Claires Fontaines,50147,Coutances
QP050002,Val Saint Jean,50502,Saint-Lô
QP050003,La Dollée,50502,Saint-Lô
QP051001,Quartier Prioritaire Ouest,51108,Châlons-en-Champagne
QP051002,Quartier Prioritaire Sud,51108,Châlons-en-Champagne
QP051012,Bernon,51230,Épernay
QP051003,Croix Rouge,51454,Reims
QP051004,Wilson - Maison Blanche - Chatillons,51454,Reims
QP051005,Orgeval,51454,Reims
QP051006,Europe,51454,Reims
QP051007,Chalet - Solférino - Paul Petit,,
QP051008,Walbaum,51454,Reims
QP051009,Epinettes - Maladrerie - Chemin Des Bouchers,51454,Reims
QP051010,Le Hamois,51649,Vitry-le-François
QP051011,Rome Saint Charles,51649,Vitry-le-François
QP052001,Rochotte,52121,Chaumont
QP052002,Cavalier,52121,Chaumont
QP052003,Quartier Neuf,52269,Langres
QP052004,Vert-Bois,52448,Saint-Dizier
QP053001,Les Fourches,53130,Laval
QP053002,Kellermann,53130,Laval
QP053003,Pavement - Charité - Mortier - Murat,53130,Laval
QP054006,Quartier Les Mouettes,54115,Champigneulles
QP054007,Quartier La Penotte,54215,Frouard
QP054001,Mouzimpré,54184,Essey-lès-Nancy
QP054012,La Californie,54274,Jarville-la-Malgrange
QP054013,Les Provinces,54304,Laxou
QP054014,Plateau De Haye - Champ Le Boeuf,54304; 54357,Laxou; Maxéville
QP054015,Plateau De Haye Nancy - Maxéville,54357; 54395,Maxéville; Nancy
QP054016,Haussonville - Les Nations,54395; 54547,Nancy; Vanduvre-lès-Nancy
QP054017,Saint Michel Jéricho - Grands moulins,54339; 54395; 54482,Malzéville; Nancy; Saint-Max
QP054018,Coeur De Ville,54526,Tomblaine
QP054002,Gouraincourt - Remparts,54323,Longwy
QP054003,Concorde,54261,Herserange
QP054004,Quartier Voltaire,54323,Longwy
QP054005,Val Saint Martin,54382,Mont-Saint-Martin
QP054009,Centre Ancien,54329,Lunéville
QP054010,Niederbronn - Zola,54329,Lunéville
QP054008,Bois Le Prêtre - Procheville,54431,Pont-à-Mousson
QP054011,Quartier La Croix De Metz,54528,Toul
QP055001,Côte Sainte-Catherine,55029,Bar-le-Duc
QP055002,Planchettes,55545,Verdun
QP055003,Centre Verdun - Cité verte,55545,Verdun
QP056001,Gumenen Goaner - Parco Pointer,56007,Auray
QP056002,Les 3 K : Kennedy - Kergohic - Kerihouais,56083,Hennebont
QP056003,Centre Ville Kerfrehour,56098,Lanester
QP056004,Kervenanec Nord,56121,Lorient
QP056005,Polygone Frebault,56121,Lorient
QP056006,Bois Du Château,56121,Lorient
QP056007,Kerguillette Petit Paradis,56121,Lorient
QP056008,Kercado,56260,Vannes
QP056009,Ménimur,56260,Vannes
QP057002,La Cité,57058,Behren-lès-Forbach
QP057003,Wiesberg Hommel,57227,Forbach
QP057004,Bellevue,57227,Forbach
QP057016,Quartier Maroc,57160,Creutzwald
QP057017,Quartier Breckelberg Fatima,57160,Creutzwald
QP057005,Quartier Rémelange,57206,Fameck
QP057006,Quartier Ouest,57683,Uckange
QP057014,Cité Du Furst,57224; 57690,Folschviller; Valmont
QP057015,Carrière Wehneck,57606,Saint-Avold
QP057012,La Chapelle,57240; 57332,Freyming-Merlebach; Hombourg-Haut
QP057024,Les Chênes,57332,Hombourg-Haut
QP057013,Quartier République,57269,Guénange
QP057018,Bellecroix,57463,Metz
QP057019,Hauts De Vallières,57463,Metz
QP057020,Borny,57463,Metz
