code,revenu_median,taux_pauvrete,part_monoparental,part_locataires,annee,gini,s80s20
QP057018,11854.0,52.9,21.4,,2014,0.2,3.1
QP057019,11934.0,53.5,23.6,,2014,0.2,2.9
QP057020,12039.0,51.7,17.4,79.8,2014,0.2,3.3
QP057021,12484.0,48.7,,83.9,2014,0.3,3.8
QP057022,12935.0,44.8,15.3,78.6,2014,0.3,4.0
QP057023,12959.0,44.2,15.9,82.3,2014,0.2,3.3
QP057024,13411.0,34.8,,,2014,0.2,3.0
QP058001,12094.0,51.2,18.2,73.8,2014,0.3,4.3
QP058002,12347.0,49.0,20.7,,2014,0.2,3.1
QP058003,12839.0,43.8,19.3,,2014,0.2,3.0
QP058004,12719.0,46.6,18.4,,2014,0.2,3.1
QP058005,12768.0,45.2,20.5,,2014,0.2,3.2
QP059001,14693.0,35.5,,75.3,2014,0.2,2.9
QP059002,13983.0,37.4,23.0,84.2,2014,0.2,2.9
QP059003,13644.0,39.1,,,2014,0.2,2.7
QP059004,11087.0,58.5,24.9,,2014,0.2,2.7
QP059005,12834.0,45.8,18.5,75.6,2014,0.2,3.0
QP059006,13179.0,42.2,15.9,88.8,2014,0.2,2.8
QP059007,12999.0,42.7,18.0,90.0,2014,0.2,2.8
QP059008,11496.0,54.2,22.3,,2014,0.2,3.1
QP059009,11089.0,61.4,23.2,,2014,0.2,2.9
QP059010,13737.0,41.4,,62.8,2014,0.2,3.0
QP059011,13247.0,41.8,22.5,80.4,2014,0.2,2.9
QP059012,14130.0,37.1,18.7,65.4,2014,0.2,3.3
QP059013,12400.0,48.8,22.1,,2014,0.2,2.7
QP059014,12719.0,46.4,23.5,84.2,2014,0.2,3.4
QP059015,10862.0,60.9,19.6,,2014,0.2,3.2
QP059016,10978.0,61.1,19.9,,2014,0.2,2.8
QP059017,10625.0,65.1,23.5,,2014,0.2,2.9
QP059018,11951.0,53.5,23.8,78.5,2014,0.2,3.0
QP059019,12471.0,48.1,17.1,58.0,2014,0.2,3.3
QP059020,13048.0,42.0,22.1,87.1,2014,0.2,3.3
QP059021,13339.0,41.5,16.8,68.3,2014,0.2,3.2
QP059022,12692.0,44.6,15.1,85.9,2014,0.2,2.8
QP059023,12210.0,50.2,21.7,78.1,2014,0.3,4.5
QP059024,12236.0,49.8,25.3,,2014,0.2,3.3
QP059025,13309.0,41.1,16.4,62.6,2014,0.2,3.4
QP059026,14251.0,37.2,,50.6,2014,0.2,3.4
QP059027,13489.0,40.0,18.9,76.4,2014,0.2,3.2
QP059028,13170.0,42.9,20.2,80.8,2014,0.2,2.9
QP059029,13193.0,42.8,27.0,,2014,0.2,2.7
QP059030,11814.0,54.0,21.3,94.8,2014,0.2,3.0
QP059031,12930.0,44.0,22.8,88.4,2014,0.2,3.2
QP059032,13736.0,36.5,,66.7,2014,0.2,3.3
QP059033,13882.0,38.3,19.6,,2014,0.2,2.9
QP059034,14117.0,35.6,17.1,67.7,2014,0.2,3.4
QP059035,13954.0,33.7,19.3,,2014,0.2,3.0
QP059036,13395.0,40.2,16.1,87.3,2014,0.2,2.6
QP059037,13747.0,36.2,,,2014,0.2,2.9
QP059038,12885.0,44.5,,,2014,0.2,2.7
QP059039,13030.0,43.8,,,2014,0.2,2.9
QP059040,12910.0,42.6,17.4,,2014,0.2,2.7
QP059041,12539.0,46.8,26.7,83.1,2014,0.2,2.8
QP059042,13028.0,45.7,21.6,69.7,2014,0.3,4.6
QP059043,14235.0,37.0,20.9,80.5,2014,0.3,3.9
QP059044,12139.0,50.3,21.0,77.6,2014,0.3,3.7
QP059045,13691.0,37.1,19.0,,2014,0.2,2.7
QP059046,13714.0,41.8,16.6,78.2,2014,0.4,5.8
QP059047,12955.0,44.1,26.0,,2014,0.2,3.1
QP059048,12878.0,45.0,22.1,75.4,2014,0.2,3.0
QP059049,13808.0,35.6,,69.9,2014,0.2,3.1
QP059050,12270.0,49.5,17.6,70.7,2014,0.2,3.3
QP059051,12346.0,48.1,21.3,85.3,2014,0.2,2.9
QP059052,12770.0,45.6,18.5,79.6,2014,0.2,2.9
QP059053,13473.0,37.9,16.9,,2014,0.2,2.9
QP059054,12999.0,43.3,17.3,56.0,2014,0.2,2.9
QP059055,13778.0,35.9,16.1,92.4,2014,0.2,2.7
QP059056,13023.0,41.1,17.6,,2014,0.2,3.0
QP059057,13024.0,41.7,24.6,,2014,0.2,2.4
QP059058,14725.0,26.6,,80.7,2014,0.2,2.9
QP059059,13789.0,37.5,,,2014,0.2,2.6
QP059060,12635.0,45.2,20.6,,2014,0.2,2.7
QP059061,12446.0,48.0,20.2,92.6,2014,0.2,2.9
QP059062,13448.0,40.9,18.7,85.9,2014,0.2,3.0
QP059063,14264.0,37.1,17.3,87.9,2014,0.3,4.0
QP059064,12914.0,42.6,19.0,95.0,2014,0.2,2.7
QP059065,12702.0,45.4,20.1,,2014,0.3,3.6
QP059066,12744.0,46.1,22.9,,2014,0.2,3.1
QP059067,13410.0,39.1,22.6,89.0,2014,0.2,3.1
QP059068,13722.0,36.1,21.0,88.5,2014,0.2,2.8
QP059069,13590.0,39.4,18.5,78.4,2014,0.2,3.0
QP059070,13813.0,37.2,22.0,,2014,0.2,2.8
QP059071,13093.0,42.9,21.5,89.2,2014,0.2,2.9
QP059072,13802.0,36.9,20.4,,2014,0.2,2.8
QP059073,12511.0,47.8,21.0,,2014,0.2,3.0
QP059074,12660.0,46.6,16.2,85.3,2014,0.3,3.9
QP059075,14248.0,36.3,15.8,76.1,2014,0.3,4.2
QP059076,13696.0,39.7,20.2,,2014,0.2,3.2
QP059077,13537.0,40.0,19.5,,2014,0.2,2.7
QP059078,13138.0,41.9,18.4,75.0,2014,0.2,3.0
QP059079,12440.0,46.4,25.2,,2014,0.2,2.5
QP059080,13658.0,39.6,20.2,85.0,2014,0.2,3.1
QP059081,12751.0,43.7,25.0,,2014,0.2,3.0
QP059082,12234.0,49.9,19.1,68.0,2014,0.3,3.5
QP059083,12924.0,43.2,21.6,,2014,0.2,2.8
QP059084,12518.0,46.9,23.5,,2014,0.2,2.8
QP059085,14371.0,36.2,16.9,45.6,2014,0.2,3.5
QP059086,14138.0,37.9,16.0,53.8,2014,0.2,3.3
QP059087,11759.0,54.4,23.1,90.6,2014,0.2,3.0
QP059088,14684.0,33.1,14.8,59.7,2014,0.2,3.3
QP059089,13501.0,37.7,19.1,85.8,2014,0.2,2.9
QP059090,13529.0,40.1,21.2,85.3,2014,0.2,3.1
QP059091,14206.0,32.1,22.2,,2014,0.2,2.6
QP060001,12520.0,47.2,17.2,92.2,2014,0.2,3.2
QP060002,12905.0,43.1,18.3,,2014,0.2,2.9
QP060003,12577.0,46.7,15.8,86.7,2014,0.2,3.2
QP060004,13057.0,44.7,15.0,77.0,2014,0.2,3.4
QP060005,14000.0,33.6,19.3,,2014,0.2,2.7
QP060006,12940.0,42.0,22.3,,2014,0.2,3.1
QP060007,12772.0,46.3,20.4,,2014,0.2,3.2
QP060008,14054.0,37.5,21.8,,2014,0.2,2.8
QP060009,12645.0,46.1,22.4,89.4,2014,0.2,3.2
QP060010,12508.0,48.5,26.2,,2014,0.2,3.1
QP060011,12908.0,44.7,21.5,89.0,2014,0.2,3.3
QP060012,13197.0,42.0,24.7,,2014,0.2,3.1
QP060013,12675.0,45.8,20.2,,2014,0.2,2.9
QP060014,13564.0,38.3,26.7,,2014,0.2,2.8
QP060015,14108.0,39.4,17.7,,2014,0.3,4.1
QP060016,14547.0,30.5,18.0,,2014,0.2,2.6
QP060017,12952.0,44.1,19.2,73.9,2014,0.2,3.1
QP060018,11542.0,58.1,22.7,,2014,0.2,3.5
QP061001,13065.0,43.9,19.1,,2014,0.2,3.2
QP061002,13145.0,42.3,17.1,89.7,2014,0.2,3.1
QP061003,12206.0,50.2,21.6,,2014,0.2,2.9
QP061004,12361.0,49.4,17.0,84.2,2014,0.2,2.9
QP061005,11468.0,57.0,21.4,,2014,0.2,2.9
QP061006,11096.0,60.1,22.9,86.2,2014,0.2,3.4
QP061007,12408.0,49.1,24.7,,2014,0.2,3.0
QP062001,13244.0,35.8,,62.9,2014,0.2,2.8
QP062002,13394.0,39.6,16.8,,2014,0.2,2.7
QP062003,13844.0,36.5,17.4,,2014,0.2,2.6
QP062004,13003.0,45.9,18.3,74.9,2014,0.3,3.4
QP062005,13326.0,39.5,14.8,90.9,2014,0.2,2.7
QP062006,13465.0,41.2,,76.8,2014,0.2,3.0
QP062007,13432.0,39.0,16.0,,2014,0.2,2.9
QP062008,12623.0,46.8,20.0,86.3,2014,0.2,3.2
QP062009,13665.0,40.8,14.8,73.1,2014,0.3,3.7
QP062010,12973.0,44.0,16.1,77.8,2014,0.2,3.5
QP062011,12965.0,42.5,17.8,92.3,2014,0.2,3.0
QP062012,13112.0,41.9,18.1,,2014,0.2,2.7
QP062013,13838.0,34.9,13.3,85.8,2014,0.2,2.8
QP062014,12398.0,48.2,17.2,,2014,0.2,2.7
QP062015,12162.0,50.9,22.4,,2014,0.2,3.3
QP062016,13698.0,40.0,14.2,83.0,2014,0.2,2.8
QP062017,12845.0,43.1,18.0,,2014,0.2,2.7
QP062018,13445.0,38.9,17.6,,2014,0.2,2.8
QP062019,11910.0,52.3,19.5,81.3,2014,0.2,2.9
QP062020,12611.0,45.2,17.8,,2014,0.2,2.7
QP062021,12981.0,42.3,17.3,,2014,0.2,2.9
QP062022,13408.0,40.7,14.4,91.1,2014,0.2,2.8
QP062023,12704.0,44.1,16.5,91.7,2014,0.2,2.6
QP062024,12949.0,44.4,16.6,84.6,2014,0.2,3.2
QP062025,11914.0,52.5,21.4,94.5,2014,0.2,3.1
QP062026,13117.0,43.6,15.9,82.1,2014,0.2,3.4
QP062027,12077.0,51.2,20.8,,2014,0.2,2.9
QP062028,12853.0,44.3,17.5,86.9,2014,0.2,3.0
QP062029,13159.0,39.8,17.1,91.5,2014,0.2,2.8
QP062030,11685.0,53.9,23.5,,2014,0.2,2.8
QP062031,12988.0,42.5,16.6,,2014,0.2,2.4
QP062032,13248.0,43.1,17.8,87.6,2014,0.2,3.0
QP062033,12789.0,44.7,17.7,85.5,2014,0.2,3.2
QP062034,12216.0,50.3,,,2014,0.2,2.8
QP062035,13440.0,39.7,15.2,79.6,2014,0.2,2.9
QP062036,11144.0,59.3,25.2,,2014,0.2,2.7
QP062037,13311.0,41.1,18.6,86.2,2014,0.3,4.0
QP062038,13618.0,38.9,,75.1,2014,0.2,2.9
QP062039,12407.0,48.6,23.7,,2014,0.2,3.2
QP062040,13679.0,36.6,,88.3,2014,0.2,2.8
QP062041,12984.0,41.2,18.3,84.3,2014,0.2,2.9
QP062042,11738.0,55.1,29.1,,2014,0.2,3.1
QP062043,12837.0,46.4,21.2,,2014,0.2,3.1
QP062044,12482.0,47.9,20.8,,2014,0.2,2.9
QP062045,12980.0,44.0,16.6,,2014,0.2,2.7
QP062046,12804.0,43.6,17.1,,2014,0.2,2.6
QP062047,12699.0,44.9,17.4,,2014,0.2,2.7
QP062048,13120.0,43.2,16.9,84.7,2014,0.2,3.1
QP062049,13215.0,42.4,18.7,,2014,0.2,2.7
QP062050,12938.0,45.1,16.2,,2014,0.3,4.1
QP062051,12026.0,51.5,24.8,93.1,2014,0.2,2.8
QP062052,14549.0,38.4,13.4,70.3,2014,0.2,3.1
QP062053,13356.0,39.1,16.3,82.7,2014,0.2,2.7
QP062054,12478.0,46.3,22.6,,2014,0.2,2.5
QP062055,12052.0,51.0,19.8,76.3,2014,0.2,3.3
QP062056,11161.0,59.0,24.1,95.0,2014,0.2,2.9
QP062057,13073.0,43.3,19.3,73.2,2014,0.3,3.9
QP062058,13379.0,40.5,18.7,80.2,2014,0.3,4.0
QP062059,12858.0,44.2,,,2014,0.2,2.9
QP062060,12416.0,48.3,25.7,,2014,0.2,3.0
QP062061,12137.0,50.7,22.2,91.9,2014,0.2,3.1
QP062062,12545.0,46.7,23.4,,2014,0.2,3.0
QP062063,13809.0,38.5,18.8,81.2,2014,0.3,3.5
QP062064,12489.0,48.2,21.8,,2014,0.2,2.7
QP063001,13589.0,37.3,,,2014,0.2,2.9
QP063002,11550.0,55.7,17.0,,2014,0.3,3.6
QP063003,11985.0,52.1,12.5,78.9,2014,0.2,3.5
QP063004,12543.0,47.1,16.0,85.8,2014,0.2,3.2
QP063005,13116.0,44.2,15.8,,2014,0.2,2.9
QP063006,13430.0,40.8,21.3,,2014,0.2,2.9
QP063007,13359.0,39.6,15.1,72.5,2014,0.3,3.7
QP064001,14280.0,35.8,17.9,85.4,2014,0.2,3.5
QP064002,13722.0,37.3,19.9,86.4,2014,0.2,2.9
QP064003,13165.0,42.2,21.5,94.0,2014,0.2,3.2
QP064004,11967.0,54.4,17.1,,2014,0.2,2.8
QP065001,11311.0,58.1,24.2,,2014,0.2,3.2
QP065002,12133.0,50.3,20.7,,2014,0.2,3.0
QP065003,14079.0,36.0,16.6,75.1,2014,0.3,3.7
QP065004,13644.0,34.7,18.2,,2014,0.2,2.5
QP066001,13420.0,41.7,18.2,57.6,2014,0.3,3.9
QP066002,13689.0,41.2,19.8,81.8,2014,0.3,3.9
QP066003,12925.0,45.2,22.1,79.9,2014,0.3,3.6
QP066004,10527.0,67.3,20.9,,2014,0.2,2.8
QP066005,10985.0,59.8,20.8,79.5,2014,0.3,3.6
QP066006,10795.0,65.0,20.6,72.6,2014,0.3,3.9
QP066007,13616.0,40.9,16.5,71.5,2014,0.3,4.2
QP066008,11511.0,55.0,17.0,79.1,2014,0.4,6.1
QP066009,11663.0,57.7,,70.9,2014,0.2,2.8
QP066010,10796.0,62.8,25.6,,2014,0.2,2.9
QP067001,14657.0,30.4,20.4,76.1,2014,0.2,3.3
QP067002,13413.0,43.2,22.8,75.9,2014,0.3,3.7
QP067003,14249.0,35.9,15.9,70.8,2014,0.2,3.1
QP067004,12971.0,43.6,19.0,94.9,2014,0.2,2.9
QP067005,11884.0,52.5,20.1,,2014,0.2,3.1
QP067006,13447.0,41.7,22.3,,2014,0.2,2.8
QP067007,14114.0,38.5,15.6,70.2,2014,0.3,3.5
QP067008,13245.0,37.8,18.4,,2014,0.2,2.8
QP067009,13231.0,41.5,17.7,,2014,0.2,2.9
QP067010,13291.0,39.3,17.7,,2014,0.2,2.7
QP067011,12664.0,45.9,17.4,80.0,2014,0.2,3.2
QP067012,13422.0,38.5,15.1,79.7,2014,0.2,3.3
QP067013,12975.0,43.1,15.5,87.2,2014,0.2,3.1
QP067014,12366.0,48.5,17.8,,2014,0.2,3.0
QP067015,13698.0,40.8,13.7,92.4,2014,0.3,4.1
QP067016,12415.0,48.6,22.1,95.0,2014,0.2,3.1
QP067017,13285.0,41.9,17.8,,2014,0.2,2.9
QP067018,13878.0,38.6,14.9,91.4,2014,0.3,4.2
QP067019,12640.0,44.2,26.7,,2014,0.2,2.8
QP067020,12471.0,46.6,21.4,,2014,0.2,3.0
QP067021,14289.0,35.0,15.6,87.1,2014,0.2,3.1
QP068001,11515.0,57.5,13.6,,2014,0.2,3.2
QP068002,12782.0,45.3,18.2,85.7,2014,0.2,3.4
QP068003,12116.0,51.3,17.9,83.7,2014,0.2,3.1
QP068004,12784.0,46.4,15.1,87.0,2014,0.2,2.9
QP068005,12842.0,45.3,13.8,77.5,2014,0.3,4.1
QP068006,13263.0,40.9,16.7,87.0,2014,0.2,3.4
QP068007,14311.0,37.5,,57.0,2014,0.3,3.6
QP068008,13300.0,37.6,15.6,68.8,2014,0.2,3.0
QP068009,14213.0,38.5,13.4,82.5,2014,0.3,4.3
QP068010,13201.0,41.9,,,2014,0.2,3.1
QP069001,14285.0,39.4,15.6,,2014,0.2,3.3
QP069002,13966.0,34.2,18.8,87.0,2014,0.2,3.4
QP069003,14959.0,26.9,,,2014,0.2,3.1
QP069004,14285.0,36.3,15.1,78.7,2014,0.2,3.5
QP069005,13192.0,37.7,,,2014,0.2,2.6
QP069006,13280.0,42.2,19.8,84.3,2014,0.2,3.2
QP069007,12955.0,43.6,12.4,81.2,2014,0.2,3.1
QP069008,12111.0,51.0,17.4,,2014,0.2,2.7
QP069009,13215.0,39.3,17.6,,2014,0.2,2.4
QP069010,12248.0,49.8,13.4,,2014,0.2,3.0
QP069011,13663.0,40.5,14.6,69.0,2014,0.2,3.4
QP069012,12080.0,51.4,19.3,,2014,0.2,3.1
QP069013,11875.0,51.9,14.4,,2014,0.2,3.5
QP069014,13126.0,42.8,18.0,78.6,2014,0.2,3.4
QP069015,12483.0,48.1,17.2,84.6,2014,0.2,3.2
QP069016,13116.0,42.2,18.3,95.0,2014,0.2,2.9
QP069017,14810.0,33.4,21.3,,2014,0.2,3.0
QP069018,12808.0,45.0,16.6,80.8,2014,0.2,3.1
QP069019,14285.0,34.7,16.2,85.8,2014,0.2,3.4
QP069020,14081.0,37.0,14.8,81.6,2014,0.2,3.0
QP069021,13241.0,43.4,,,2014,0.2,3.3
QP069022,14189.0,36.7,15.3,63.2,2014,0.2,3.6
QP069023,13264.0,42.4,16.2,,2014,0.2,3.2
QP069024,12080.0,51.2,16.8,,2014,0.2,3.3
QP069025,14341.0,34.0,18.2,86.6,2014,0.3,3.9
QP069026,13417.0,39.5,21.5,,2014,0.2,2.7
QP069027,14193.0,33.1,21.1,,2014,0.2,2.7
QP069028,14191.0,35.0,18.9,86.8,2014,0.2,3.1
QP069029,14677.0,37.4,,48.7,2014,0.2,3.5
QP069030,13241.0,43.8,17.9,,2014,0.2,3.3
QP069031,13523.0,38.2,17.7,,2014,0.2,3.0
QP069032,13172.0,38.8,21.3,,2014,0.2,2.9
QP069033,12540.0,48.1,18.1,,2014,0.2,3.0
QP069034,13869.0,40.4,17.7,,2014,0.2,3.0
QP069035,14250.0,34.0,16.7,95.0,2014,0.2,3.1
QP069036,13091.0,40.0,14.0,,2014,0.2,3.0
QP069037,13586.0,37.0,16.5,86.9,2014,0.2,3.2
QP069038,13974.0,36.4,17.3,,2014,0.2,2.9
QP069039,13546.0,42.3,15.4,,2014,0.2,3.3
QP069040,14474.0,38.6,,77.4,2014,0.3,3.6
QP069041,14026.0,37.4,17.3,,2014,0.2,3.1
QP069042,13113.0,44.8,,86.3,2014,0.3,5.2
QP069043,13291.0,41.0,,40.8,2014,0.2,3.1
QP070001,12470.0,48.5,17.5,90.8,2014,0.2,2.8
QP070002,12327.0,49.0,17.9,,2014,0.2,3.0
QP070003,12516.0,47.2,19.4,,2014,0.2,2.8
QP070004,12415.0,47.8,19.6,,2014,0.2,2.7
QP070005,12511.0,47.5,19.7,,2014,0.2,2.8
QP071001,12269.0,49.4,18.9,,2014,0.2,3.0
QP071002,11060.0,66.3,,,2014,0.2,2.9
QP071003,12723.0,45.2,19.6,90.5,2014,0.2,2.9
QP071004,12307.0,49.2,,,2014,0.2,2.8
QP071005,13216.0,39.6,14.3,,2014,0.2,2.8
QP071006,13100.0,42.6,16.6,,2014,0.2,2.9
QP071007,13533.0,40.7,18.3,,2014,0.2,2.7
QP071008,13414.0,40.9,14.1,,2014,0.2,2.8
QP071009,12397.0,49.1,,,2014,0.2,3.1
QP071010,14293.0,34.0,,78.9,2014,0.2,3.4
QP071011,13259.0,40.7,15.7,,2014,0.2,2.9
QP071012,13648.0,38.8,,,2014,0.2,3.0
QP071013,13947.0,36.3,18.4,,2014,0.2,2.9
QP072001,13431.0,41.7,20.5,,2014,0.2,2.8
QP072002,13876.0,37.6,17.4,81.3,2014,0.2,3.1
QP072003,12096.0,51.1,27.0,,2014,0.2,2.8
QP072004,12300.0,49.3,17.7,91.0,2014,0.2,3.2
QP072005,11578.0,55.2,22.7,87.9,2014,0.2,3.3
QP072006,11767.0,52.9,21.3,,2014,0.2,3.3
QP072007,13479.0,38.9,21.3,,2014,0.2,2.9
QP073001,14163.0,34.0,19.2,92.5,2014,0.3,3.6
QP073002,13496.0,39.3,14.8,93.7,2014,0.2,3.1
QP073003,15040.0,28.1,16.9,,2014,0.2,3.0
QP073004,12910.0,45.0,15.1,,2014,0.2,2.9
QP074001,13783.0,39.4,17.3,91.3,2014,0.3,3.7
QP074002,12327.0,47.9,15.0,,2014,0.3,4.2
QP074003,14363.0,28.5,,77.6,2014,0.2,2.6
QP074004,13713.0,38.1,,,2014,0.2,3.1
QP074005,11999.0,51.0,15.8,,2014,0.4,6.9
QP074006,14476.0,32.4,16.4,,2014,0.2,2.9
QP075001,15373.0,29.9,20.2,,2014,0.2,3.4
QP075002,16264.0,30.0,15.1,85.2,2014,0.3,5.4
QP075003,14457.0,34.9,,51.8,2014,0.3,4.7
QP075004,14097.0,32.5,20.0,,2014,0.3,4.0
QP075005,,,,,2014,,
QP075006,14605.0,38.4,19.8,,2014,0.3,4.5
QP075007,14426.0,35.8,19.8,,2014,0.3,3.8
QP075008,14375.0,36.3,23.2,,2014,0.3,3.7
QP075009,15348.0,32.6,12.9,87.0,2014,0.3,4.6
QP075010,14453.0,34.7,18.6,94.8,2014,0.3,4.2
QP075011,15437.0,34.4,14.0,81.7,2014,0.3,4.7
QP075012,14147.0,38.7,12.3,71.4,2014,0.3,5.9
QP075013,13337.0,41.3,15.6,,2014,0.2,3.6
QP075014,14130.0,40.0,14.5,87.4,2014,0.3,5.3
QP075015,15144.0,32.6,13.7,88.9,2014,0.3,4.4
QP075016,14526.0,34.9,17.8,93.5,2014,0.3,4.1
QP075017,14183.0,34.3,21.9,,2014,0.3,3.9
QP075018,15196.0,32.3,14.6,,2014,0.3,4.1
QP075019,14588.0,35.1,18.5,,2014,0.3,3.7
QP075020,15451.0,34.6,11.6,76.2,2014,0.4,6.4
QP076001,12480.0,47.2,21.5,,2014,0.2,2.7
QP076002,13077.0,41.9,19.7,,2014,0.2,2.7
QP076003,12915.0,42.4,18.7,,2014,0.2,2.8
QP076004,14001.0,35.2,20.1,,2014,0.2,2.6
QP076005,13280.0,40.2,20.9,85.3,2014,0.2,2.9
QP076006,13312.0,40.5,19.1,89.2,2014,0.2,3.3
QP076007,13054.0,43.1,19.2,,2014,0.2,2.8
QP076008,13202.0,41.9,28.1,,2014,0.2,2.9
QP076009,14840.0,29.0,19.9,82.3,2014,0.2,3.0
QP076010,13221.0,42.1,22.2,89.7,2014,0.2,3.0
QP076011,13163.0,41.2,16.9,,2014,0.2,3.0
QP076012,12711.0,46.7,26.5,,2014,0.2,3.2
QP076013,12882.0,41.7,23.5,,2014,0.2,2.8
QP076014,13297.0,41.7,19.7,93.1,2014,0.2,3.3
QP076015,12833.0,44.0,20.2,,2014,0.2,2.6
QP076016,13923.0,35.9,20.6,,2014,0.2,3.2
QP076017,13681.0,38.3,23.5,,2014,0.2,3.2
QP076018,12485.0,47.7,22.2,,2014,0.2,2.8
QP076019,13158.0,40.7,22.5,,2014,0.2,2.9
QP076020,12636.0,45.7,20.3,87.9,2014,0.2,3.2
QP076021,12265.0,49.1,19.3,,2014,0.2,3.1
QP076022,11439.0,56.0,23.0,95.0,2014,0.2,3.3
QP076023,11606.0,56.0,13.6,87.5,2014,0.2,3.2
QP076024,14152.0,36.8,,80.2,2014,0.2,3.1
QP076025,14039.0,35.4,20.4,83.0,2014,0.2,2.9
QP076026,13198.0,39.7,20.9,,2014,0.2,2.8
QP076027,13145.0,43.4,19.8,,2014,0.2,3.3
QP076028,13756.0,37.7,20.1,,2014,0.2,2.7
QP077001,13707.0,34.7,25.7,,2014,0.2,2.9
QP077002,14743.0,31.2,12.7,47.1,2014,0.2,3.1
QP077003,13282.0,40.6,,,2014,0.2,2.7
QP077004,14328.0,33.2,21.4,,2014,0.2,2.9
QP077005,14568.0,31.7,21.4,,2014,0.2,3.1
QP077006,14982.0,29.7,19.8,83.4,2014,0.2,3.1
QP077007,15417.0,31.3,17.8,72.5,2014,0.3,3.8
QP077008,14237.0,34.3,19.3,85.1,2014,0.2,3.1
QP077009,14232.0,34.6,24.1,85.2,2014,0.2,3.2
QP077010,14004.0,36.2,17.1,92.3,2014,0.2,3.2
QP077011,13310.0,39.3,19.2,87.5,2014,0.2,2.8
QP077012,14923.0,30.6,20.0,85.5,2014,0.2,3.0
QP077013,13439.0,39.6,19.5,93.1,2014,0.2,3.2
QP077014,11859.0,53.4,19.0,95.0,2014,0.2,3.2
QP077015,13290.0,42.4,17.3,49.5,2014,0.3,4.1
QP077016,14361.0,38.0,19.4,,2014,0.2,3.3
QP077017,12609.0,47.4,18.1,,2014,0.2,3.2
QP077018,15260.0,29.5,25.4,,2014,0.2,2.7
QP077019,13782.0,37.9,26.7,,2014,0.2,2.9
QP077020,13391.0,39.3,21.2,,2014,0.2,2.8
QP077021,15411.0,31.8,20.2,85.3,2014,0.2,3.7
QP077022,14979.0,30.5,23.0,81.9,2014,0.2,3.3
QP077023,15122.0,27.7,19.3,79.9,2014,0.2,3.1
QP077024,15271.0,27.5,,59.8,2014,0.2,3.4
QP078001,12890.0,45.3,14.3,84.5,2014,0.2,3.3
QP078002,13301.0,41.3,19.0,,2014,0.2,3.2
QP078003,13787.0,33.3,,,2014,0.2,2.8
QP078004,14582.0,33.6,16.6,89.6,2014,0.3,3.9
QP078005,15217.0,26.6,23.3,,2014,0.2,3.0
QP078006,14862.0,30.2,16.2,86.3,2014,0.2,3.1
QP078007,14637.0,32.3,15.4,,2014,0.2,3.5
QP078008,14581.0,34.2,17.3,,2014,0.2,3.8
QP078009,13753.0,36.7,17.0,,2014,0.2,3.3
QP078010,14185.0,34.0,22.2,,2014,0.2,3.0
QP078011,13616.0,38.8,18.5,95.0,2014,0.2,3.0
QP078012,14668.0,34.5,17.8,,2014,0.2,3.2
QP078013,14139.0,36.3,17.8,,2014,0.2,3.0
QP078014,15367.0,23.9,20.7,,2014,0.2,2.7
QP078015,15087.0,28.9,18.0,81.8,2014,0.2,3.3
QP078016,16084.0,,,,2014,0.2,3.3
QP078017,13490.0,39.5,17.8,,2014,0.2,3.1
QP078018,15595.0,25.6,22.5,,2014,0.2,3.0
QP078019,14716.0,32.1,15.5,92.6,2014,0.2,3.1
QP078020,14417.0,35.0,20.9,,2014,0.2,3.2
QP078021,13217.0,41.9,16.8,92.6,2014,0.2,3.1
QP078022,15756.0,30.9,17.3,73.0,2014,0.2,3.6
QP079001,11637.0,56.5,22.8,,2014,0.2,3.1
QP079002,12693.0,45.5,19.0,,2014,0.2,3.5
QP079003,13813.0,39.4,17.4,81.1,2014,0.3,4.7
QP079004,13484.0,37.6,15.9,,2014,0.2,3.0
QP079005,13199.0,42.8,16.1,75.7,2014,0.2,3.5
QP080001,11444.0,57.0,23.4,,2014,0.2,2.9
QP080002,13048.0,44.6,26.1,,2014,0.2,2.8
QP080003,11936.0,52.1,21.5,90.5,2014,0.2,3.2
QP080004,12029.0,51.4,20.9,,2014,0.2,3.5
QP080005,13213.0,42.0,28.4,,2014,0.2,3.0
QP080006,14099.0,37.4,17.3,,2014,0.3,3.7
QP080007,11040.0,59.6,30.1,,2014,0.2,2.9
QP080008,12434.0,48.9,23.9,88.0,2014,0.2,3.3
QP080009,13283.0,37.8,,,2014,0.2,3.1
QP081001,11888.0,53.7,,80.4,2014,0.2,3.1
QP081002,11059.0,60.9,22.6,,2014,0.2,3.4
QP081003,11805.0,53.7,24.8,,2014,0.2,2.6
QP081004,12768.0,45.1,21.2,84.4,2014,0.2,3.0
QP081005,14274.0,34.3,15.5,85.0,2014,0.3,4.6
QP081006,10644.0,65.0,23.0,,2014,0.2,2.9
QP081007,13002.0,42.1,21.9,85.3,2014,0.2,3.5
QP081008,11811.0,53.0,26.8,,2014,0.2,3.2
QP081009,13496.0,40.8,13.9,88.5,2014,0.2,3.3
QP081010,12970.0,43.9,15.6,76.1,2014,0.3,4.1
QP081011,13197.0,42.7,15.7,63.7,2014,0.3,3.8
QP082001,14484.0,37.5,13.9,80.8,2014,0.3,5.2
QP082002,12881.0,45.1,20.2,79.3,2014,0.3,3.7
