code,revenu_median,taux_pauvrete,part_monoparental,part_locataires,annee,gini,s80s20
QP029006,13222.0,42.1,26.1,,2013,0.2,3.2
QP029007,12878.0,42.1,18.9,,2013,0.2,2.7
QP029008,12952.0,40.6,15.1,,2013,0.2,3.3
QP029009,12699.0,45.5,19.4,,2013,0.2,3.1
QP02A001,12858.0,41.8,,,2013,0.2,2.7
QP02A002,14812.0,27.4,23.6,,2013,0.2,2.8
QP02A003,14834.0,30.2,,61.6,2013,0.2,2.9
QP02B001,13778.0,35.4,22.1,,2013,0.2,3.2
QP02B002,14369.0,40.0,12.3,59.1,2013,0.4,6.7
QP030001,12540.0,46.4,18.1,85.2,2013,0.3,3.6
QP030002,12981.0,42.3,16.1,75.6,2013,0.3,4.1
QP030003,10213.0,68.7,18.4,85.0,2013,0.2,3.2
QP030004,12747.0,45.0,15.9,81.4,2013,0.3,4.7
QP030005,10978.0,59.0,17.3,90.0,2013,0.2,3.4
QP030006,11551.0,53.8,17.8,91.4,2013,0.2,3.4
QP030007,13676.0,36.2,21.2,80.0,2013,0.2,3.2
QP030008,11913.0,50.9,19.2,66.8,2013,0.2,3.4
QP030009,11429.0,55.9,12.2,74.6,2013,0.3,3.8
QP030010,11912.0,51.8,16.4,93.4,2013,0.2,3.2
QP030011,12868.0,43.5,15.5,65.6,2013,0.3,4.1
QP030012,12353.0,47.0,14.7,,2013,0.2,3.0
QP030013,12577.0,46.9,14.6,70.1,2013,0.3,4.0
QP030014,12719.0,44.4,16.5,69.4,2013,0.3,3.9
QP030015,11989.0,51.2,20.0,,2013,0.2,2.9
QP030016,12657.0,45.5,14.1,75.3,2013,0.2,3.4
QP030017,10676.0,58.8,,63.6,2013,0.3,3.6
QP030018,13644.0,39.0,18.8,71.9,2013,0.3,3.6
QP031001,13566.0,35.0,22.7,89.4,2013,0.2,2.9
QP031002,14704.0,32.1,18.5,81.4,2013,0.3,4.5
QP031003,14430.0,34.9,14.1,79.0,2013,0.3,4.8
QP031004,13252.0,41.7,25.9,,2013,0.2,3.3
QP031005,14703.0,33.7,21.3,79.2,2013,0.2,3.5
QP031006,12997.0,41.3,14.5,,2013,0.2,3.6
QP031007,12509.0,46.4,15.7,81.2,2013,0.2,3.5
QP031008,15303.0,32.2,12.9,73.2,2013,0.3,4.9
QP031009,12882.0,42.8,23.9,,2013,0.2,2.9
QP031010,12942.0,43.2,15.4,93.9,2013,0.2,3.4
QP031011,13185.0,41.1,16.7,82.6,2013,0.3,3.6
QP031012,13512.0,36.5,17.7,,2013,0.2,3.2
QP031013,14946.0,27.3,24.8,,2013,0.2,2.8
QP031014,13984.0,36.3,20.2,,2013,0.2,3.4
QP031015,13141.0,40.7,,,2013,0.3,4.1
QP031016,13577.0,37.5,24.2,,2013,0.2,3.2
QP031017,13743.0,35.8,19.9,,2013,0.2,2.9
QP031018,13400.0,40.2,,,2013,0.3,4.0
QP031019,14090.0,31.9,21.0,77.4,2013,0.2,3.5
QP032001,11939.0,51.3,22.8,,2013,0.2,3.0
QP033001,13972.0,31.1,32.0,,2013,0.2,2.8
QP033002,13999.0,33.7,21.8,,2013,0.2,2.8
QP033003,13953.0,36.3,23.9,,2013,0.2,3.4
QP033004,13553.0,39.5,12.4,69.8,2013,0.3,4.7
QP033005,14164.0,34.1,19.1,,2013,0.2,2.7
QP033006,14523.0,32.9,21.0,,2013,0.2,2.9
QP033007,12098.0,50.0,21.0,,2013,0.2,2.8
QP033008,14839.0,34.7,8.7,84.3,2013,0.3,5.3
QP033009,12760.0,43.6,19.9,,2013,0.2,3.2
QP033010,14696.0,31.5,15.5,83.7,2013,0.2,3.3
QP033011,14186.0,35.5,20.6,72.4,2013,0.2,3.4
QP033012,13359.0,38.9,19.9,89.5,2013,0.2,3.1
QP033013,13657.0,35.6,25.3,,2013,0.2,3.0
QP033014,13780.0,35.5,20.5,,2013,0.2,3.0
QP033015,13975.0,33.8,27.9,,2013,0.2,2.6
QP033016,13431.0,37.8,21.2,,2013,0.2,2.9
QP033017,13192.0,39.7,19.1,92.4,2013,0.2,2.9
QP033018,14582.0,32.1,17.5,78.1,2013,0.2,3.1
QP033019,14130.0,34.7,,,2013,0.2,3.6
QP033020,13717.0,36.2,24.1,,2013,0.2,2.9
QP033021,13768.0,35.8,19.9,91.6,2013,0.2,3.0
QP033022,13683.0,35.6,20.8,89.0,2013,0.2,3.2
QP033023,14920.0,28.5,,,2013,0.2,3.1
QP034001,11379.0,55.0,15.3,76.6,2013,0.3,5.0
QP034002,11617.0,54.2,19.2,,2013,0.2,3.2
QP034003,10942.0,62.2,17.4,92.4,2013,0.2,3.3
QP034004,13899.0,36.4,15.3,71.2,2013,0.2,3.3
QP034005,11243.0,58.4,17.7,84.5,2013,0.2,3.0
QP034006,11210.0,57.8,12.0,83.4,2013,0.2,3.5
QP034007,12632.0,44.7,23.9,,2013,0.2,2.9
QP034008,12577.0,46.9,11.7,67.3,2013,0.3,4.2
QP034009,11790.0,52.0,30.8,,2013,0.3,3.7
QP034010,13413.0,43.1,12.4,70.9,2013,0.4,6.3
QP034011,13969.0,32.2,27.9,,2013,0.2,2.6
QP034012,13787.0,38.9,21.3,77.6,2013,0.2,3.2
QP034013,13368.0,38.9,22.3,,2013,0.2,2.7
QP034014,12805.0,43.1,18.5,,2013,0.3,3.9
QP034015,13519.0,39.6,,,2013,0.3,4.5
QP034016,12644.0,43.6,24.7,,2013,0.2,2.9
QP034017,11172.0,60.5,22.4,,2013,0.2,2.7
QP034018,13469.0,40.3,16.6,64.0,2013,0.3,4.2
QP034019,12556.0,45.9,18.5,67.3,2013,0.3,4.2
QP034020,13697.0,39.9,16.3,64.7,2013,0.3,3.6
QP034021,12566.0,46.3,17.2,75.6,2013,0.3,4.1
QP034022,12669.0,46.0,15.6,70.5,2013,0.3,3.8
QP035001,13136.0,39.6,19.7,88.6,2013,0.2,3.1
QP035002,13333.0,41.6,15.8,84.4,2013,0.2,3.5
QP035003,13460.0,41.0,17.1,81.9,2013,0.2,3.4
QP035004,12611.0,45.4,17.2,95.0,2013,0.2,3.6
QP035005,12924.0,43.3,16.0,78.9,2013,0.2,3.3
QP035006,12976.0,40.7,19.8,,2013,0.2,3.0
QP035007,13340.0,38.3,,,2013,0.2,2.8
QP036001,12715.0,44.9,18.1,,2013,0.2,2.7
QP036002,11909.0,51.0,21.9,94.5,2013,0.2,3.1
QP036003,14160.0,35.5,20.3,80.4,2013,0.2,3.4
QP036004,13275.0,44.0,20.7,86.5,2013,0.2,3.2
QP037001,13422.0,34.7,,,2013,0.2,2.7
QP037002,12514.0,46.8,19.0,84.7,2013,0.2,2.9
QP037003,13903.0,37.4,15.5,80.6,2013,0.3,3.9
QP037004,14231.0,34.2,15.2,74.0,2013,0.2,3.2
QP037005,12411.0,47.4,17.2,,2013,0.2,3.0
QP037006,12252.0,48.4,17.6,,2013,0.2,3.0
QP037007,13735.0,36.9,20.5,,2013,0.2,3.0
QP037008,13619.0,34.5,21.1,,2013,0.2,2.7
QP037009,11753.0,52.8,19.9,,2013,0.2,3.2
QP037010,13734.0,37.5,24.5,,2013,0.2,2.9
QP037011,13068.0,41.1,15.8,,2013,0.2,2.9
QP037012,14039.0,35.0,21.6,,2013,0.2,2.6
QP038001,13991.0,35.2,18.2,,2013,0.2,2.7
QP038002,13029.0,44.1,,,2013,0.3,3.8
QP038003,12748.0,44.4,16.9,85.3,2013,0.2,3.1
QP038004,14004.0,35.8,23.7,,2013,0.2,2.8
QP038005,14328.0,29.3,14.1,84.6,2013,0.2,3.0
QP038006,12649.0,45.2,15.8,,2013,0.2,3.0
QP038007,13372.0,40.5,17.0,74.4,2013,0.3,3.7
QP038008,12808.0,43.5,18.7,94.2,2013,0.2,3.2
QP038009,13232.0,41.4,14.8,82.8,2013,0.3,5.0
QP038010,14255.0,32.0,18.9,82.8,2013,0.2,2.8
QP038011,14266.0,31.2,14.4,81.7,2013,0.2,3.6
QP038012,13567.0,39.3,24.4,,2013,0.2,2.8
QP038013,12436.0,46.5,17.1,,2013,0.2,2.8
QP038014,14025.0,34.1,25.0,,2013,0.2,2.8
QP038015,12956.0,41.3,19.5,,2013,0.2,2.9
QP038016,13092.0,39.5,19.0,89.5,2013,0.2,3.2
QP038017,13713.0,40.5,16.7,80.3,2013,0.3,3.6
QP038018,12838.0,43.8,,75.0,2013,0.2,3.4
QP038019,13795.0,38.8,,67.5,2013,0.3,3.8
QP038020,13947.0,33.5,,,2013,0.2,2.9
QP038021,14029.0,35.7,17.9,,2013,0.2,3.2
QP038022,12872.0,42.8,,,2013,0.2,2.7
QP038023,13424.0,38.2,14.5,,2013,0.2,2.9
QP038024,12151.0,49.4,12.9,84.6,2013,0.3,3.7
QP038025,13701.0,38.1,15.0,,2013,0.2,3.2
QP038026,13534.0,40.9,15.5,79.1,2013,0.2,3.4
QP039001,11437.0,56.5,17.5,91.4,2013,0.2,3.3
QP039002,13005.0,42.9,18.7,89.3,2013,0.2,3.4
QP039003,12553.0,46.0,,,2013,0.2,2.8
QP039004,13422.0,40.2,,,2013,0.2,2.9
QP040001,14231.0,32.6,14.7,,2013,0.3,3.6
QP040002,13645.0,36.6,25.7,,2013,0.2,3.0
QP040003,13935.0,33.7,19.6,76.2,2013,0.2,3.2
QP040004,12563.0,46.3,22.7,,2013,0.2,2.9
QP040005,13629.0,41.9,23.6,,2013,0.3,3.8
QP041001,11855.0,51.9,18.1,91.9,2013,0.2,3.3
QP041002,11644.0,52.6,17.5,,2013,0.2,3.2
QP041003,11543.0,54.7,17.9,,2013,0.2,3.5
QP042001,13337.0,40.9,21.9,,2013,0.2,2.9
QP042002,13869.0,34.3,13.3,76.5,2013,0.2,2.9
QP042003,12528.0,45.7,,,2013,0.2,2.9
QP042004,13600.0,40.8,16.8,82.6,2013,0.2,3.0
QP042005,14287.0,35.0,17.4,,2013,0.2,2.9
QP042006,12870.0,43.3,15.4,86.8,2013,0.2,3.1
QP042007,12679.0,44.2,,,2013,0.2,2.7
QP042008,12876.0,44.6,14.8,70.6,2013,0.2,3.5
QP042009,14396.0,33.3,11.3,72.8,2013,0.2,3.5
QP042010,12823.0,44.3,,77.4,2013,0.2,3.6
QP042011,13148.0,41.9,12.1,59.0,2013,0.2,3.1
QP042012,12867.0,43.2,13.5,72.3,2013,0.3,3.8
QP042013,12889.0,43.9,10.9,79.1,2013,0.2,3.1
QP042014,13590.0,38.2,11.9,70.9,2013,0.3,4.0
QP042015,11799.0,53.4,20.2,,2013,0.2,2.7
QP042016,13997.0,34.9,16.4,,2013,0.2,2.8
QP042017,13207.0,39.3,18.4,,2013,0.2,2.8
QP042018,11684.0,52.1,13.7,78.4,2013,0.2,3.6
QP042019,12308.0,48.8,16.4,72.9,2013,0.3,3.7
QP043001,12918.0,43.6,15.6,,2013,0.2,3.5
QP043002,14044.0,37.1,,78.5,2013,0.2,2.9
QP044001,13417.0,37.9,21.7,85.0,2013,0.2,3.1
QP044002,12307.0,47.1,23.2,,2013,0.2,3.3
QP044003,11808.0,53.3,18.3,,2013,0.2,3.6
QP044004,12333.0,46.6,,,2013,0.2,3.3
QP044005,13924.0,35.4,16.7,74.6,2013,0.2,3.3
QP044006,12305.0,48.1,20.3,,2013,0.2,3.0
QP044007,13166.0,40.6,22.9,,2013,0.2,3.0
QP044008,13172.0,40.8,18.2,95.0,2013,0.2,3.1
QP044009,12843.0,42.8,15.0,,2013,0.2,2.7
QP044010,13093.0,40.9,22.7,,2013,0.2,2.8
QP044011,13208.0,40.4,21.2,,2013,0.2,2.9
QP044012,13280.0,41.6,17.7,,2013,0.2,2.9
QP044013,13093.0,40.4,20.0,,2013,0.2,2.9
QP044014,12317.0,48.3,17.3,94.8,2013,0.2,3.2
QP044015,13035.0,40.8,23.8,,2013,0.2,2.6
QP044016,13661.0,35.2,,,2013,0.2,3.2
QP044017,13673.0,39.6,19.4,,2013,0.2,3.0
QP044018,14578.0,32.5,22.4,75.7,2013,0.2,3.2
QP044019,11433.0,55.2,18.7,,2013,0.2,3.0
QP045001,13778.0,34.5,19.2,,2013,0.2,2.9
QP045002,12165.0,49.6,,75.8,2013,0.2,3.0
QP045003,11673.0,54.2,17.5,90.6,2013,0.2,3.2
QP045004,13870.0,37.5,13.7,83.3,2013,0.2,3.4
QP045005,11701.0,53.0,18.8,87.7,2013,0.2,3.2
QP045006,13539.0,41.2,20.5,,2013,0.2,3.4
QP045007,12649.0,46.9,24.6,,2013,0.2,3.4
QP045008,13917.0,30.2,,70.1,2013,0.2,3.6
QP045009,14066.0,29.5,24.5,,2013,0.2,2.7
QP045010,12867.0,42.8,15.6,87.7,2013,0.2,3.3
QP045011,12684.0,46.1,14.4,85.6,2013,0.3,3.8
QP045012,14223.0,34.4,24.1,,2013,0.2,3.1
QP045013,13475.0,39.7,,,2013,0.3,3.7
QP045014,11303.0,56.2,17.7,76.8,2013,0.2,3.3
QP045015,13708.0,37.1,14.6,80.3,2013,0.2,3.7
QP045016,10944.0,61.5,15.7,,2013,0.2,3.0
QP045017,12293.0,48.1,17.8,,2013,0.2,3.3
QP045018,13034.0,41.1,23.6,,2013,0.2,2.9
QP045019,11625.0,56.0,,,2013,0.2,3.4
QP046001,13896.0,39.0,22.2,,2013,0.3,3.7
QP047001,12092.0,50.7,24.8,,2013,0.2,2.7
QP047002,10952.0,61.5,22.6,,2013,0.2,2.9
QP047003,14263.0,34.7,15.3,77.8,2013,0.3,4.5
QP047004,13404.0,43.6,,71.7,2013,0.3,4.6
QP047005,13751.0,37.8,12.8,77.5,2013,0.3,4.1
QP047006,12539.0,48.4,15.0,81.4,2013,0.2,3.5
QP047007,13948.0,37.0,16.4,68.8,2013,0.3,4.0
QP049001,13513.0,39.2,21.1,93.9,2013,0.2,3.1
QP049002,12895.0,43.9,18.7,90.6,2013,0.2,3.1
QP049003,12102.0,50.9,16.2,,2013,0.2,3.4
QP049004,12844.0,45.6,22.9,,2013,0.2,2.9
QP049005,12648.0,44.9,20.7,92.8,2013,0.2,2.9
QP049006,14145.0,31.9,21.0,,2013,0.2,2.6
QP049007,13163.0,40.5,21.1,,2013,0.2,2.8
QP049008,12523.0,45.8,15.9,,2013,0.2,3.0
QP049009,12172.0,49.1,22.1,,2013,0.2,2.8
QP049010,12277.0,48.2,16.4,,2013,0.2,2.8
QP049011,13254.0,41.1,18.7,82.2,2013,0.2,2.8
QP049012,13903.0,36.6,21.9,,2013,0.2,3.0
QP049013,13126.0,41.3,22.8,88.0,2013,0.2,3.0
QP050001,14034.0,34.7,17.2,,2013,0.2,3.1
QP050002,13944.0,35.1,16.8,87.9,2013,0.2,3.2
QP050003,13525.0,38.3,15.3,,2013,0.2,3.4
QP050004,13087.0,39.8,23.5,,2013,0.2,2.9
QP050005,12742.0,45.1,19.3,94.4,2013,0.2,3.2
QP050006,13869.0,35.8,21.4,,2013,0.2,2.8
QP050007,14364.0,35.3,16.9,,2013,0.3,3.9
QP051001,12628.0,45.5,18.6,92.2,2013,0.2,3.0
QP051002,12609.0,46.5,22.6,,2013,0.2,3.1
QP051003,10940.0,59.1,24.6,,2013,0.2,3.2
QP051004,13326.0,39.4,20.6,93.4,2013,0.2,3.1
QP051005,12685.0,45.8,19.6,85.8,2013,0.2,3.1
QP051006,13528.0,38.1,23.2,,2013,0.2,3.1
QP051007,13019.0,43.5,22.9,,2013,0.2,3.3
QP051008,13706.0,40.8,19.4,,2013,0.2,3.4
QP051009,13034.0,43.9,15.1,85.2,2013,0.2,3.2
QP051010,13115.0,40.3,16.5,,2013,0.2,2.8
QP051011,11761.0,52.4,16.4,,2013,0.2,2.9
QP051012,12804.0,44.4,19.2,,2013,0.2,2.9
QP052001,12434.0,46.1,19.3,,2013,0.2,3.1
QP052002,13423.0,39.7,16.8,,2013,0.2,3.0
QP052003,11517.0,55.5,21.8,,2013,0.2,3.2
QP052004,12288.0,48.7,17.5,95.0,2013,0.2,3.1
QP053001,12310.0,47.8,18.3,,2013,0.2,2.8
QP053002,11502.0,57.2,21.3,,2013,0.2,2.9
QP053003,13618.0,40.3,17.8,80.7,2013,0.2,3.2
QP054001,14179.0,31.8,22.8,,2013,0.2,2.7
QP054002,12953.0,42.1,21.8,82.3,2013,0.3,3.8
QP054003,13837.0,38.3,16.3,70.1,2013,0.3,4.6
QP054004,13048.0,43.6,15.0,,2013,0.3,4.1
QP054005,12814.0,42.7,16.5,85.5,2013,0.3,4.1
QP054006,13320.0,41.3,19.6,,2013,0.2,3.0
QP054007,14387.0,32.0,19.5,,2013,0.2,3.4
QP054008,13891.0,35.9,,80.2,2013,0.3,3.9
QP054009,13808.0,40.5,18.1,82.7,2013,0.3,4.1
QP054010,11535.0,54.7,22.7,,2013,0.2,2.9
QP054011,12281.0,48.0,17.3,,2013,0.2,2.9
QP054012,11326.0,57.6,15.1,,2013,0.2,2.7
QP054013,12852.0,44.2,18.7,90.2,2013,0.2,3.4
QP054014,12834.0,44.0,26.2,,2013,0.2,2.9
QP054015,11413.0,55.3,17.7,91.3,2013,0.2,3.3
QP054016,13206.0,42.3,17.3,82.5,2013,0.2,3.5
QP054017,14834.0,35.8,13.3,81.8,2013,0.3,4.7
QP054018,13327.0,41.6,18.7,81.0,2013,0.2,3.1
QP055001,13197.0,40.3,16.0,,2013,0.2,3.2
QP055002,10582.0,59.6,27.4,,2013,0.2,2.9
QP055003,14029.0,40.0,19.2,86.8,2013,0.3,4.3
QP056001,12609.0,46.4,25.8,,2013,0.2,2.9
QP056002,13014.0,41.4,26.8,,2013,0.2,3.0
QP056003,13205.0,37.6,21.7,,2013,0.2,3.1
QP056004,13380.0,41.6,17.3,75.1,2013,0.2,3.5
QP056005,12879.0,42.9,15.8,,2013,0.2,3.7
QP056006,11506.0,55.9,22.9,,2013,0.2,3.2
QP056007,12752.0,46.1,25.2,,2013,0.2,2.8
QP056008,11982.0,50.8,23.8,82.3,2013,0.2,3.4
QP056009,11809.0,52.1,22.5,,2013,0.2,3.0
QP057001,14624.0,30.1,14.8,78.2,2013,0.3,3.8
QP057002,13122.0,42.0,13.6,95.0,2013,0.2,2.8
QP057003,12207.0,48.3,14.4,86.6,2013,0.2,2.9
QP057004,11709.0,54.5,23.3,81.3,2013,0.2,3.5
QP057005,13069.0,41.2,19.3,90.7,2013,0.2,3.0
QP057006,12219.0,49.1,16.1,85.7,2013,0.2,3.2
QP057007,12986.0,41.3,19.6,,2013,0.2,3.2
QP057008,12244.0,48.1,17.6,,2013,0.2,3.0
QP057009,12573.0,45.0,22.9,73.7,2013,0.2,3.3
QP057010,11540.0,55.2,27.9,,2013,0.2,3.0
QP057011,13680.0,39.8,17.4,82.1,2013,0.3,4.1
QP057012,12613.0,44.9,15.9,,2013,0.2,2.6
QP057013,14459.0,31.6,22.4,,2013,0.2,2.8
QP057014,13150.0,38.8,17.6,,2013,0.2,2.7
QP057015,12848.0,43.8,16.7,86.5,2013,0.2,3.1
QP057016,12944.0,42.3,,,2013,0.2,3.0
QP057017,12813.0,44.5,13.2,,2013,0.2,3.1
QP057018,11954.0,51.3,23.9,,2013,0.2,3.0
QP057019,11937.0,51.0,24.7,,2013,0.2,3.1
QP057020,11996.0,51.4,17.7,79.4,2013,0.2,3.2
QP057021,12749.0,43.6,,84.0,2013,0.3,3.6
QP057022,13427.0,41.0,15.2,79.5,2013,0.3,3.8
QP057023,13078.0,41.3,15.0,82.6,2013,0.2,3.2
QP057024,13271.0,37.5,,,2013,0.2,2.8
QP058001,11647.0,53.2,15.6,73.2,2013,0.3,4.6
QP058002,12149.0,49.9,20.6,,2013,0.2,3.3
QP058003,12518.0,46.4,19.3,,2013,0.2,2.8
QP058004,12365.0,48.9,21.2,,2013,0.2,3.3
QP058005,12774.0,44.7,21.1,,2013,0.2,3.0
QP059001,13906.0,36.1,,75.2,2013,0.2,3.0
QP059002,13438.0,38.1,22.3,84.5,2013,0.2,3.0
QP059003,13530.0,39.5,,,2013,0.2,2.8
QP059004,11124.0,58.8,23.4,,2013,0.2,2.7
QP059005,12595.0,46.1,17.0,74.7,2013,0.2,3.2
QP059006,12881.0,44.1,15.0,89.0,2013,0.2,2.8
QP059007,13123.0,42.3,18.4,89.9,2013,0.2,2.9
QP059008,12084.0,50.1,19.8,,2013,0.2,3.1
QP059009,11210.0,58.0,23.9,,2013,0.2,2.9
QP059010,14039.0,39.6,,62.9,2013,0.2,3.3
QP059011,13190.0,41.4,23.1,81.4,2013,0.2,3.0
QP059012,13470.0,37.1,19.2,66.7,2013,0.2,3.2
QP059013,11931.0,52.1,21.5,,2013,0.2,2.6
QP059014,12846.0,43.8,24.2,84.0,2013,0.3,3.4
QP059015,10960.0,57.6,19.5,,2013,0.2,3.0
QP059016,11275.0,57.4,20.5,,2013,0.2,3.0
QP059017,10277.0,65.4,25.0,,2013,0.2,2.9
QP059018,11734.0,54.3,24.5,76.4,2013,0.2,3.0
QP059019,12363.0,47.8,17.4,58.3,2013,0.2,3.3
QP059020,13219.0,41.6,21.0,,2013,0.2,3.3
QP059021,13277.0,40.8,16.2,68.2,2013,0.2,3.3
QP059022,12633.0,44.8,15.0,86.8,2013,0.2,2.8
QP059023,12143.0,49.7,22.9,77.8,2013,0.3,4.4
QP059024,11545.0,52.4,23.0,,2013,0.2,3.3
QP059025,13201.0,42.7,15.1,61.3,2013,0.2,3.5
QP059026,13322.0,38.0,,52.0,2013,0.2,3.3
QP059027,13051.0,42.3,17.9,75.7,2013,0.2,3.2
QP059028,12887.0,44.2,20.2,82.1,2013,0.2,2.8
QP059029,12910.0,43.2,26.7,,2013,0.2,2.9
QP059030,11754.0,54.4,21.2,,2013,0.2,2.9
QP059031,12427.0,46.8,21.6,88.3,2013,0.2,3.3
QP059032,13672.0,38.9,,66.9,2013,0.2,3.0
QP059033,14000.0,34.4,19.1,,2013,0.2,2.8
QP059034,13859.0,37.1,17.2,68.2,2013,0.2,3.5
QP059035,13433.0,37.9,20.3,,2013,0.2,3.0
QP059036,13365.0,40.6,16.2,87.6,2013,0.2,2.5
QP059037,13482.0,37.4,,,2013,0.2,2.9
QP059038,13064.0,40.1,15.6,,2013,0.2,2.9
QP059039,12570.0,45.9,,,2013,0.2,2.8
QP059040,12841.0,41.4,15.7,,2013,0.2,2.7
QP059041,12439.0,47.9,25.7,81.8,2013,0.2,3.0
QP059042,13254.0,43.5,22.3,70.3,2013,0.3,4.8
QP059043,14339.0,34.3,20.4,81.8,2013,0.3,3.5
QP059044,12117.0,49.9,22.1,77.5,2013,0.3,3.7
QP059045,13592.0,38.0,18.2,,2013,0.2,2.8
QP059046,13729.0,41.1,18.0,78.8,2013,0.3,5.6
QP059047,12595.0,44.6,26.0,,2013,0.2,3.2
QP059048,12572.0,46.8,22.8,75.2,2013,0.2,3.0
QP059049,13386.0,38.6,,69.3,2013,0.2,3.1
QP059050,12213.0,49.1,18.3,70.6,2013,0.2,3.4
QP059051,12194.0,49.5,22.3,85.5,2013,0.2,2.9
QP059052,12319.0,47.8,18.3,79.7,2013,0.2,3.0
QP059053,13660.0,36.4,,,2013,0.2,3.0
QP059054,13151.0,42.2,,53.5,2013,0.2,3.0
QP059055,13548.0,37.5,15.7,92.2,2013,0.2,2.6
QP059056,12901.0,41.4,17.4,,2013,0.2,3.0
QP059057,13118.0,40.2,26.5,,2013,0.2,2.5
QP059058,14587.0,30.3,,80.1,2013,0.2,3.0
QP059059,13238.0,38.8,,,2013,0.2,2.7
QP059060,12650.0,43.5,20.8,,2013,0.2,2.7
QP059061,12521.0,45.5,20.0,92.6,2013,0.2,2.9
QP059062,13086.0,41.1,18.8,86.0,2013,0.2,3.0
QP059063,14253.0,35.0,16.6,87.9,2013,0.3,3.8
QP059064,12919.0,41.9,18.9,95.0,2013,0.2,2.7
QP059065,12290.0,48.2,21.3,,2013,0.3,3.7
QP059066,12616.0,45.2,22.5,,2013,0.2,3.0
QP059067,13073.0,41.4,21.9,89.7,2013,0.2,2.9
QP059068,13482.0,38.0,21.7,88.4,2013,0.2,2.9
QP059069,13732.0,36.1,18.7,76.9,2013,0.2,2.9
QP059070,13950.0,35.3,22.5,,2013,0.2,2.8
QP059071,13169.0,42.8,21.5,89.6,2013,0.2,2.9
QP059072,13303.0,38.2,20.4,,2013,0.2,2.6
QP059073,12422.0,46.8,21.8,,2013,0.2,3.0
QP059074,12646.0,46.0,16.2,85.4,2013,0.3,3.8
QP059075,14148.0,36.3,16.4,76.3,2013,0.3,4.2
QP059076,13247.0,40.6,19.2,,2013,0.2,3.2
QP059077,13450.0,38.8,19.7,,2013,0.2,2.8
QP059078,13587.0,36.8,17.7,74.8,2013,0.2,2.8
QP059079,12473.0,45.9,25.2,,2013,0.2,2.7
QP059080,13585.0,37.7,20.2,84.6,2013,0.2,3.1
QP059081,13000.0,43.2,23.5,,2013,0.2,3.2
QP059082,12241.0,48.9,19.1,67.7,2013,0.2,3.5
QP059083,12618.0,45.0,23.0,,2013,0.2,2.8
QP059084,12336.0,47.0,22.8,,2013,0.2,2.8
QP059085,14362.0,34.8,17.5,46.3,2013,0.2,3.4
QP059086,13951.0,38.5,16.7,55.2,2013,0.2,3.2
QP059087,11932.0,51.9,22.3,90.8,2013,0.2,2.9
QP059088,13988.0,34.8,15.3,61.4,2013,0.2,3.2
QP059089,13646.0,37.8,18.1,86.0,2013,0.2,2.9
QP059090,13375.0,39.5,21.7,85.7,2013,0.2,3.1
QP059091,14232.0,33.7,22.0,,2013,0.2,2.7
QP060001,12522.0,46.8,17.0,92.4,2013,0.2,3.2
QP060002,12636.0,45.2,18.1,,2013,0.2,2.9
QP060003,12343.0,47.5,16.2,86.5,2013,0.2,3.1
QP060004,12964.0,43.0,15.3,76.4,2013,0.2,3.4
QP060005,13811.0,39.8,19.3,,2013,0.2,2.8
QP060006,12685.0,45.2,22.2,,2013,0.2,3.1
QP060007,12574.0,46.4,18.6,,2013,0.2,3.2
QP060008,14011.0,36.3,20.3,,2013,0.2,2.9
QP060009,12416.0,47.7,21.3,88.8,2013,0.2,3.4
QP060010,12615.0,45.0,27.7,,2013,0.2,3.1
QP060011,13019.0,42.6,20.7,89.1,2013,0.2,3.3
QP060012,12799.0,43.4,25.6,,2013,0.2,3.1
QP060013,12302.0,47.6,18.9,,2013,0.2,2.8
QP060014,13083.0,42.1,26.1,,2013,0.2,2.7
QP060015,14108.0,35.1,18.0,,2013,0.3,4.2
QP060016,14665.0,30.6,18.1,,2013,0.2,2.7
QP060017,13140.0,43.2,20.6,74.1,2013,0.2,3.3
QP060018,11529.0,55.4,23.2,,2013,0.2,3.1
QP061001,13040.0,44.4,18.1,,2013,0.2,3.1
QP061002,12865.0,42.4,17.5,89.7,2013,0.2,3.1
QP061003,11868.0,52.0,24.7,,2013,0.2,2.9
QP061004,12421.0,47.6,15.1,83.2,2013,0.2,3.1
QP061005,11583.0,55.0,20.8,,2013,0.2,2.8
QP061006,10971.0,59.7,22.3,86.0,2013,0.2,3.4
QP061007,12505.0,46.5,24.0,,2013,0.2,3.1
QP062001,13961.0,36.8,,62.0,2013,0.2,2.9
QP062002,13293.0,39.2,17.4,,2013,0.2,2.8
QP062003,13676.0,37.6,17.2,,2013,0.2,2.6
QP062004,12529.0,46.2,18.8,75.4,2013,0.3,3.6
QP062005,13049.0,39.3,14.6,91.3,2013,0.2,2.7
QP062006,12718.0,45.0,,77.5,2013,0.2,3.3
QP062007,13531.0,39.1,16.4,,2013,0.2,2.9
QP062008,12770.0,44.5,19.5,86.4,2013,0.2,3.2
QP062009,13382.0,40.4,15.8,73.6,2013,0.3,3.7
QP062010,12976.0,42.9,,78.6,2013,0.2,3.3
QP062011,12993.0,41.1,17.9,92.2,2013,0.2,3.1
QP062012,13050.0,41.1,17.3,,2013,0.2,2.7
QP062013,13616.0,35.3,13.7,85.2,2013,0.2,2.8
