code,taux_pauvrete_pre,nom_qp,insee_com,lib_com
QP069038,35.0,Loucheur - Gorge De Loup,69123,Lyon
QP069039,40.266666666666666,Les Plaines,69091,Givors
QP069040,35.766666666666666,Vallon,69096,Grigny
QP069041,39.06666666666667,Le Vergoin,69123,Lyon
QP069042,46.633333333333326,Moncey,69123,Lyon
QP069043,39.1,Les Plantées,69282,Meyzieu
QP070001,46.03333333333333,Rêpes - Montmarin,70550,Vesoul
QP070002,49.63333333333333,Le Mortard,70310,Lure
QP070003,48.86666666666667,Stade Messier,70311,Luxeuil-les-Bains
QP070004,45.666666666666664,Les Chenevières,70285,Héricourt
QP070005,49.93333333333334,Les Capucins,70279,Gray
QP071001,50.06666666666666,Aubépins,71076,Chalon-sur-Saône
QP071003,44.13333333333333,Prés Saint-Jean,71076,Chalon-sur-Saône
QP071004,49.333333333333336,La Chanaye - Résidence,71270,Mâcon
QP071005,37.4,Les Blanchettes,71270,Mâcon
QP071006,41.233333333333334,Les Saugeraies,71270,Mâcon
QP071007,41.6,Marbé,71270,Mâcon
QP071008,40.46666666666667,Saint Pantaléon,71014,Autun
QP071009,47.333333333333336,Le Tennis,71153,Le Creusot
QP071011,41.53333333333333,Rives Du Plessis,71306,Montceau-les-Mines
QP071012,40.4,Bois Du Verne,71306,Montceau-les-Mines
QP071013,36.36666666666667,Résidence Du Lac,71540,Torcy
QP072001,43.0,La Rocade,72264,Sablé-sur-Sarthe
QP072002,37.96666666666667,Chaoué Perrières,72003,Allonnes
QP072003,50.46666666666667,Bellevue Carnac,72095; 72181,Coulaines; Le Mans
QP072004,49.0,Ronceray Glonnières Vauguyon,72181,Le Mans
QP072005,53.800000000000004,Les Sablons,72181,Le Mans
QP072006,51.6,L' Epine,72181,Le Mans
QP072007,39.23333333333333,Montreux,72264,Sablé-sur-Sarthe
QP073001,33.5,Biollay - Bellevue,73065,Chambéry
QP073002,38.800000000000004,Les Hauts De Chambéry,73065,Chambéry
QP073004,46.6,Val De Roses - Contamine,73011,Albertville
QP074001,38.6,Le Perrier - Château Rouge - Livron,74012,Annemasse
QP074002,48.96666666666667,Le Chalet - Helvetia Park,74133,Gaillard
QP074003,29.233333333333334,Les Ewües,74081,Cluses
QP074004,42.699999999999996,Collonges Sainte-Hélène,74281,Thonon-les-Bains
QP074005,47.800000000000004,Saint Georges - Route De Thairy,74243,Saint-Julien-en-Genevois
QP074006,34.5,Bois Jolivet - Les Iles - Bellerive,74042,Bonneville
QP075001,29.266666666666666,Bédier - Boutroux,75056,Paris
QP075002,31.733333333333334,Chaufourniers,75056,Paris
QP075003,35.733333333333334,Villa d'Este,75056,Paris
QP075004,33.93333333333333,Kellermann - Paul Bourget,75056,Paris
QP075006,36.333333333333336,Oudiné - Chevaleret,75056,Paris
QP075007,34.93333333333333,Didot - Porte de Vanves,75056,Paris
QP075008,34.23333333333333,Porte De Saint-Ouen - Porte Pouchet,75056,Paris
QP075009,33.800000000000004,Blémont,75056,Paris
QP075010,35.266666666666666,Porte Montmartre - Porte Des Poissonniers - Moskova,75056,Paris
QP075011,33.833333333333336,La Chapelle - Evangile,75056,Paris
QP075012,39.4,Goutte D'Or,75056,Paris
QP075013,40.166666666666664,Porte De La Chapelle - Charles Hermite,75056,Paris
QP075014,39.13333333333333,Stalingrad Riquet,75056,Paris
QP075015,34.5,Michelet - Alphonse Karr - Rue de Nantes,75056,Paris
QP075016,36.13333333333333,Danube - Solidarité - Marseillaise,75056,Paris
QP075017,34.833333333333336,Algérie,75056,Paris
QP075019,34.800000000000004,Les Portes Du Vingtième,75056,Paris
QP075020,34.199999999999996,Grand Belleville 10ème - 11ème - 20ème,75056,Paris
QP076001,47.166666666666664,Val Druel,76217,Dieppe
QP076002,40.56666666666667,Neuville,76217,Dieppe
QP076003,42.300000000000004,Les Bruyères,76217,Dieppe
QP076004,34.233333333333334,Centre Ville,76305,Gonfreville-l'Orcher
QP076005,41.166666666666664,Mont Gaillard,76351,Le Havre
